SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.0,32,0,0.0,1576.0,2,0,0,0,0.0
0,0.392709382,50,0,0.208982738,5966.0,5,0,0,0,0.0
1,1.563020544,61,3,0.219760831,5100.0,7,3,0,4,0.0
0,0.780406531,40,1,0.591420027,9696.0,11,0,2,0,1.0
0,0.0,29,0,0.633373934,820.0,4,0,0,0,0.0
0,0.234263666,63,0,0.212473441,8000.0,20,0,0,0,0.0
0,0.0,58,0,0.161458889,9376.0,4,0,2,0,0.0
0,0.0,27,0,1.166013072,764.0,4,0,0,0,0.0
0,0.9999999,39,98,0.0,3208.0,0,98,0,98,0.0
0,0.162909233,30,1,0.252409854,2800.0,5,0,0,0,2.0
0,0.252817756,73,0,0.187632884,5643.0,5,0,1,0,0.0
0,0.090738823,58,0,1.100973236,3287.0,14,0,3,0,0.0
0,0.05267203,65,0,0.138191513,4500.0,12,0,0,0,0.0
0,0.007972614,68,0,4.0,,2,0,0,0,
0,0.820720364,59,0,2.094594595,2515.0,15,0,3,0,0.0
0,0.208081426,50,0,0.500293945,1700.0,7,0,0,0,0.0
0,0.224411398,43,0,0.187951512,8166.0,14,0,0,0,2.0
0,0.066901576,48,0,0.433973518,8382.0,9,0,2,0,2.0
0,0.064766372,33,0,0.294280955,1800.0,8,0,0,0,1.0
0,0.269596405,35,0,3805.0,,10,0,2,0,1.0
0,0.0,53,0,0.255506013,7400.0,8,0,1,0,0.0
0,0.168854146,46,0,0.431803609,10916.0,21,0,3,0,2.0
0,0.009356107,59,0,12.0,,3,0,0,0,0.0
0,0.0,39,0,0.482724142,9000.0,6,0,2,0,2.0
0,0.065516112,53,0,0.278278125,6550.0,11,0,2,0,2.0
0,0.026308992,35,0,4299.0,,6,0,3,0,0.0
0,0.011969198,62,0,1337.0,0.0,9,0,1,0,0.0
0,0.0,66,0,0.029616544,9622.0,2,0,0,0,0.0
0,0.0,67,2,4027.0,,6,0,2,0,0.0
1,0.368844033,52,1,0.078662029,9775.0,8,0,0,3,0.0
0,0.155745559,31,2,0.745442269,1480.0,11,0,0,0,0.0
0,0.205980066,42,0,0.148395018,5700.0,5,1,0,0,2.0
0,0.924667854,53,0,1454.0,,3,0,1,0,0.0
0,0.023174421,87,0,0.176680018,6740.0,6,0,1,0,0.0
1,0.957264957,41,1,0.159694817,3800.0,3,0,0,0,3.0
0,0.426092138,53,1,0.970159151,7539.0,12,0,2,0,0.0
0,0.335310979,51,0,0.553093758,3700.0,8,0,2,0,2.0
0,0.050802925,74,0,0.005395463,16309.0,6,0,0,0,0.0
0,0.0,44,1,0.353955756,8000.0,9,1,2,0,3.0
0,0.003454388,61,0,279.0,,2,0,0,0,0.0
0,0.377575214,81,0,0.347773402,3300.0,15,0,0,0,0.0
0,0.037087144,54,0,3182.0,,11,0,2,0,2.0
0,0.002069529,63,0,0.013301663,4209.0,5,0,1,0,0.0
0,0.025331363,51,0,1180.0,,4,0,1,0,
0,0.9999999,42,0,2818.0,,6,0,2,0,0.0
0,0.004828185,66,0,0.10465587,4939.0,5,0,0,0,0.0
0,0.016709138,70,0,1461.0,,5,0,1,0,0.0
1,0.812640019,35,0,1.815992731,2200.0,11,0,1,0,0.0
0,0.031387436,29,0,63.0,1.0,4,0,0,0,0.0
0,0.050184532,59,0,3125.0,,7,0,3,1,1.0
0,0.004854275,74,0,688.0,,4,0,1,0,1.0
0,0.99284039,81,0,0.640102828,3500.0,15,0,3,0,0.0
0,0.9999999,46,0,1914.0,,3,0,1,0,0.0
1,0.353768403,56,1,0.387670092,3600.0,11,0,1,0,1.0
0,0.159581318,50,0,3781.0,,12,0,1,0,2.0
0,0.466233349,58,0,0.248041775,7276.0,9,0,1,0,0.0
0,0.576952661,61,0,1.56803995,800.0,7,0,1,0,0.0
0,0.0,24,0,0.633373934,820.0,3,0,0,0,0.0
0,0.030398427,80,0,0.298340332,5000.0,6,0,1,0,1.0
0,0.004166493,36,0,1.690615493,4272.0,10,0,5,0,0.0
0,0.371856891,56,0,2270.0,,11,0,2,0,0.0
0,0.996333578,34,0,0.54176663,4584.0,8,0,1,0,0.0
0,0.19016661,57,0,0.978863182,3500.0,25,0,1,0,0.0
0,0.417097553,27,0,0.130235602,4583.0,5,0,0,0,1.0
0,0.9999999,53,0,0.211055276,1790.0,1,0,0,0,0.0
0,0.074461831,69,0,0.096280744,3333.0,11,0,0,0,0.0
0,0.140634339,71,0,0.337732981,12500.0,16,0,2,0,0.0
0,0.0,68,2,0.260775862,4175.0,5,0,1,0,0.0
0,0.475004545,33,1,0.357331822,5291.0,11,0,2,0,1.0
0,0.154025568,49,0,0.24361451,4658.0,20,0,2,0,0.0
0,0.858880779,25,1,0.067983004,4000.0,4,0,0,0,0.0
1,0.72051242,29,0,0.114680946,2240.0,6,3,0,0,1.0
0,0.003449914,66,0,0.007984032,500.0,3,0,0,0,0.0
0,0.008036203,92,0,110.0,,8,0,0,0,
0,0.140219106,60,0,0.855345388,12000.0,14,0,5,0,0.0
0,0.196853543,43,0,0.429874244,20833.0,8,0,5,0,1.0
0,0.0,59,0,1226.0,,8,0,1,0,0.0
0,0.099203504,43,0,0.267777181,11165.0,8,0,1,0,1.0
1,1.004183029,33,0,1.151282906,3000.0,12,0,3,1,0.0
0,0.033892561,30,0,0.076787714,6250.0,5,0,0,0,1.0
0,0.048390157,66,0,0.439254789,3810.0,12,0,1,0,0.0
0,0.0,34,0,0.041224235,1600.0,2,0,0,0,0.0
0,0.392741603,35,0,0.086918731,2300.0,3,0,0,0,0.0
1,0.9999999,27,0,0.115247806,4216.0,2,0,0,1,0.0
0,0.135720168,31,0,0.178410795,2000.0,6,0,0,0,2.0
0,0.79641013,32,2,5478.0,0.0,11,0,2,2,2.0
0,0.161811756,55,0,0.041125777,18333.0,11,0,0,1,2.0
0,0.999000999,50,2,0.320169958,4000.0,4,1,1,0,0.0
0,0.9999999,51,0,0.465468307,5284.0,3,0,1,0,0.0
0,0.363850225,30,0,0.392803598,2000.0,7,0,1,0,0.0
0,0.89272345,47,0,0.439276486,8900.0,11,0,2,0,2.0
0,0.021693077,60,0,946.0,,8,0,0,0,0.0
0,0.910089337,48,0,0.74836316,9163.0,16,0,3,0,1.0
0,0.069304156,39,2,0.264076529,11916.0,17,0,4,0,1.0
0,0.103964388,51,0,0.347301329,7373.0,3,0,1,0,0.0
0,0.427511899,41,0,0.680709817,7832.0,19,0,2,0,3.0
0,0.01701894,35,0,0.264764674,5502.0,8,0,1,0,0.0
0,0.039517925,50,0,0.867266592,2666.0,11,0,2,0,0.0
0,0.102730433,48,0,0.333561879,8750.0,6,0,2,0,2.0
0,0.017210783,59,0,1240.0,,6,0,1,0,0.0
0,0.769122436,45,0,0.540821544,5866.0,9,0,2,0,0.0
0,0.023410033,68,0,0.003514377,9389.0,6,0,0,0,0.0
0,0.9999999,32,0,0.0,1000.0,0,0,0,0,2.0
0,0.0,76,0,0.62063228,600.0,5,0,0,0,0.0
0,0.100372953,69,0,0.006582885,8354.0,3,0,0,0,0.0
0,0.2177311,50,0,0.171221788,10500.0,5,0,1,0,1.0
0,0.181282496,45,0,0.653200182,8811.0,10,0,2,0,0.0
0,0.195789705,49,0,0.296478745,5480.0,6,0,1,0,1.0
0,0.052522441,63,0,0.322721115,10333.0,11,0,1,0,0.0
0,0.046996177,55,0,0.288673943,15300.0,11,0,2,0,0.0
0,0.5044991,56,0,0.286302175,1700.0,3,0,0,0,1.0
0,0.0796978,72,0,32.0,,2,0,0,0,
0,0.0,41,1,0.229457893,2932.0,11,0,0,0,2.0
0,0.019713722,58,0,3324.0,,6,0,1,0,0.0
0,0.024973905,67,0,0.338785047,3423.0,12,0,2,0,0.0
0,0.0,54,0,5414.0,,19,0,4,0,0.0
0,0.314665413,62,0,0.398746322,7816.0,9,0,1,0,0.0
0,0.757177546,32,1,0.569582872,5417.0,6,1,1,0,0.0
0,0.165766847,27,0,1.11994669,2250.0,2,0,1,0,0.0
0,0.392474096,29,0,0.171253823,4250.0,7,0,0,0,0.0
1,0.793174767,44,1,547.0,,2,1,0,0,0.0
0,0.018357683,63,0,0.220404168,14300.0,14,0,2,0,0.0
0,0.006665812,58,0,0.355405066,3986.0,6,0,2,0,2.0
0,0.670658683,22,0,5.0,1.0,1,0,0,0,0.0
0,0.630915818,29,0,0.446165013,4132.0,8,0,0,0,2.0
0,0.029187525,64,0,0.359780047,3818.0,12,0,1,0,1.0
0,0.009139009,50,0,0.002474635,4040.0,2,0,0,0,0.0
0,0.480611829,32,0,0.351459416,2500.0,5,0,1,0,0.0
0,0.021535148,44,0,0.603561387,3200.0,6,0,2,0,2.0
0,0.232258925,38,0,0.048633743,11966.0,5,0,0,0,0.0
0,0.399056286,55,1,0.39348711,1473.0,8,0,0,0,0.0
0,0.285176663,44,0,0.197456051,16666.0,7,0,1,0,2.0
0,0.964098548,44,0,0.593731975,5200.0,6,0,1,0,3.0
0,0.056894041,64,0,2040.0,,3,0,1,0,2.0
0,0.0,61,0,0.288133717,9033.0,8,0,2,0,0.0
0,0.321678322,24,0,0.009988901,900.0,1,0,0,0,0.0
0,0.092930236,63,0,0.471816023,8000.0,7,0,1,0,0.0
0,0.082927805,69,0,1227.0,,6,0,1,0,1.0
0,0.0,47,0,0.054955604,4166.0,1,3,0,0,1.0
0,0.001161597,63,0,0.097774347,7772.0,8,0,0,0,0.0
0,0.30213171,50,0,0.284371563,10000.0,12,0,1,0,0.0
0,0.0,37,0,0.077640786,3000.0,4,0,0,0,1.0
0,0.655956085,47,0,4100.0,,9,0,1,0,4.0
0,0.006213638,76,0,0.001624797,8000.0,8,0,0,0,1.0
0,0.548389401,48,0,0.324711748,9626.0,10,0,2,0,0.0
0,0.023223342,86,0,0.008497876,4000.0,5,0,0,0,0.0
0,0.008297073,61,0,0.252199413,3750.0,8,0,1,0,0.0
0,0.9999999,28,0,31.0,,0,1,0,0,0.0
0,0.502129949,58,0,0.275391956,4400.0,14,0,1,0,0.0
0,0.092551634,44,0,1806.0,,8,0,2,0,0.0
0,0.024307252,46,1,0.178097764,15833.0,10,0,1,0,4.0
0,0.0,52,0,0.82756499,6500.0,5,0,3,0,2.0
0,0.003090769,68,0,0.00036357,5500.0,2,0,0,0,1.0
0,0.9999999,69,0,1737.0,,2,0,1,0,0.0
0,0.9999999,40,0,1.169025812,1200.0,5,0,1,0,2.0
0,0.0,42,0,0.247298055,12490.0,11,0,3,0,4.0
0,0.063629759,75,0,1042.0,,6,0,1,0,0.0
0,0.0,47,0,0.402120226,8300.0,9,0,2,0,2.0
0,0.516626086,63,0,1.256613206,4800.0,17,0,2,0,0.0
0,1.028657114,48,0,1049.0,,14,0,0,0,0.0
0,0.001387052,79,0,0.219763396,7184.0,5,0,1,0,0.0
0,0.0,42,0,0.052196726,76613.0,3,0,1,0,2.0
0,0.258975351,64,1,0.526870007,2753.0,10,0,0,0,0.0
0,0.170759933,47,0,1.232453509,3333.0,17,0,1,0,1.0
0,0.9999999,65,0,346.0,,3,0,0,0,0.0
0,0.9999999,36,0,0.583029672,1920.0,6,0,0,0,4.0
0,0.034048298,48,0,0.490499854,3420.0,4,0,1,0,4.0
0,0.0,53,0,0.0,5000.0,1,0,0,0,0.0
0,0.046768081,39,0,0.289586458,9333.0,19,0,2,0,0.0
0,1.051321928,29,1,0.072683059,3700.0,2,0,0,0,2.0
0,0.0,41,0,0.450008694,5750.0,7,0,2,0,3.0
0,0.080102081,71,0,0.015330778,6000.0,2,0,0,0,1.0
0,0.005030692,90,0,0.001124859,8000.0,4,0,0,0,0.0
0,0.176368553,51,0,103.0,,3,0,0,0,0.0
0,0.384112736,60,0,0.049707185,7000.0,5,0,0,0,1.0
0,0.022847329,44,0,0.186009955,11450.0,7,0,1,0,3.0
0,0.044675506,58,0,58.0,,7,0,0,0,
0,0.0,52,0,0.0,7500.0,5,0,0,0,0.0
0,0.494508297,53,0,0.524472632,7252.0,20,0,3,0,0.0
0,0.021242022,75,0,0.091398539,7800.0,12,0,1,0,0.0
0,0.043315082,72,0,0.370122306,3433.0,10,0,1,0,0.0
1,0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1.0
0,0.378816218,63,0,0.339085327,9445.0,15,0,1,0,1.0
0,0.411884728,46,1,0.328921533,13750.0,8,0,2,0,0.0
1,0.427814713,52,0,0.26114777,5000.0,10,1,2,0,0.0
0,0.0,51,0,29.0,,7,0,0,0,0.0
0,0.235892222,27,1,0.102787456,1721.0,5,0,0,0,0.0
0,0.13581297,66,0,0.631620299,28000.0,16,0,9,0,0.0
0,0.072587066,51,0,0.346512588,12114.0,7,0,2,0,1.0
0,0.652574942,63,1,638.0,,4,1,0,0,
0,0.036838234,43,0,0.00634591,8666.0,7,0,0,0,0.0
0,0.101551406,47,0,228.0,,6,0,0,0,0.0
0,0.0,55,0,0.094447624,3493.0,6,0,2,0,0.0
0,0.027418765,59,0,0.004110654,9000.0,7,0,0,0,0.0
0,0.01775903,56,0,0.356100409,3425.0,16,0,1,0,0.0
0,0.217738355,49,0,2119.0,,14,0,1,0,1.0
0,0.01053703,64,0,0.086529722,5500.0,6,0,0,0,1.0
0,0.0,43,0,0.808533917,2741.0,5,0,2,0,0.0
0,0.718118596,36,0,0.273768406,5500.0,6,0,1,0,0.0
1,0.9999999,37,1,281.0,,1,0,0,0,0.0
0,0.250203545,30,0,365.0,,9,0,0,0,
0,0.306544732,54,0,0.423767326,4400.0,11,0,2,0,1.0
0,0.707285909,51,0,0.712130869,4706.0,8,0,1,0,1.0
0,0.044090924,47,2,0.720263987,13333.0,16,0,7,0,4.0
0,0.455392763,62,0,0.462395094,12391.0,12,0,3,0,0.0
0,0.627471745,53,0,1.470780994,1830.0,11,0,1,0,2.0
1,0.280771923,28,0,0.413589581,20500.0,6,0,4,0,1.0
0,0.168034242,63,0,3770.0,,13,0,1,0,0.0
0,0.840930349,33,2,0.75304939,5000.0,20,0,2,0,0.0
0,0.392065198,52,0,1.178234314,1800.0,6,0,2,0,1.0
0,0.329534093,50,0,0.305325987,4355.0,3,0,1,0,1.0
0,0.064426044,70,0,0.522309711,8000.0,15,0,2,0,0.0
0,0.0,49,0,0.199691596,3890.0,11,0,1,0,0.0
0,0.9999999,52,0,0.225974892,9000.0,4,0,1,0,0.0
0,0.442740968,43,0,634.0,,3,0,0,0,0.0
0,0.260711958,74,0,0.643340194,3400.0,18,0,2,0,0.0
0,0.044897544,75,0,0.74132863,1700.0,13,0,1,0,0.0
0,0.937212557,29,0,0.22287258,2220.0,2,0,0,0,0.0
0,0.063474239,66,0,0.159293248,7300.0,9,0,2,0,1.0
0,0.055889446,71,0,0.184145268,12500.0,28,0,3,0,0.0
0,0.697315134,36,0,0.265942857,8749.0,5,0,1,0,2.0
0,0.930232558,50,0,0.412409022,13876.0,17,0,2,0,1.0
0,0.354257179,56,1,0.586470964,4700.0,10,0,3,0,1.0
0,0.054622724,43,0,0.352486335,7500.0,6,0,2,0,0.0
1,0.753029551,43,4,0.501854857,8625.0,16,2,3,0,0.0
1,0.911043458,35,3,0.342370152,7450.0,7,0,1,0,2.0
0,0.042676666,74,0,0.402764067,2025.0,8,0,2,0,0.0
0,0.0,33,0,0.141247834,2307.0,5,0,0,0,0.0
0,0.468361493,39,1,0.293391287,10122.0,12,0,2,0,0.0
0,0.021420967,75,0,0.169164882,5136.0,11,0,1,0,0.0
0,0.0,47,0,4013.0,,12,0,2,0,0.0
1,0.675436647,47,5,0.677991137,8800.0,14,6,4,2,1.0
0,0.230521203,29,0,0.307023338,9083.0,15,0,3,0,0.0
1,0.9999999,60,1,0.248418248,6005.0,1,6,0,4,0.0
0,0.177581246,60,0,0.966993399,4998.0,19,0,3,0,1.0
0,0.48121861,62,0,0.324447829,5251.0,10,0,1,0,1.0
0,0.003545768,84,0,5.0,,8,0,0,0,0.0
0,0.043284478,61,0,0.089801854,5500.0,3,0,0,0,1.0
0,0.522571795,54,0,0.373111283,9066.0,9,0,2,0,1.0
0,0.556138871,48,2,0.640317052,4667.0,12,0,1,1,0.0
0,0.154135642,59,0,3236.0,,9,0,2,0,0.0
1,0.580161476,23,1,0.074324324,1923.0,3,0,0,0,0.0
0,0.0,51,0,5549.0,,10,0,2,0,
0,0.587769336,69,0,0.493385595,4081.0,7,0,1,0,1.0
0,0.194534287,53,1,0.44685105,3000.0,8,0,2,0,1.0
0,0.417618607,55,3,0.022891364,53600.0,8,0,1,1,0.0
0,0.0,64,0,0.285164062,13500.0,6,0,3,0,1.0
0,3.36e-05,52,0,0.0,3700.0,9,0,0,0,0.0
0,0.253566191,33,0,0.383150756,3833.0,3,0,1,0,0.0
0,0.180963807,36,0,0.510998,5500.0,6,0,2,0,0.0
0,0.141341194,46,0,0.706715547,6000.0,15,0,3,0,1.0
0,0.890578591,41,3,0.387021475,6425.0,10,0,1,0,2.0
0,0.060215521,47,0,0.349043131,3500.0,5,0,1,0,3.0
1,0.142732024,48,0,0.390227082,20300.0,22,0,5,0,3.0
0,0.203392341,44,1,0.238724147,12038.0,11,0,1,0,4.0
0,0.484424275,51,1,0.550446999,2348.0,6,0,1,0,0.0
0,0.269217511,48,1,0.463791891,4266.0,3,0,1,0,0.0
0,0.0,47,0,0.199344075,14025.0,9,0,1,0,4.0
0,0.685583993,41,0,0.450440529,10895.0,13,0,5,0,1.0
0,0.006999563,97,0,3.0,,2,0,0,0,
0,0.67955834,46,0,0.477391401,9000.0,8,0,1,0,3.0
0,0.9999999,38,0,99.0,,1,0,0,0,0.0
0,0.0,48,0,0.360610446,7600.0,7,0,2,0,2.0
0,0.059335784,30,0,2.039257673,1400.0,7,0,1,0,0.0
0,0.9999999,41,0,0.2137977,6000.0,5,0,0,0,2.0
0,0.033765541,39,0,0.287967089,5833.0,5,0,2,0,2.0
0,0.177112995,45,0,0.280028531,7009.0,9,0,2,0,3.0
0,0.029639286,86,0,0.00874036,5834.0,5,0,0,0,1.0
0,0.9999999,73,0,0.056394361,10000.0,1,0,0,0,0.0
0,1980.0,69,0,59.0,,3,0,0,0,0.0
0,0.395019087,44,0,0.330279232,4583.0,8,0,1,0,0.0
0,0.9999999,21,0,0.0,,0,0,0,0,
0,0.339795293,49,1,0.354331653,8333.0,7,0,2,0,1.0
0,0.746330147,64,0,1.605024424,1432.0,7,0,2,0,0.0
0,0.612774451,28,0,81.0,0.0,1,0,0,0,0.0
0,0.425759456,57,0,0.519461516,6833.0,26,0,2,0,0.0
0,0.261015453,60,0,0.245537021,6833.0,7,0,2,0,0.0
0,0.393334632,66,0,5315.0,,18,0,2,1,0.0
0,0.208754104,69,1,0.337115714,7578.0,20,1,1,0,1.0
0,0.730154958,43,1,0.462957913,11000.0,8,0,1,0,2.0
0,0.408383551,78,0,0.488555643,3800.0,4,0,1,0,1.0
0,0.51229972,56,1,1.155514536,6500.0,20,0,4,0,0.0
0,0.056999186,80,0,2853.0,,11,0,1,0,0.0
0,0.169441528,67,0,0.320935813,5000.0,7,0,0,0,0.0
0,0.35230422,51,0,0.1762017,14000.0,4,0,1,0,0.0
0,0.008190216,49,0,1137.0,,3,0,1,0,0.0
0,0.089238998,29,1,0.983189459,2200.0,6,0,1,0,0.0
0,0.009559618,47,0,0.23159605,8000.0,8,0,1,0,1.0
0,0.090375145,34,0,0.217619209,5913.0,7,0,0,0,0.0
0,0.114640315,37,0,1116.0,,4,0,1,0,0.0
0,0.193818038,44,0,0.299622363,10856.0,9,0,1,0,0.0
0,0.000291655,71,0,0.007782101,3083.0,6,0,0,0,0.0
0,0.9999999,61,2,187.0,0.0,1,6,0,1,0.0
0,0.0,35,0,0.148029331,4363.0,5,0,1,0,4.0
0,0.9999999,85,0,0.232103157,2248.0,1,0,0,0,0.0
0,0.9999999,33,0,0.302353798,4120.0,5,0,0,0,0.0
0,0.218892704,58,0,748.0,,3,0,0,0,0.0
0,0.0,38,0,0.221375863,4200.0,5,0,0,0,0.0
0,0.017886118,84,0,14.0,,7,0,0,0,
0,0.069411622,43,0,0.727397637,7277.0,6,0,3,0,0.0
0,0.022694732,45,2,1380.5,1.0,19,0,1,2,0.0
0,0.877232382,46,0,0.078581472,6400.0,6,0,0,0,2.0
0,0.18483951,55,1,0.393136161,3583.0,17,0,1,0,2.0
0,0.04689531,61,0,0.223352973,5600.0,9,0,1,0,1.0
0,0.92035988,36,1,0.213571645,3300.0,10,0,0,0,0.0
0,0.047886229,63,0,0.06959345,7083.0,8,0,0,0,1.0
0,0.023104675,66,0,0.312531404,9950.0,14,0,2,0,0.0
0,0.493080212,39,1,0.155682514,4900.0,5,0,0,0,0.0
1,0.645534179,67,1,0.371314343,2000.0,10,0,0,0,0.0
0,0.9797241,49,1,0.388099206,10200.0,8,0,2,0,0.0
0,0.03548244,63,0,30.0,,5,0,0,0,0.0
0,0.329479408,35,1,0.339813375,2571.0,7,0,1,0,1.0
0,0.216061956,64,0,8007.0,,24,0,2,0,0.0
0,0.5656435,44,0,2.727931489,1517.0,9,0,3,0,0.0
0,0.069921686,59,1,0.455596011,6316.0,10,0,3,0,0.0
1,1.156146179,44,1,0.104741954,5250.0,4,2,0,1,0.0
0,0.654650704,33,0,0.481544577,7043.0,11,0,2,0,1.0
0,0.111994257,85,0,0.011926606,5449.0,4,0,0,0,0.0
0,0.771564767,49,0,0.424660795,4200.0,12,0,1,0,0.0
0,0.015498708,67,0,2841.0,,6,0,4,0,
0,0.173393232,56,0,0.178665112,3430.0,7,0,1,0,1.0
0,0.924278171,80,0,0.308106445,6500.0,5,0,1,0,1.0
0,0.9999999,61,0,3501.0,,6,0,1,0,0.0
0,9.89e-05,49,0,0.302596862,7200.0,5,0,1,0,0.0
0,0.20948448,47,0,1647.0,0.0,15,0,1,0,0.0
0,0.337010134,24,0,668.0,,4,0,0,0,0.0
0,0.042776363,45,0,0.223155369,5000.0,13,0,1,0,4.0
0,0.079359687,57,1,0.406559344,10000.0,11,0,2,0,0.0
0,0.9999999,30,0,0.017634409,2324.0,0,1,0,0,0.0
0,0.61392499,77,0,6183.0,,13,0,2,0,0.0
0,0.122976319,50,0,0.454103343,3289.0,6,0,1,0,1.0
0,0.393863297,59,0,0.398738559,13000.0,9,0,2,0,1.0
0,7.25e-05,69,0,0.379888268,3400.0,13,0,1,0,0.0
0,0.08306594,60,0,1760.0,,15,0,1,0,0.0
0,0.205334105,44,3,0.446392863,6500.0,12,0,1,0,2.0
0,0.843371805,45,0,0.185965468,6312.0,3,0,1,0,0.0
0,0.72144362,50,0,0.463117808,12078.0,15,0,2,0,1.0
0,0.984308131,41,1,0.180372558,2200.0,3,0,0,0,3.0
0,0.093838765,52,0,0.197395735,15896.0,14,0,2,0,1.0
0,0.012365002,59,0,0.01037037,2024.0,5,0,0,0,0.0
0,0.003110851,80,0,0.242913078,6384.0,15,0,2,0,0.0
0,0.353886611,74,0,0.30919288,4100.0,12,0,1,0,0.0
0,0.168667106,52,0,0.257189811,3650.0,10,0,0,0,2.0
1,0.006883704,44,1,0.220026896,9666.0,12,0,1,0,5.0
0,0.012129713,58,0,0.075661623,15000.0,5,0,1,0,0.0
0,0.059034156,86,0,0.03079692,10000.0,8,0,0,0,1.0
0,0.325331422,44,0,0.419904479,7746.0,11,0,2,0,1.0
0,0.01509686,80,0,0.002908562,5500.0,8,0,0,0,0.0
0,0.973721794,48,0,0.039805168,31000.0,9,0,1,0,5.0
0,0.499229011,58,0,0.431972598,17808.0,11,0,1,0,1.0
0,0.048826831,82,0,141.0,,11,0,0,0,0.0
0,1.13602232,62,0,5073.0,,9,0,2,0,0.0
0,0.051526796,49,0,0.152730909,8000.0,3,0,1,0,2.0
0,0.2008134,46,0,0.537494644,7000.0,7,0,2,0,1.0
0,0.042302269,51,0,1645.0,,9,0,1,0,0.0
0,0.9999999,23,0,0.159900062,1600.0,1,0,0,0,0.0
0,0.252504873,65,0,3350.0,,9,0,1,0,0.0
0,0.0,60,0,0.0,,2,0,0,0,0.0
0,0.956208758,69,1,0.594181164,3333.0,8,0,1,1,0.0
0,0.02288215,74,0,0.010190348,5200.0,10,0,0,0,0.0
0,0.053071479,53,0,0.190665606,3770.0,7,0,1,0,0.0
0,0.282684526,61,0,0.766395404,2088.0,10,0,2,0,0.0
0,0.024552827,63,0,0.256025867,3401.0,9,0,0,0,0.0
0,0.064841612,53,0,0.239478872,11666.0,13,0,3,0,1.0
0,0.795871723,49,0,0.371150729,1850.0,8,0,0,0,4.0
0,0.624330018,63,0,0.368500927,17790.0,8,0,2,0,0.0
0,0.047779227,27,0,0.027885863,4625.0,8,0,0,0,0.0
0,0.177254886,38,0,0.368203975,8000.0,12,0,2,0,0.0
0,0.145734987,40,0,0.132527443,22500.0,8,0,2,0,1.0
0,0.005247717,77,0,7.0,,4,0,0,0,0.0
0,0.06407762,52,0,0.360482405,12105.0,15,0,2,0,0.0
0,0.333228141,58,0,0.353111958,11021.0,13,0,1,0,1.0
0,0.17044169,38,0,0.185469088,6000.0,23,0,0,0,1.0
0,0.9999999,46,0,0.312488638,5500.0,6,0,2,0,0.0
0,0.090574755,55,0,0.489884393,3459.0,13,0,1,0,0.0
0,0.087936218,39,0,1459.0,,12,0,0,0,2.0
0,0.482821973,64,0,0.26905703,7083.0,7,0,0,0,0.0
0,0.440495081,61,0,0.550336826,5343.0,7,0,2,0,0.0
0,0.124467096,58,0,312.0,,11,0,0,0,0.0
0,0.0,80,0,0.0,2500.0,7,0,0,0,0.0
0,0.0396323,45,0,0.399280036,6666.0,10,0,2,0,2.0
0,0.935294958,29,0,0.900208768,2394.0,8,0,1,0,1.0
0,0.014082323,75,0,0.148885111,10000.0,6,0,1,0,0.0
0,2339.0,53,0,2286.0,,6,0,2,0,0.0
0,0.046503081,25,0,0.169111111,4499.0,30,0,0,0,0.0
0,0.446278069,67,0,0.326833658,6666.0,10,0,1,0,1.0
0,0.9999999,49,0,0.266487214,742.0,6,0,0,0,0.0
0,0.88976378,55,0,0.323935213,5000.0,3,0,1,0,0.0
0,0.001237593,51,0,3224.0,0.0,12,0,2,0,3.0
0,1.011451874,28,0,0.798091603,2619.0,11,0,1,0,2.0
0,0.303624234,31,0,0.413529168,4833.0,9,0,1,0,0.0
0,0.011656275,78,0,0.139715071,4000.0,6,0,1,0,0.0
0,0.008849853,75,0,0.20950623,6500.0,11,0,1,0,0.0
0,0.185553958,51,0,0.51010929,7319.0,10,0,2,0,3.0
0,0.000592874,89,0,0.045216996,4400.0,15,0,0,0,1.0
0,0.0,36,0,0.370418677,7666.0,4,0,1,0,2.0
0,0.334814486,45,0,0.419423947,4200.0,6,0,1,0,0.0
0,0.0,85,0,0.0,,2,0,0,0,
0,0.002921751,78,0,4.0,,6,0,0,0,
0,0.093116599,62,0,0.292701279,11960.0,29,0,2,0,0.0
0,0.750832387,64,0,0.977117868,9832.0,25,0,3,0,0.0
0,0.100290831,55,0,0.709235055,4666.0,23,0,2,0,1.0
0,0.443626281,53,0,0.253686578,4000.0,6,0,0,0,1.0
0,0.380196134,39,0,0.452068222,5100.0,13,0,2,0,2.0
0,0.26991003,24,0,0.662606577,820.0,3,0,0,0,0.0
0,1.83016983,36,3,0.156163626,3617.0,16,0,0,0,1.0
0,0.303761767,53,0,0.232332027,6890.0,13,0,1,0,1.0
1,0.311880534,35,2,0.726420987,1600.0,11,2,0,1,2.0
0,0.013013832,56,0,0.216609814,7621.0,15,0,1,0,0.0
0,0.261815829,42,0,0.487040134,7175.0,7,0,2,0,2.0
0,0.023899602,64,0,0.321085888,4272.0,10,0,1,0,0.0
1,0.986679353,30,0,0.148975171,6000.0,8,3,0,0,0.0
