srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,Cluster,click_bool
144456,326749,5,219,326,12836,219,29113,3,8,1,0.69,28,4.61,8,82,0,11230,1,71,2,0,1,0,305668,11093,1,cluster1,no
144493,314969,5,219,326,12836,219,133689,4,9,1,5.19,6153,5.69,1,240,0,17012,3,14,1,0,1,0,305668,434081,1,cluster1,yes
144560,59504,24,103,326,12836,103,19249,3,8,1,2.77,1366,4.63,19,100.26,0,16942,1,2,3,0,1,0,305668,685151,1,cluster1,no
144562,168402,5,219,326,12836,219,129954,4,9,1,1.39,9535,5.16,7,109,0,13216,2,9,2,1,1,1,305668,164961,1,cluster1,yes
144578,276102,18,129,326,12836,219,16630,5,9,1,3.09,499,6.21,6,402.15,1,12582,7,37,3,1,1,0,305668,582124,1,cluster1,yes
144597,228381,32,220,326,12836,220,130450,5,8,0,3.66,9541,5.75,12,203.25,0,14633,2,53,2,0,1,1,305668,568950,1,cluster1,no
144645,68436,29,132,326,12836,15,121483,4,8,1,2.64,145,5.31,8,210.94,0,8660,3,11,1,0,1,1,305668,685151,1,cluster1,no
144688,182108,14,158,326,12836,158,86203,3,6,1,1.79,9541,4.38,8,4093.99,1,970,1,2,2,1,1,1,305668,685151,1,cluster1,no
144710,90063,5,219,326,12836,219,76443,4,8,0,3.43,9541,5.02,19,109,1,9026,4,11,2,0,1,0,305668,665966,1,cluster1,yes
144718,202857,5,80,326,12836,219,11768,3,9,1,2.08,996,5.14,14,152,0,20459,1,201,2,0,1,1,305668,685151,1,cluster1,no
144753,270737,5,219,326,12836,219,121350,4,9,1,3.97,648,5.89,24,296,1,7512,1,6,2,2,1,1,305668,254162,1,cluster1,no
144753,270737,5,219,326,12836,219,121350,4,9,1,3.97,648,5.89,24,296,1,7512,1,6,2,2,1,1,305668,254162,1,cluster1,no
144753,270737,5,219,326,12836,219,106236,5,9,1,4.08,134,5.73,9,269,1,7512,1,6,2,2,1,1,305668,254178,1,cluster1,no
144753,270737,5,219,326,12836,219,106236,5,9,1,4.08,134,5.73,9,269,1,7512,1,6,2,2,1,1,305668,254178,1,cluster1,no
144790,121649,14,100,326,12836,219,89962,2,6,1,2.89,468,4.57,2,59.95,0,4041,2,20,2,0,1,0,305668,202254,1,cluster1,yes
145040,284311,14,100,326,12836,117,102242,5,9,1,4.73,691,5.59,18,193.45,1,2551,3,145,2,0,1,1,305668,685151,1,cluster1,yes
145083,80645,5,219,326,12836,219,87939,3,6,1,2.4,34,4.68,32,84,0,12244,1,9,4,4,2,1,305668,150902,1,cluster1,no
145171,261516,5,219,326,12836,219,22233,3,9,1,1.1,2184,4.47,7,93,0,17187,2,4,2,3,1,0,305668,244340,1,cluster1,yes
145175,326915,5,219,326,12836,31,57672,4,8,0,6.48,6468,5.05,6,100,0,14856,3,206,2,0,1,1,305668,507626,1,cluster1,yes
145182,203056,5,219,326,12836,219,104517,4,8,1,4.16,2526,5.29,7,80,1,8192,1,6,1,1,1,0,305668,580739,1,cluster1,no
145214,382108,5,219,326,12836,219,138575,2,7,0,4.09,2025,0,8,339,0,27770,1,10,2,1,1,1,305668,119210,1,cluster1,no
145260,336151,15,55,326,12836,99,72324,4,7,1,4.57,851,5.67,13,202.16,0,15708,2,54,2,2,1,1,88248,685151,1,cluster1,yes
145304,154093,5,219,326,12836,219,31576,3,7,1,3.87,9541,4.78,31,132,0,8222,2,3,2,1,1,1,305668,110480,1,cluster1,no
145355,199294,5,219,326,12836,219,81451,4,9,0,1.95,9538,5.57,26,211,1,17713,5,358,2,0,1,0,305668,391018,1,cluster1,no
145378,249169,5,219,326,12836,219,105154,2,8,1,1.39,1595,4.69,6,88,1,433,1,27,2,1,1,1,305668,226956,1,cluster1,yes
145432,60083,5,219,326,12836,219,113623,4,10,1,3.47,3892,5.85,18,325,0,26238,1,4,2,0,1,1,305668,553548,1,cluster1,no
145448,90051,4,50,326,12836,50,28221,3,1,0,0.69,60,4.7,1,51.45,0,24896,3,324,2,0,1,1,305668,508679,1,cluster1,yes
145473,118331,18,129,326,12836,215,70225,4,8,1,2.71,749,5.22,4,102.32,1,19622,1,1,2,1,1,0,305668,127512,1,cluster1,yes
145473,118331,18,129,326,12836,215,70225,4,8,1,2.71,749,5.22,4,102.32,1,19622,1,1,2,1,1,0,305668,127512,1,cluster1,no
145473,118331,18,129,326,12836,215,138634,4,7,1,3.14,9541,0,26,175.01,0,19622,1,1,2,1,1,0,305668,127605,1,cluster1,yes
145473,118331,18,129,326,12836,215,138634,4,7,1,3.14,9541,0,26,175.01,0,19622,1,1,2,1,1,0,305668,127605,1,cluster1,no
145503,31967,5,219,326,12836,219,13685,3,7,1,2.83,479,4.27,1,59,1,24026,1,2,2,0,1,0,305668,203272,1,cluster1,yes
145541,188918,32,220,326,12836,39,69022,4,8,0,4.51,9541,5.28,13,166.85,0,6697,6,10,2,1,1,0,305668,300597,1,cluster1,yes
145545,57800,5,154,326,12836,31,67447,4,8,0,3.3,1458,5.43,8,185,1,23820,7,12,2,0,1,0,305668,685151,1,cluster1,yes
145577,387497,18,129,326,12836,219,7541,2,4,0,5.12,358,0,10,109.3,1,26928,5,86,2,0,1,0,305668,462431,1,cluster1,yes
145687,300900,5,219,326,12836,219,85428,3,8,1,1.1,9541,4.31,2,58,1,14100,2,32,3,0,1,1,305668,273153,1,cluster1,no
145736,392906,5,219,326,12836,9,3696,3,1,0,4.29,9541,0,6,105,0,7676,3,55,4,0,1,1,305668,287590,1,cluster1,yes
145772,12703,19,158,326,12836,158,99363,5,9,1,1.39,9541,5.22,10,98.62,1,7326,1,70,2,0,1,1,305668,685151,1,cluster1,yes
145781,91770,5,219,326,12836,219,26006,4,9,0,3.47,1940,5.92,22,403,1,4138,4,34,2,0,1,0,305668,34782,1,cluster1,no
145795,352796,5,219,326,12836,219,70521,4,8,1,4.44,2300,0,16,359,0,12802,2,0,3,0,1,0,305668,685151,1,cluster1,no
145800,321664,25,215,326,12836,41,70764,4,7,0,6.15,2291,5.34,1,134.51,0,23769,4,33,2,0,1,0,305668,685151,1,cluster1,yes
145850,383736,24,219,326,12836,219,39388,3,8,0,2.83,2735,0,1,118.9,0,20820,1,50,2,0,1,0,305668,34274,1,cluster1,yes
145857,119992,15,215,326,12836,219,11957,2,6,1,2.3,9541,4.75,28,34.53,0,11846,3,268,1,0,1,0,305668,685151,1,cluster1,no
145875,217272,34,205,326,12836,55,138208,4,8,1,4.45,1883,5.75,3,253.29,0,1817,4,74,3,0,1,1,305668,685151,1,cluster1,yes
146080,342713,12,99,326,12836,31,49467,3,8,0,1.39,80,0,10,88.94,0,23495,3,72,2,0,1,1,305668,685151,1,cluster1,no
146246,320241,22,92,326,12836,205,17234,4,8,0,1.1,9541,4.98,26,130.47,1,6867,1,163,2,0,1,1,305668,685151,1,cluster1,no
146253,279583,24,219,326,12836,216,58401,3,7,1,2.64,269,4.88,12,78.23,1,27338,7,34,2,0,1,0,305668,381953,1,cluster1,no
146286,11361,5,219,326,12836,219,28495,4,8,1,2.94,28,5.16,4,179,0,17713,2,61,2,0,1,0,305668,647123,1,cluster1,no
146479,340513,5,219,326,12836,219,137852,3,8,1,1.1,9541,0,34,164,0,12736,13,55,2,0,1,0,305668,172633,1,cluster1,yes
146515,129117,16,31,326,12836,31,29951,0,1,0,0,9541,0,24,135.12,0,3795,1,122,2,0,1,1,305668,234,1,cluster1,no
146579,325073,5,219,326,12836,219,14710,4,7,0,3.58,4314,5.57,36,275,0,2393,1,38,1,0,1,0,305668,601334,1,cluster1,no
146672,310318,5,219,326,12836,219,48888,3,10,1,1.95,2342,4.86,15,119,0,25270,1,1,2,0,1,0,305668,194625,1,cluster1,yes
146672,310318,5,219,326,12836,219,48888,3,10,1,1.95,2342,4.86,15,119,0,25270,1,1,2,0,1,0,305668,194625,1,cluster1,no
146672,310318,5,219,326,12836,219,132306,2,8,1,1.95,2138,4.52,9,85,0,25270,1,1,2,0,1,0,305668,194626,1,cluster1,yes
146672,310318,5,219,326,12836,219,132306,2,8,1,1.95,2138,4.52,9,85,0,25270,1,1,2,0,1,0,305668,194626,1,cluster1,no
146732,195501,9,219,326,12836,219,97361,3,7,0,4.04,1826,4.95,26,122.82,0,734,2,152,1,2,1,0,305668,75232,1,cluster1,yes
146785,160321,11,103,217,7478,202,2832,5,7,0,4.95,1793,6.12,6,158.4,1,25026,7,92,4,1,2,0,305668,685151,1,cluster1,no
146823,37028,15,55,326,12836,32,36684,3,6,0,0.69,296,5.31,1,113.89,0,6311,1,33,2,0,1,0,305668,685151,1,cluster1,yes
146842,219762,5,219,326,12836,219,11974,3,9,0,4.72,2100,5.38,12,170,0,4045,3,205,2,0,1,1,305668,619563,1,cluster1,no
146842,219762,5,219,326,12836,219,11974,3,9,0,4.72,2100,5.38,12,170,0,4045,3,205,2,0,1,1,305668,619563,1,cluster1,yes
146842,219762,5,219,326,12836,219,120787,3,8,1,4.88,3721,5.33,20,198,0,4045,3,205,2,0,1,1,305668,619565,1,cluster1,no
146842,219762,5,219,326,12836,219,120787,3,8,1,4.88,3721,5.33,20,198,0,4045,3,205,2,0,1,1,305668,619565,1,cluster1,yes
146893,1489,5,219,326,12836,219,60468,5,9,1,4.16,2324,5.88,32,166,0,8192,3,19,2,0,1,0,305668,347212,1,cluster1,no
146923,44052,32,220,326,12836,220,41316,5,1,0,2.56,2527,5.46,2,238.74,0,19396,1,4,2,0,1,1,305668,685151,1,cluster1,yes
146947,291718,14,100,326,12836,219,137672,3,8,1,3.61,312,5.26,3,185.5,0,22620,3,55,2,0,1,0,305668,542453,1,cluster1,yes
146975,84620,5,219,326,12836,219,111831,4,9,1,4.77,1876,5.82,6,143,0,12452,1,82,2,0,1,1,305668,59663,1,cluster1,yes
146976,240839,5,219,326,12836,219,101496,2,7,0,1.39,488,4.97,6,205,0,4948,2,62,2,0,1,0,305668,222655,1,cluster1,yes
147023,354232,5,219,326,12836,219,46846,4,8,1,2.77,939,0,29,99,0,4075,1,4,1,3,1,1,305668,685151,1,cluster1,yes
147058,308733,19,158,326,12836,215,101091,5,9,0,1.61,669,6.19,7,395.3,0,5538,4,11,2,0,1,0,305668,685151,1,cluster1,yes
147165,26561,14,100,326,12836,219,118319,5,10,0,3.4,3024,6.21,3,411.32,0,15903,5,46,2,0,1,0,305668,375145,1,cluster1,yes
147253,260511,18,56,326,12836,219,68508,2,7,1,1.79,21,4.4,38,69.18,0,13216,1,39,1,0,1,0,305668,685151,1,cluster1,yes
147253,260511,18,56,326,12836,219,68508,2,7,1,1.79,21,4.4,38,69.18,0,13216,1,39,1,0,1,0,305668,685151,1,cluster1,yes
147253,260511,18,56,326,12836,219,71784,2,8,1,0,9534,4.45,26,91.37,0,13216,1,39,1,0,1,0,305668,685151,1,cluster1,yes
147253,260511,18,56,326,12836,219,71784,2,8,1,0,9534,4.45,26,91.37,0,13216,1,39,1,0,1,0,305668,685151,1,cluster1,yes
147279,106621,5,219,148,1897,219,33083,5,8,1,4.54,4387,5.49,8,189,1,4072,3,13,3,0,3,1,305668,184002,1,cluster1,no
147279,106621,5,219,148,1897,219,33083,5,8,1,4.54,4387,5.49,8,189,1,4072,3,13,3,0,3,1,305668,184002,1,cluster1,no
147279,106621,5,219,148,1897,219,32788,4,9,1,4.2,1844,6.01,24,298,0,4072,3,13,3,0,3,1,305668,184019,1,cluster1,no
147279,106621,5,219,148,1897,219,32788,4,9,1,4.2,1844,6.01,24,298,0,4072,3,13,3,0,3,1,305668,184019,1,cluster1,no
147437,201699,18,221,326,12836,39,87788,5,9,1,4.06,941,6.21,2,384.46,0,15122,2,134,2,0,1,0,305668,685151,1,cluster1,no
147458,77904,5,219,326,12836,219,42848,3,9,1,1.79,1660,4.87,10,109,0,24709,3,30,8,2,4,1,305668,105002,1,cluster1,yes
147475,183659,11,103,326,12836,219,38846,3,7,1,4.71,3850,5.28,34,148.28,1,15208,4,11,2,0,1,0,305668,685151,1,cluster1,yes
147649,229256,5,219,326,12836,219,17068,2,9,0,0,21,4.87,10,127,0,3715,3,105,2,2,1,0,160336,109464,1,cluster1,no
147673,2292,12,99,326,12836,55,3223,3,6,0,5.06,4428,5.05,1,103.99,0,5450,2,29,4,0,3,1,305668,685151,1,cluster1,yes
147817,333530,5,219,326,12836,219,9894,2,5,1,3.37,147,4.21,3,50,1,26067,1,0,2,0,1,1,305668,9732,1,cluster1,yes
147848,362462,5,219,326,12836,219,93925,2,7,1,1.61,473,0,9,60,0,14459,4,10,1,0,1,0,305668,28015,1,cluster1,no
147916,170468,24,216,326,12836,98,40226,4,10,0,3.66,215,5.16,15,119.89,1,8612,3,21,1,0,1,1,305668,685151,1,cluster1,yes
148021,222776,15,55,326,12836,55,87844,0,9,0,3.47,308,4.75,32,174.72,0,5452,1,2,2,0,1,1,305668,685151,1,cluster1,yes
148042,104955,5,219,326,12836,219,27835,4,8,0,4.08,1444,5.52,28,187,1,11939,1,9,2,0,1,0,305668,482061,1,cluster1,yes
148049,111238,5,219,77,10385,219,9135,4,9,0,0,351,5.96,8,268,1,12682,5,61,2,0,1,0,305668,45925,1,cluster1,yes
148055,157478,5,219,326,12836,219,20258,0,1,0,2.48,1316,4.28,8,76,0,5101,4,85,2,1,1,1,305668,109421,1,cluster1,no
148058,213931,14,100,326,12836,219,97282,3,8,1,3.53,9541,5.36,7,160.28,1,3187,3,134,2,1,1,0,305668,139308,1,cluster1,yes
148111,128596,16,31,326,12836,50,48981,4,9,0,2.08,7841,5.19,1,208.08,0,13234,5,47,1,0,1,0,305668,685151,1,cluster1,no
148133,80025,18,129,326,12836,219,435,2,7,1,2.77,9541,4.13,13,44.36,0,23166,1,83,2,0,1,0,305668,445803,1,cluster1,yes
148150,180235,5,219,326,12836,219,40537,2,8,1,1.61,9541,4.43,30,85,0,19965,1,75,2,0,1,0,60051,513266,1,cluster1,no
148178,195850,5,219,326,12836,219,18050,2,9,1,1.61,140,4.58,3,92,0,23452,3,25,2,0,1,0,305668,84364,1,cluster1,no
148216,331245,16,31,326,12836,31,129884,5,9,0,4.25,817,6.09,10,482.66,0,14358,3,49,2,0,1,0,305668,241238,1,cluster1,no
148222,306404,30,85,326,12836,100,231,3,8,1,1.1,321,4.41,21,107.83,0,18825,1,35,2,1,1,1,305668,685151,1,cluster1,yes
148239,378209,5,219,326,12836,219,125668,3,9,1,2.71,1644,0,6,110,0,26451,1,35,4,3,2,1,305668,230656,1,cluster1,no
148302,188476,5,223,326,12836,219,76777,2,8,1,1.61,149,4.97,6,110,0,24373,1,27,2,0,1,1,305668,685151,1,cluster1,yes
148343,147769,5,214,326,12836,41,50035,4,1,1,5.29,9541,5.25,6,147,0,23769,4,55,1,1,2,1,305668,685151,1,cluster1,yes
148395,319577,18,99,326,12836,99,60051,3,1,1,4.14,645,4.64,22,138.4,0,2219,2,5,2,0,1,0,305668,685151,1,cluster1,yes
148418,129868,32,220,326,12836,73,83593,4,8,0,3.18,1,4.92,1,120.04,1,19577,2,77,2,0,1,0,305668,683143,1,cluster1,no
148438,359900,5,219,326,12836,219,114426,3,6,1,0.69,854,0,4,124,0,13678,1,1,3,0,1,1,305668,66382,1,cluster1,yes
148517,98581,5,219,326,12836,219,18142,2,6,1,3.33,414,4.87,33,139,0,4138,3,65,2,0,1,1,305668,512263,1,cluster1,yes
148519,110364,32,220,326,12836,32,101953,3,10,0,4.51,1340,5.23,26,145.82,0,16363,2,62,1,0,1,0,305668,14540,1,cluster1,no
148593,324985,5,219,127,396,219,139310,4,9,1,1.79,9541,4.94,12,117,0,12736,1,2,1,0,1,0,305668,265159,1,cluster1,yes
148644,98997,5,219,326,12836,219,362,4,9,1,2.64,735,5.68,12,299,0,4690,3,55,4,0,1,0,305668,685151,1,cluster1,no
148652,215829,5,219,326,12836,219,7654,4,8,0,3.26,1716,5.08,9,119,1,16858,4,5,2,1,1,1,305668,295323,1,cluster1,yes
148671,131085,5,219,326,12836,219,16118,3,8,0,4.9,6707,5.35,1,99,0,4045,1,8,2,0,1,0,305668,93985,1,cluster1,yes
148712,277465,14,100,326,12836,219,70177,4,7,1,4.22,2539,5.12,3,45.67,0,8192,1,12,2,0,1,0,305668,50634,1,cluster1,yes
148772,159802,5,219,326,12836,219,127458,2,1,1,0,9541,4.51,6,72,0,7717,3,7,2,0,1,1,305668,273054,1,cluster1,no
148787,150797,15,55,326,12836,31,82418,4,1,0,1.61,9541,5.46,13,333.64,0,22368,3,97,4,0,1,1,305668,685151,1,cluster1,no
148821,229792,5,219,326,12836,219,9138,4,8,1,4.33,1183,5.08,6,144,0,21808,4,106,2,3,1,0,305668,401489,1,cluster1,yes
148838,374564,9,59,326,12836,59,114066,4,9,1,2.4,1696,0,1,120.98,1,23841,6,37,2,2,1,0,305668,685151,1,cluster1,no
148887,84981,15,55,326,12836,129,49242,5,8,1,4.54,715,5.13,22,102.84,1,2290,4,84,4,0,2,0,305668,685151,1,cluster1,yes
148888,167118,5,219,326,12836,219,125400,3,10,1,2.2,379,5.1,27,169,0,22097,1,11,1,1,1,1,305668,210766,1,cluster1,no
148899,113638,5,219,326,12836,219,15599,3,9,1,2.48,9541,5,6,159,0,7135,2,92,2,0,1,1,305668,499619,1,cluster1,yes
148908,323636,32,220,326,12836,219,133270,4,8,1,2.64,2935,5.34,6,191.12,0,26827,1,134,2,0,1,0,305668,673102,1,cluster1,no
148908,323636,32,220,326,12836,219,133270,4,8,1,2.64,2935,5.34,6,191.12,0,26827,1,134,2,0,1,0,305668,673102,1,cluster1,yes
148908,323636,32,220,326,12836,219,133270,4,8,1,2.64,2935,5.34,6,191.12,0,26827,1,134,2,0,1,0,305668,673102,1,cluster1,yes
148908,323636,32,220,326,12836,219,133270,4,8,1,2.64,2935,5.34,6,191.12,0,26827,1,134,2,0,1,0,305668,673102,1,cluster1,no
148908,323636,32,220,326,12836,219,54734,3,8,1,0.69,851,4.99,7,109.07,0,26827,1,134,2,0,1,0,305668,673154,1,cluster1,no
148908,323636,32,220,326,12836,219,54734,3,8,1,0.69,851,4.99,7,109.07,0,26827,1,134,2,0,1,0,305668,673154,1,cluster1,yes
148908,323636,32,220,326,12836,219,54734,3,8,1,0.69,851,4.99,7,109.07,0,26827,1,134,2,0,1,0,305668,673154,1,cluster1,yes
148908,323636,32,220,326,12836,219,54734,3,8,1,0.69,851,4.99,7,109.07,0,26827,1,134,2,0,1,0,305668,673154,1,cluster1,no
148908,323636,32,220,326,12836,219,876,3,9,1,0.69,9541,5.25,22,160.23,0,26827,1,134,2,0,1,0,305668,673248,1,cluster1,no
148908,323636,32,220,326,12836,219,876,3,9,1,0.69,9541,5.25,22,160.23,0,26827,1,134,2,0,1,0,305668,673248,1,cluster1,yes
148908,323636,32,220,326,12836,219,876,3,9,1,0.69,9541,5.25,22,160.23,0,26827,1,134,2,0,1,0,305668,673248,1,cluster1,yes
148908,323636,32,220,326,12836,219,876,3,9,1,0.69,9541,5.25,22,160.23,0,26827,1,134,2,0,1,0,305668,673248,1,cluster1,no
148908,323636,32,220,326,12836,219,786,2,6,1,0.69,849,4.3,8,57.92,0,26827,1,134,2,0,1,0,305668,673153,1,cluster1,no
148908,323636,32,220,326,12836,219,786,2,6,1,0.69,849,4.3,8,57.92,0,26827,1,134,2,0,1,0,305668,673153,1,cluster1,yes
148908,323636,32,220,326,12836,219,786,2,6,1,0.69,849,4.3,8,57.92,0,26827,1,134,2,0,1,0,305668,673153,1,cluster1,yes
148908,323636,32,220,326,12836,219,786,2,6,1,0.69,849,4.3,8,57.92,0,26827,1,134,2,0,1,0,305668,673153,1,cluster1,no
148935,249930,5,219,326,12836,219,37818,4,7,1,3.95,2309,5.16,25,45,1,8192,3,86,2,0,1,0,305668,194569,1,cluster1,yes
148957,28603,5,219,326,12836,219,96686,4,9,1,2.64,1756,5.3,35,89,1,26392,1,1,1,0,1,1,305668,43,1,cluster1,yes
148960,245084,5,219,326,12836,219,69670,4,9,1,3.14,4635,5.66,3,219,0,11846,2,107,2,0,1,1,692,186982,1,cluster1,yes
148983,178331,32,220,326,12836,216,81901,4,8,0,3.74,7181,4.66,1,92.78,0,24681,4,39,2,0,1,1,305668,685151,1,cluster1,yes
149000,159394,5,219,326,12836,219,89603,4,9,1,4.39,4017,5.44,29,259,0,9412,3,15,2,2,1,1,305668,210797,1,cluster1,yes
149087,320746,5,219,326,12836,219,16085,3,4,0,3.58,1170,5.33,1,207,0,24462,3,88,2,2,1,0,305668,387,1,cluster1,no
149138,83964,14,100,326,12836,219,135423,4,8,0,4.93,314,5.72,19,409.24,0,6507,1,335,2,0,1,1,305668,98558,1,cluster1,yes
149138,83964,14,100,326,12836,219,135423,4,8,0,4.93,314,5.72,19,409.24,0,6507,1,335,2,0,1,1,305668,98558,1,cluster1,no
149138,83964,14,100,326,12836,219,64517,3,9,1,3.64,2688,5.34,9,198.54,0,6507,1,335,2,0,1,1,305668,98492,1,cluster1,yes
149138,83964,14,100,326,12836,219,64517,3,9,1,3.64,2688,5.34,9,198.54,0,6507,1,335,2,0,1,1,305668,98492,1,cluster1,no
149149,386883,5,219,326,12836,219,140635,4,9,1,1.79,826,0,12,219,1,6621,8,149,2,0,1,0,305668,312614,1,cluster1,yes
149173,389411,5,219,326,12836,158,15140,5,7,0,1.39,31,0,7,90,0,4374,1,43,1,0,1,1,305668,685151,1,cluster1,no
149178,105319,5,219,326,12836,219,5614,4,9,1,2.48,1339,5.26,3,140,0,11263,1,0,2,0,1,1,305668,95061,1,cluster1,yes
149192,58396,18,129,326,12836,16,18622,4,1,0,1.1,9533,4.96,12,164.52,1,26087,9,9,2,0,1,0,305668,73621,1,cluster1,yes
149200,25817,5,219,326,12836,219,65955,5,9,1,0.69,132,5.78,7,199,0,10032,2,1,2,0,1,0,305668,685151,1,cluster1,yes
149214,230991,32,220,326,12836,103,75691,5,6,0,4.39,2739,3.84,4,71.06,0,8007,4,23,2,2,1,1,305668,685151,1,cluster1,yes
149227,157228,24,216,326,12836,92,117915,4,8,0,4.58,457,5.06,13,139.82,1,6991,2,94,3,0,1,0,305668,685151,1,cluster1,yes
149231,241844,5,219,326,12836,219,4094,2,8,1,2.77,9541,4.23,6,45,0,10426,1,2,1,0,1,1,305668,253513,1,cluster1,no
149245,380239,5,219,326,12836,92,68170,3,11,0,3.14,9541,0,31,74,1,14669,8,19,2,1,1,0,305668,685151,1,cluster1,no
149359,373381,5,219,326,12836,219,116942,4,8,0,4.06,2100,0,1,47,1,8192,4,54,2,0,1,0,305668,685151,1,cluster1,yes
149377,124069,22,92,326,12836,14,43524,4,7,0,1.39,144,5.37,6,129.63,0,4124,4,56,1,1,2,1,305668,685151,1,cluster1,yes
149379,261202,15,55,326,12836,99,124045,3,1,0,4.89,9541,4.88,2,131,1,13292,3,120,2,2,2,0,305668,685151,1,cluster1,no
149390,291,5,219,326,12836,212,107795,3,1,0,2.48,9541,4.68,3,110,0,10800,2,50,4,0,1,1,305668,685151,1,cluster1,no
149393,276028,32,220,326,12836,220,91627,5,7,1,4.41,1403,5.57,34,299.14,0,4427,1,19,2,2,1,1,305668,620002,1,cluster1,no
149434,300403,5,219,326,12836,219,61656,2,6,1,2.71,36,4.26,8,50,0,22903,1,14,2,2,1,0,305668,685151,1,cluster1,yes
149477,243670,5,88,326,12836,100,99806,4,9,1,4.44,9541,5.58,35,265,1,6436,2,56,2,0,1,0,305668,685151,1,cluster1,yes
149485,128710,5,219,326,12836,219,50725,5,9,1,1.79,111,6.05,20,449,0,10032,3,18,2,1,1,1,305668,236093,1,cluster1,no
149528,389441,32,220,326,12836,100,112113,3,8,1,4.48,4149,0,20,114.09,1,12454,4,95,2,0,1,0,305668,654934,1,cluster1,no
149620,228086,5,219,326,12836,219,74792,5,9,1,2.2,366,6.14,35,239,0,5664,8,102,2,2,1,0,305668,658102,1,cluster1,yes
149757,271784,18,129,326,12836,129,137231,5,9,1,4.95,931,6.21,8,349.19,0,16076,6,115,1,0,1,0,305668,685151,1,cluster1,no
149822,367257,14,100,326,12836,219,122582,3,9,1,2.2,1658,0,3,90.32,0,9026,6,52,1,1,2,0,305668,15649,1,cluster1,no
149828,191351,5,219,326,12836,219,61253,2,6,1,0.69,9541,4.5,1,60,0,21967,1,26,2,0,1,1,305668,569003,1,cluster1,no
149831,146759,5,219,326,12836,219,38419,5,8,1,4.19,2565,5.61,28,282,0,8192,2,50,2,0,1,1,305668,51860,1,cluster1,yes
149857,97097,24,216,326,12836,219,104149,4,9,1,4.63,4079,6.21,9,604.86,1,20319,6,179,4,0,1,0,305668,685151,1,cluster1,yes
149896,191383,16,31,326,12836,55,16934,3,5,0,5.63,2714,5.18,8,108.28,1,19392,3,38,2,0,1,1,305668,685151,1,cluster1,no
149937,88073,5,219,326,12836,219,17408,3,9,1,2.94,217,4.78,9,79,0,13202,1,20,2,0,1,0,305668,578980,1,cluster1,yes
149961,194159,5,219,326,12836,219,102545,3,9,0,1.61,607,5.13,2,149,0,18319,1,4,2,0,1,0,305668,203201,1,cluster1,yes
150041,331617,14,100,326,12836,100,25746,3,7,0,3.81,774,4.82,21,330.19,0,15438,2,8,3,0,1,1,305668,685151,1,cluster1,no
150068,352050,18,129,326,12836,129,114961,4,6,0,2.56,9541,0,6,89.88,0,3082,4,64,1,0,1,0,305668,685151,1,cluster1,yes
150090,45972,5,59,326,12836,59,102647,3,5,0,3.5,1260,4.4,12,49,1,21319,1,8,2,0,1,1,305668,212941,1,cluster1,no
150155,353232,11,103,246,7840,205,70213,4,8,1,1.61,331,0,8,82.99,1,18357,4,7,1,0,1,0,305668,685151,1,cluster1,yes
150197,47141,19,219,326,12836,158,1009,5,6,0,4.44,576,5.32,22,214.56,1,18757,3,13,2,1,1,1,305668,635646,1,cluster1,no
150239,2121,15,55,326,12836,215,105643,4,9,1,4.06,4702,5.25,12,179.46,1,12966,3,4,2,0,1,0,305668,685151,1,cluster1,yes
150248,11433,22,92,326,12836,98,39289,5,9,1,4.2,1173,5.09,21,130.42,0,16359,1,34,2,0,1,1,305668,685151,1,cluster1,yes
150259,372673,30,85,326,12836,81,136018,5,6,0,3.58,1530,0,7,102.15,1,1811,1,2,2,0,1,1,305668,685151,1,cluster1,no
150277,59292,5,219,326,12836,219,133689,4,9,1,5.19,2996,5.71,26,151,0,9402,1,13,2,0,1,0,305668,261097,1,cluster1,yes
150283,361174,5,219,326,12836,219,124752,2,7,0,2.2,566,0,20,166,0,15934,8,18,2,0,1,0,305668,548519,1,cluster1,no
150292,199286,5,219,326,12836,219,87766,3,8,1,2.2,67,5.01,37,103,1,20535,1,1,2,0,1,1,305668,71,1,cluster1,yes
150327,51948,5,219,326,12836,219,136880,4,9,1,4.56,4141,5.54,10,127,1,17759,4,10,2,1,1,1,305668,164938,1,cluster1,no
150351,75177,5,219,326,12836,219,59781,5,9,1,4.32,2573,5.8,16,379,1,8192,3,0,1,0,1,0,305668,154144,1,cluster1,yes
150433,95392,5,219,326,12836,219,120678,3,8,1,0.69,132,4.55,1,80,0,7258,1,6,2,0,1,1,305668,290562,1,cluster1,no
150433,95392,5,219,326,12836,219,120678,3,8,1,0.69,132,4.55,1,80,0,7258,1,6,2,0,1,1,305668,290562,1,cluster1,yes
150433,95392,5,219,326,12836,219,33793,4,8,0,2.08,2186,4.6,2,68,1,7258,1,6,2,0,1,1,305668,309628,1,cluster1,no
150433,95392,5,219,326,12836,219,33793,4,8,0,2.08,2186,4.6,2,68,1,7258,1,6,2,0,1,1,305668,309628,1,cluster1,yes
