,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
42583,0,0.291338583,36,0,0.183641975,2591.0,10,0,0,0,2.0
73429,0,0.752573277,34,0,0.249890399,2280.0,5,0,0,0,0.0
111591,0,0.022919207,65,0,1580.0,,9,0,1,0,
39736,0,0.0,71,0,0.003810805,4460.0,7,0,0,0,0.0
54157,0,0.109310837,61,0,0.970284238,4643.0,9,0,2,0,0.0
81387,0,0.698681126,54,0,0.455921361,6408.0,6,0,0,0,0.0
39164,0,0.567234314,38,0,0.271899716,6700.0,6,0,0,0,2.0
6178,0,0.02699775,88,1,0.004497751,2000.0,5,0,0,0,0.0
16437,0,0.063402711,84,0,25.0,,2,0,0,0,0.0
59672,0,0.620422447,42,0,148.0,,1,0,0,0,0.0
81104,0,0.049254987,59,0,439.0,,5,0,1,0,0.0
18647,0,0.128989251,57,0,2367.0,,5,0,1,0,0.0
45062,0,0.0289971,72,0,8.0,,1,0,0,0,0.0
59990,0,0.35428044,33,0,0.156021207,3960.0,5,0,0,0,1.0
85714,0,0.006905371,76,0,0.136931534,2000.0,3,0,0,0,0.0
62019,0,0.034544724,41,0,0.402190923,3833.0,14,0,1,0,0.0
63580,0,0.078757114,36,2,0.140642303,2708.0,3,0,0,0,0.0
128809,0,0.228607579,62,0,0.299140172,5000.0,9,0,1,0,3.0
84289,0,0.018494464,44,0,0.349331505,8750.0,7,0,2,0,3.0
105087,0,0.0,64,1,0.168319307,12000.0,6,0,2,0,0.0
45630,0,0.692126094,32,1,518.0,0.0,5,1,0,1,0.0
81433,0,0.035284421,75,0,0.123554632,7696.0,14,0,1,0,0.0
132384,0,0.021935616,39,0,0.01764187,3400.0,9,0,0,0,0.0
109687,0,0.03790024,42,0,0.268098295,4516.0,6,0,0,0,0.0
115423,0,0.0,36,0,0.031786395,6291.0,4,0,0,0,0.0
65425,0,0.78235699,37,0,0.440937009,7000.0,6,0,1,0,4.0
64099,0,0.176776695,39,0,0.647600446,3583.0,12,0,2,0,0.0
118917,0,0.377635489,53,0,0.406624979,11833.0,10,0,2,0,2.0
95626,0,0.087436892,82,0,0.01371619,7800.0,2,0,0,0,0.0
129175,0,0.769007248,70,0,0.556475125,10632.0,16,0,3,0,0.0
92983,0,0.340432978,53,0,0.318719354,3466.0,5,0,0,0,2.0
17560,0,0.543456543,52,0,0.023190724,2500.0,2,0,0,0,0.0
83490,0,0.421915617,37,0,0.219651528,3500.0,7,0,0,0,0.0
97463,0,0.319595565,48,0,0.58607714,3188.0,22,0,1,0,0.0
136996,0,0.166946401,71,0,0.190553281,10500.0,14,0,2,0,0.0
56444,0,0.290349525,65,0,0.327067293,10000.0,14,0,2,0,0.0
88090,0,0.453380178,33,0,0.671923209,2916.0,8,0,1,0,1.0
58240,0,2.071856287,32,1,0.093953023,2000.0,2,1,0,0,0.0
60408,0,0.068395372,51,0,0.329719311,8300.0,9,0,1,0,3.0
15868,0,0.85158117,58,1,0.512898131,7597.0,12,0,1,0,0.0
7051,0,0.959178872,40,0,3061.0,,5,0,1,0,2.0
57427,0,0.001428503,40,0,0.196967172,6000.0,3,0,1,0,0.0
33178,0,0.150746574,76,1,0.540272986,6666.0,16,0,2,0,0.0
35234,0,0.006357292,58,0,1748.0,,11,0,1,0,0.0
90580,0,0.029731825,35,0,405.0,,6,0,0,0,
118975,0,0.12409277,67,0,1449.0,,10,0,1,0,0.0
59388,0,0.287258479,67,1,0.166666667,947.0,8,0,0,0,0.0
65122,0,0.075381244,48,0,0.438559322,5191.0,10,0,1,0,2.0
47766,0,0.0,58,0,2.776223776,1000.0,14,0,1,0,0.0
3923,0,0.069596477,66,0,0.180364567,9380.0,13,0,0,0,1.0
42437,0,0.35802918,46,0,0.738380652,4754.0,9,0,1,0,2.0
8123,0,0.96083696,45,2,2.065173116,981.0,10,0,2,0,1.0
33221,0,0.037245123,57,0,0.382179758,9000.0,4,0,2,0,0.0
124101,0,0.22241798,83,0,0.210679869,11310.0,7,0,2,0,0.0
127641,0,0.00973921,63,0,0.128983877,5333.0,10,0,1,0,0.0
48327,1,0.855119207,49,3,0.578442312,4480.0,11,0,1,1,3.0
55168,0,0.12895968,47,0,0.497960163,4166.0,6,0,2,0,2.0
71654,0,0.375423103,55,2,0.139119336,4700.0,5,0,0,1,0.0
146601,0,0.249598286,36,0,0.093339375,2206.0,3,0,0,0,0.0
11120,0,0.403155011,67,1,0.188452887,4000.0,4,0,0,0,1.0
140426,0,0.0,85,0,0.0,,9,0,0,0,0.0
75099,0,0.006688415,53,0,0.169143018,14200.0,10,0,1,0,1.0
12779,0,0.446787879,40,2,1.019592163,2500.0,7,0,1,0,0.0
40217,0,0.499017682,22,1,0.11898017,6000.0,17,0,0,0,0.0
121030,0,0.002549873,83,0,1.0,,2,0,0,0,0.0
19908,0,0.595099242,63,1,0.495503714,23018.0,18,0,4,0,2.0
109435,0,0.076675641,59,0,3221.0,,4,0,1,0,
137578,0,0.685410486,36,0,0.571857036,4000.0,3,0,1,0,2.0
85424,0,0.048015,59,1,0.263739891,6058.0,10,0,1,0,0.0
4627,0,0.503970199,41,0,0.761094545,5700.0,17,0,2,0,1.0
7934,0,0.0,52,0,0.312794931,7416.0,7,0,1,0,0.0
132190,0,0.767386426,43,0,0.331383431,20000.0,22,0,2,0,2.0
11370,0,0.0,64,0,0.001199815,10834.0,3,0,0,0,1.0
27364,1,0.422219711,46,0,1.349174386,4965.0,10,0,5,0,2.0
129030,0,0.316557167,49,0,0.148770246,5000.0,20,0,0,0,0.0
114980,0,0.26101017,61,0,0.352448169,4533.0,8,0,1,0,1.0
45072,0,0.0,40,0,0.226477249,4856.0,3,0,0,0,2.0
3764,0,0.549813396,76,0,0.725691347,2241.0,9,0,2,0,1.0
60698,0,0.171204122,62,0,284.0,,7,0,0,0,
147870,0,0.063162606,61,0,0.203898051,2000.0,7,0,1,0,0.0
78122,0,0.863997739,33,0,0.351298574,5120.0,10,0,1,0,0.0
14021,0,0.014883963,86,0,22.0,,3,0,0,0,0.0
79108,0,0.100771018,29,0,0.255773871,2900.0,7,0,0,0,0.0
148043,1,0.9999999,37,0,0.061953223,5600.0,3,0,0,1,2.0
91608,0,0.014999643,78,0,0.049081985,5500.0,5,0,1,0,0.0
1118,0,0.099190841,57,0,0.604398743,3500.0,9,0,2,0,0.0
2318,1,0.016814976,43,1,0.029509816,8098.0,6,0,0,1,0.0
25440,0,0.653334167,45,1,0.460019114,9416.0,17,0,2,0,2.0
101495,1,0.9999999,53,6,2462.0,,4,2,1,1,0.0
113063,0,0.046224553,45,0,1.203118752,2500.0,6,0,1,0,0.0
47048,0,0.003088144,51,0,0.490007994,1250.0,12,0,1,0,0.0
123729,0,0.038809605,45,0,0.156129826,6500.0,13,0,1,0,3.0
74221,0,0.502886917,40,1,0.199980954,10500.0,10,0,2,1,2.0
140107,0,0.119879935,49,0,3560.0,,10,0,1,0,2.0
88045,0,0.328605539,64,0,0.146809927,10516.0,10,0,1,0,0.0
146019,0,0.023835683,32,0,0.366175801,6586.0,9,0,1,0,3.0
50277,0,0.02650181,59,0,0.095588662,17250.0,10,0,1,0,1.0
104793,0,0.168734938,47,0,0.086142802,7800.0,4,0,1,0,2.0
114454,0,0.066694444,49,0,0.159035891,9500.0,8,0,2,0,3.0
73169,0,0.222013905,60,0,0.135113904,5091.0,7,0,1,1,0.0
90038,0,0.148955238,46,0,0.786346758,3500.0,10,0,1,0,2.0
135439,0,0.0,67,0,0.247801759,1250.0,12,0,1,0,0.0
136830,0,0.060024352,80,0,0.168655272,3100.0,4,0,1,0,0.0
138441,0,0.143775445,29,0,0.192967839,6000.0,6,0,2,0,2.0
44152,0,0.872170439,50,0,0.070505001,8197.0,3,2,0,0,1.0
35870,0,0.053156821,53,0,0.460692413,8000.0,24,0,1,0,2.0
140806,0,0.004888825,70,0,0.001896225,5800.0,7,0,0,0,0.0
102128,0,0.056147193,76,0,0.39833449,1440.0,3,0,2,0,1.0
35717,0,0.542998822,39,0,4182.0,,8,0,2,0,1.0
126453,0,0.023854727,29,1,0.103737033,8000.0,10,0,0,0,1.0
148989,0,0.154093495,48,0,0.32807156,3800.0,9,0,0,0,0.0
118994,0,0.03876721,52,3,0.285255266,2800.0,10,0,1,1,1.0
19837,0,0.00641252,78,0,0.001874609,4800.0,8,0,0,0,0.0
31769,0,0.0169983,39,0,0.000531858,9400.0,8,0,0,0,1.0
70034,0,0.968386023,37,0,0.003624733,4689.0,2,0,0,0,1.0
132494,0,0.601479704,27,1,0.059984004,3750.0,8,0,0,0,0.0
75767,0,0.32813523,63,0,703.0,,6,0,1,0,0.0
53352,0,0.756949933,60,0,0.4223533,9832.0,12,0,2,0,1.0
123171,0,0.0,69,0,0.0,2651.0,8,0,0,0,0.0
137754,0,0.014460903,80,0,0.002999,3000.0,6,0,0,0,0.0
111079,0,0.460310794,40,0,0.302101576,2283.0,3,0,0,0,0.0
65818,0,0.017832073,60,0,0.00489716,4083.0,5,0,0,0,0.0
80274,0,0.0,90,0,0.0,,5,0,0,0,0.0
34781,0,0.05958521,70,0,2937.0,,6,0,1,0,0.0
49388,0,0.9999999,49,0,13.0,,0,0,0,0,0.0
112910,0,0.023236231,69,0,0.031210986,800.0,3,0,0,0,0.0
103053,0,0.069258752,69,0,0.340276621,6000.0,8,0,1,0,0.0
120655,0,0.068514459,55,0,3216.0,,17,0,3,0,0.0
58140,0,0.054701871,70,0,0.121345489,3180.0,6,0,1,0,0.0
35480,0,0.030152848,52,0,0.370662631,9250.0,8,0,2,0,1.0
138221,0,0.458134434,48,0,3715.0,,6,0,1,0,
70812,0,0.662365712,59,0,0.54434364,5400.0,8,0,1,0,0.0
36208,0,0.054071164,68,0,3414.0,,11,0,1,1,0.0
55700,0,0.911087306,67,0,0.050649783,3000.0,4,0,0,0,1.0
129715,0,0.0,45,0,834.0,,5,0,0,0,0.0
310,0,0.948762809,27,0,0.144948404,4166.0,5,0,0,0,0.0
101876,0,0.071709164,74,0,296.0,,6,0,0,0,0.0
53158,0,0.411216417,66,0,0.357312424,13900.0,16,0,1,0,1.0
132755,0,0.049142356,56,2,4550.0,,12,0,3,0,0.0
92067,0,0.142665932,41,0,3201.0,,8,0,1,0,0.0
88441,0,0.003707729,83,0,0.272034302,2098.0,16,0,1,0,0.0
11760,0,0.423109033,49,0,0.825634873,5000.0,9,0,3,0,1.0
135108,0,0.443357716,46,0,3982.0,,5,0,1,0,
10503,0,0.017598827,39,0,0.002429712,2880.0,2,0,0,0,0.0
48280,0,0.0,28,0,0.07748063,4000.0,3,0,0,0,0.0
24197,0,0.039858204,43,0,0.534659621,3216.0,9,0,1,0,3.0
112587,0,0.035400534,61,1,0.055773098,9448.0,15,0,0,0,0.0
59041,1,0.9999999,55,0,0.099950025,2000.0,1,0,0,0,1.0
132610,0,0.255332636,29,0,0.304673832,4000.0,12,0,0,0,0.0
65114,0,0.0,79,0,0.0,,4,0,0,0,
101722,0,0.12034384,68,0,1451.0,,8,0,2,0,0.0
3926,0,0.23784933,73,3,0.661387089,4166.0,19,0,1,0,1.0
137677,0,0.0,44,0,0.477055884,2200.0,6,0,1,0,0.0
13318,0,0.019049524,68,0,660.0,,4,0,1,0,
42857,0,0.00059996,91,0,0.0,,4,0,0,0,
102971,0,0.426704886,60,0,1.070288017,6700.0,5,0,3,0,0.0
54556,0,0.9999999,36,2,0.387808975,4166.0,3,1,1,0,2.0
1302,0,0.176443529,67,0,0.182522829,9417.0,15,0,2,0,0.0
133562,0,0.021405174,76,0,0.681030213,8075.0,12,0,3,0,1.0
4345,0,0.9999999,59,0,0.0,5300.0,1,0,0,0,0.0
134478,0,0.51429977,58,0,0.962129734,8000.0,16,0,4,0,0.0
103108,0,0.050911364,65,0,0.189101362,8000.0,10,0,1,0,0.0
72563,0,0.258155201,32,2,0.579613591,1500.0,9,0,0,1,0.0
34083,0,0.062443873,52,0,0.396978778,16350.0,23,0,3,0,4.0
90531,0,0.123697218,49,0,0.443961353,6209.0,21,0,3,0,1.0
41560,0,0.475001724,47,0,0.157054018,8200.0,3,0,0,0,2.0
93011,0,0.161742314,78,0,0.089535262,6153.0,20,0,0,0,0.0
7455,0,0.018085198,37,0,0.489251075,10000.0,5,0,1,0,1.0
98726,1,0.9999999,41,0,0.071061875,3700.0,1,0,0,0,2.0
126808,0,0.033506275,68,0,0.515835141,2304.0,6,0,1,0,1.0
61186,0,0.047027483,62,0,1558.0,,10,0,1,0,0.0
140919,0,0.185477308,45,0,2053.0,,6,0,1,0,0.0
9599,0,0.078057621,60,1,1001.0,,6,0,1,0,1.0
20423,0,0.064724223,58,0,3058.0,,6,0,2,0,
50929,0,0.810693069,60,3,0.185409209,8100.0,7,0,0,1,5.0
72452,0,0.032011841,65,0,0.352017937,2675.0,15,0,1,0,0.0
48091,0,0.021409246,87,0,5.0,,1,0,0,0,
60167,0,0.827300931,37,0,0.109156337,2500.0,2,0,0,0,4.0
34780,0,0.026228073,50,0,12018.0,0.0,16,0,3,0,0.0
146743,0,0.018262249,50,0,2.575424575,1000.0,23,0,1,0,3.0
70809,0,0.04057729,77,0,0.022790884,2500.0,13,0,0,0,0.0
11702,0,0.048937911,61,0,0.00959808,5000.0,2,0,0,0,0.0
61479,0,0.292480695,33,0,0.596788852,3300.0,14,0,1,0,0.0
64807,0,0.01193428,43,3,0.379969419,5231.0,15,0,2,0,3.0
135639,0,0.983350416,72,0,0.311530555,5350.0,5,0,0,0,0.0
114133,0,0.073386169,37,0,0.994594595,1664.0,10,0,1,0,3.0
98199,0,0.0,48,0,0.295136576,1500.0,6,0,0,0,0.0
110238,0,0.043491239,61,0,1709.0,,5,0,1,0,0.0
110641,0,0.765646871,30,0,0.164279183,3280.0,2,0,0,0,0.0
85495,0,1.124250583,60,2,0.350768971,11833.0,20,0,1,0,0.0
121454,0,0.9999999,23,0,0.069936421,1100.0,1,0,0,0,0.0
127944,0,1.267017049,33,1,1.353039134,1200.0,8,0,1,0,1.0
28500,0,0.00576584,63,0,0.10336208,8000.0,8,0,1,0,1.0
11507,1,1.122503329,34,2,1.800498753,400.0,3,1,0,2,1.0
17776,0,0.014465702,57,0,0.374583426,4500.0,6,0,1,0,0.0
72526,0,0.204535496,44,1,0.237021038,12500.0,13,0,1,0,0.0
30014,0,0.063898403,47,1,0.120575885,5000.0,11,0,0,0,1.0
77517,0,0.019196548,73,0,0.246989321,4400.0,10,0,1,0,0.0
103114,0,0.044779104,51,0,1547.0,,7,0,1,0,
102852,0,0.714245136,59,0,0.288058571,3960.0,3,0,1,0,0.0
130808,0,0.0,57,0,3464.0,,18,0,1,0,0.0
114646,0,0.228305823,51,0,0.317894495,8700.0,12,0,2,0,2.0
80845,0,0.010979544,56,0,0.003237787,10500.0,10,0,0,0,0.0
141801,0,0.013681196,50,0,0.155712841,8900.0,4,0,0,0,2.0
16725,0,0.174269032,28,0,0.06703107,3475.0,3,0,0,0,0.0
35745,0,0.426032638,40,1,0.43262575,4333.0,11,1,2,1,2.0
108049,0,0.82380777,48,0,0.853731343,8709.0,16,0,2,0,3.0
75471,0,0.010566314,62,0,2198.0,,9,0,1,0,0.0
28912,0,0.05941906,64,0,0.321659536,10050.0,7,0,1,0,0.0
11328,0,0.012082614,50,0,0.431268749,5666.0,8,0,1,0,0.0
144502,0,0.617285342,64,0,2119.0,,13,0,0,0,4.0
21630,0,0.019371763,92,0,0.002777469,9000.0,5,0,0,0,0.0
38068,1,0.147487709,36,1,0.369691923,1200.0,5,0,0,0,2.0
37939,0,0.488016253,53,0,0.340373012,14583.0,9,0,3,0,0.0
73015,0,0.772164011,40,0,0.315736853,5000.0,7,0,0,0,3.0
27410,0,0.032712403,79,0,2.0,,1,0,0,0,
133716,0,0.008882956,74,1,0.090378198,3595.0,17,0,0,0,0.0
113078,0,0.9999999,37,0,0.338189921,11667.0,5,0,2,0,2.0
56776,0,0.000449978,34,0,0.715778474,5741.0,9,0,2,0,1.0
103217,0,0.753346515,52,0,0.265455757,6000.0,6,0,0,0,1.0
112314,0,0.026305669,29,0,0.01996008,500.0,3,0,0,0,0.0
101705,0,0.284412716,38,0,0.711885815,7916.0,9,0,2,0,1.0
36745,0,0.17324541,56,0,0.556589803,4726.0,15,0,2,0,0.0
121457,0,0.416218583,55,0,0.208575621,18400.0,8,0,3,0,3.0
14983,0,0.064113876,30,0,0.248267898,1731.0,6,0,0,0,0.0
99676,0,0.006153609,56,0,0.383800953,5666.0,10,0,2,0,0.0
80527,0,0.060645235,53,1,0.441955193,5400.0,12,0,1,0,2.0
98336,0,0.404293274,48,1,81.18811881,100.0,20,0,2,0,0.0
6552,0,0.847757783,34,0,0.097468771,6083.0,9,0,0,0,0.0
5107,0,0.270500713,46,0,0.421957804,10000.0,11,0,3,0,0.0
67796,0,0.120643968,33,0,0.574794716,2800.0,4,0,2,0,0.0
105086,0,0.838434337,26,0,0.167029289,5974.0,10,0,0,0,3.0
43757,0,0.081538198,61,0,0.528384279,2518.0,8,0,1,0,0.0
6451,0,0.612269387,67,0,0.254668431,6800.0,5,0,1,0,0.0
14890,0,0.893511423,45,0,0.399935373,9283.0,5,0,2,0,2.0
124702,1,0.9999999,39,0,0.597756896,3298.0,1,1,1,0,2.0
94100,0,0.014597888,30,0,0.528494301,3333.0,16,0,1,0,0.0
124390,1,0.220498724,60,2,0.384769205,6000.0,9,0,2,0,0.0
90167,0,0.092801863,85,1,40.0,,4,0,0,0,0.0
59731,0,0.506807954,48,1,0.611100694,5332.0,16,0,1,0,1.0
4603,0,0.031640597,70,0,0.307709398,4500.0,9,1,2,0,1.0
65820,0,0.0,24,0,0.0,,3,0,0,0,0.0
35012,0,0.006100109,58,0,0.004585653,3052.0,4,0,0,0,0.0
124722,0,0.340303549,44,0,0.258015433,9200.0,10,0,1,0,3.0
10828,0,0.008113234,64,0,649.0,,14,0,0,0,0.0
8314,0,0.132442505,29,0,0.100130719,3824.0,5,0,0,0,0.0
66933,0,0.0,26,0,0.238521837,6250.0,5,0,1,0,0.0
41687,0,0.294331405,46,0,0.517337383,3950.0,11,0,0,0,3.0
132389,0,0.096976268,73,0,0.395356337,3100.0,7,0,1,0,0.0
16656,1,0.353858457,50,0,0.938530735,2000.0,5,0,1,0,1.0
5014,0,0.702287049,72,0,0.264388489,6671.0,14,0,0,0,0.0
9826,0,0.442936009,52,0,0.321512264,6400.0,8,0,1,0,0.0
77178,0,0.170127693,52,0,2033.0,,14,0,1,0,
37735,0,0.427206925,61,0,0.353084911,1636.0,4,0,0,0,0.0
4365,0,0.878854857,47,0,0.598022694,8900.0,17,0,2,0,0.0
22300,0,0.226256926,51,1,1.817260203,3846.0,12,0,5,0,4.0
131854,0,0.004949553,67,0,0.143285571,3000.0,9,0,0,0,0.0
9453,0,0.259527035,57,0,0.336941093,5635.0,13,0,1,0,0.0
104911,0,0.141799029,75,0,0.401530612,1959.0,6,0,1,0,0.0
89746,0,0.60138921,69,0,0.631232733,7600.0,9,0,1,0,0.0
35598,0,0.019966722,39,0,0.329037992,4500.0,6,0,1,0,0.0
104288,0,0.05002794,61,0,0.318025617,3200.0,7,0,1,0,0.0
132843,1,0.578931421,91,0,0.297576194,4166.0,4,4,0,1,1.0
110866,0,0.677588675,37,0,0.345236787,9100.0,5,0,1,1,3.0
23088,0,0.11157084,63,0,0.41583819,5833.0,16,0,2,0,0.0
103571,0,0.817445958,32,1,0.154959221,3800.0,5,0,0,0,0.0
93125,0,0.096223974,50,0,0.143542583,2500.0,12,0,0,0,0.0
39463,0,0.447489667,72,0,0.938812238,1666.0,5,0,0,0,0.0
101538,0,0.008353164,40,0,0.065586883,5000.0,5,0,0,0,2.0
85859,0,0.183816184,46,0,14.0,,1,0,0,0,0.0
115518,0,0.128537071,70,0,0.208965361,8833.0,13,0,1,0,0.0
104764,0,0.574890027,55,0,0.384903205,6146.0,9,0,1,0,1.0
62885,1,0.9999999,48,0,0.069254129,13500.0,2,0,0,0,0.0
122331,0,0.08799648,53,0,66.0,,8,0,0,0,0.0
97877,0,0.9999999,73,0,0.043563649,5600.0,3,0,1,0,0.0
85303,0,0.550006439,51,0,2304.0,,17,0,0,0,0.0
112615,0,0.6209485,51,0,0.571685663,5000.0,14,0,2,0,0.0
47518,0,0.839916961,57,0,0.5376138,4173.0,6,0,0,0,2.0
68043,0,0.277682774,66,0,0.120631342,12417.0,10,0,1,0,0.0
13532,0,0.622465666,58,0,2962.0,,7,0,1,0,0.0
45036,0,0.65391976,56,0,0.432160194,8239.0,11,0,2,0,0.0
110432,0,0.419105393,47,0,0.398211118,13527.0,13,0,3,0,2.0
138130,0,0.14914181,53,1,1825.0,,7,0,2,0,0.0
94064,0,0.004771292,39,0,0.385153712,4000.0,4,0,2,0,0.0
132687,0,0.506594638,50,0,0.355079395,5226.0,11,0,1,0,2.0
87555,1,0.9999999,37,0,0.085646888,5510.0,2,0,0,0,1.0
131976,0,0.9999999,44,4,0.371946153,6016.0,8,0,1,0,1.0
5987,0,0.162953761,50,0,0.314114314,6000.0,12,0,2,0,2.0
98723,1,0.070651144,58,0,0.35995702,5583.0,7,0,1,0,0.0
99238,0,0.001097093,43,0,0.29613407,5250.0,8,0,1,0,0.0
72030,0,0.001607071,73,0,0.001472483,5432.0,4,0,0,0,0.0
33027,0,0.000654749,47,0,0.0,,5,0,0,0,
128934,0,0.361067466,70,1,0.828207847,6600.0,19,0,2,0,2.0
108592,1,0.9999999,40,1,0.02349979,2382.0,0,1,0,0,2.0
68456,0,0.426001444,57,0,0.366962025,7899.0,6,0,1,0,0.0
95353,0,0.57685992,46,0,0.512050046,9750.0,17,0,2,0,2.0
63144,0,0.0,31,0,2692.0,,6,0,1,0,1.0
75468,0,0.009193011,36,0,0.30394493,3776.0,9,0,2,0,0.0
10341,0,0.220718472,53,0,0.68705036,1945.0,9,0,1,0,0.0
148929,0,0.434003416,63,0,0.458643883,5500.0,12,0,2,0,0.0
142368,0,0.370627566,49,0,0.207368764,9200.0,12,0,2,0,2.0
122509,0,0.042096867,55,0,0.369299802,9582.0,7,0,2,0,1.0
132455,0,0.024284064,68,0,0.300565771,4241.0,16,0,1,0,0.0
122720,0,0.012504837,80,0,0.368252699,2500.0,13,0,1,0,2.0
94040,0,0.510627952,45,0,0.524934383,5333.0,20,0,1,0,0.0
90798,0,0.019472087,73,0,87.0,,12,0,0,0,0.0
97823,0,0.01696817,66,0,3409.0,,10,0,4,0,0.0
50080,1,0.288878763,39,2,0.483379798,9325.0,18,0,3,0,2.0
81055,0,0.17279961,59,0,4686.0,,6,0,3,0,2.0
43911,1,0.778702163,49,1,0.06572457,7500.0,4,1,0,1,0.0
80468,0,0.98920216,39,1,0.406918616,5000.0,6,0,1,0,2.0
101742,0,0.0,28,0,162.0,,10,0,0,0,0.0
89020,0,0.175895603,57,0,0.128556736,2916.0,7,0,0,0,0.0
64978,0,0.797747015,73,0,1.015475313,2713.0,14,0,1,0,0.0
57512,0,0.669708356,51,1,0.354309008,17416.0,11,0,3,0,0.0
116024,0,0.119371078,39,0,0.020391843,2500.0,4,0,0,0,0.0
97811,0,0.00249975,81,0,0.0,2500.0,7,0,0,0,0.0
108107,0,0.028259334,76,0,15.0,,2,0,0,0,0.0
108894,0,0.758843433,70,0,171.0,,3,0,0,0,0.0
67293,1,0.237140558,79,0,0.225836217,4334.0,7,0,1,0,0.0
44108,0,0.742219053,51,0,0.562538863,20906.0,14,0,3,0,2.0
53474,0,0.189110613,59,0,1928.0,,14,0,0,0,0.0
11831,0,0.018174546,64,0,0.016786571,1250.0,6,0,0,0,0.0
93770,0,0.019047818,66,0,0.016196761,5000.0,17,0,0,0,0.0
82680,0,0.05790444,43,0,0.24671916,8000.0,8,0,2,0,2.0
80948,0,0.310186436,46,0,0.473063973,1781.0,6,0,0,0,0.0
38147,0,0.017744471,47,0,1.563614744,840.0,13,0,2,0,0.0
75231,0,0.680463907,47,2,0.260028653,5583.0,7,0,1,2,0.0
134977,0,0.181590943,39,1,0.91720414,6666.0,12,0,4,0,1.0
35487,0,0.9999999,39,0,3061.0,,7,0,2,0,0.0
66457,0,0.100691492,58,0,0.084243659,5400.0,12,0,0,0,1.0
73851,0,0.401426993,61,0,0.361048429,5760.0,10,0,2,1,0.0
94119,0,0.002299393,71,0,0.186511543,5500.0,3,0,1,0,0.0
4041,0,0.284543091,44,0,0.38861629,4075.0,6,0,1,0,0.0
124354,0,0.182204139,71,0,0.389128559,3476.0,14,0,1,0,0.0
118704,0,0.446655334,46,0,0.266933267,4000.0,9,0,0,0,1.0
16648,0,0.032011633,65,0,0.320135973,5000.0,11,0,0,0,0.0
78987,0,0.248750052,38,0,0.134027621,8833.0,9,0,0,0,0.0
100352,0,0.312576701,31,0,0.33365019,7363.0,7,0,0,0,2.0
12053,0,0.009142204,56,0,0.405172414,4175.0,8,0,1,0,0.0
56038,0,0.050748791,68,0,1.879624075,5000.0,10,0,3,0,0.0
23601,0,0.000368262,37,0,0.093687518,3500.0,7,0,0,0,0.0
98697,0,0.065124865,29,0,458.0,,3,0,0,0,0.0
5526,0,0.853229105,52,1,0.796456473,7167.0,21,0,3,0,0.0
115982,0,0.211542151,48,1,0.712920354,2824.0,12,0,2,0,2.0
115494,0,0.647713905,63,0,0.190271571,5817.0,3,0,1,0,0.0
17490,0,0.344638653,57,0,0.217852143,15000.0,10,0,2,0,1.0
81411,0,0.517276658,29,0,0.161769161,3300.0,4,0,0,0,0.0
105538,0,0.518155203,39,0,0.218270124,14000.0,10,0,1,0,3.0
143946,0,0.006483401,62,0,0.169885305,10200.0,10,0,2,0,0.0
80651,0,0.0,40,0,0.244215938,3500.0,7,0,0,0,0.0
109689,0,0.158455393,50,0,737.0,,3,0,0,0,0.0
125269,0,0.250649957,31,0,0.137072585,3333.0,3,0,0,0,0.0
106937,0,0.087731132,63,0,0.738612587,6212.0,16,0,3,0,0.0
55426,0,0.310480518,54,1,0.239668197,6750.0,5,0,1,0,1.0
58345,0,0.024614438,57,0,0.249953849,10833.0,10,0,2,0,0.0
89876,0,0.943522007,56,0,0.471747234,16900.0,11,0,3,0,3.0
184,0,0.184986787,55,4,3144.0,,11,0,1,0,0.0
21238,0,0.2042922,51,0,548.0,0.0,10,0,0,0,0.0
148848,0,0.452043945,51,0,0.929395478,4333.0,26,0,2,0,2.0
56729,0,0.575052451,70,2,0.27410004,7416.0,10,0,1,0,0.0
89109,0,0.890712311,43,0,0.160382775,5224.0,3,0,0,0,0.0
67809,0,0.9999999,52,0,0.222052067,1958.0,1,1,0,0,0.0
35868,0,0.016499313,82,0,0.384323135,5000.0,4,0,1,0,1.0
53041,1,0.9999999,36,0,0.167708073,4000.0,1,4,0,0,0.0
147787,0,0.306885844,51,0,0.294388512,12812.0,10,0,1,0,1.0
62423,0,0.380429317,54,0,1.092814784,7250.0,15,0,3,0,1.0
33939,0,0.348712805,26,0,0.450849717,3000.0,9,0,0,0,0.0
96026,0,0.051699755,67,0,1076.0,,9,0,0,0,0.0
79607,0,0.662972015,46,1,0.179934294,3956.0,4,0,0,0,0.0
32369,0,0.193583737,29,0,0.055712694,11666.0,6,0,0,0,0.0
82165,0,0.071740778,70,0,0.015184631,8692.0,7,0,0,0,1.0
75373,0,0.037398408,60,0,0.118500963,6750.0,10,0,0,0,0.0
57581,0,0.392692031,57,1,0.492522094,5883.0,11,0,1,0,1.0
29216,0,0.83400664,36,0,0.332916704,11200.0,8,0,2,0,0.0
14610,0,0.346955101,46,0,1982.5,1.0,4,0,1,0,2.0
62403,0,0.022572097,66,0,0.119286704,5775.0,10,0,0,0,1.0
