"id","Instance_number","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Cluster","SeriousDlqin2yrs"
3023,3022,0.058346,62,0,0.01669,"9166",6,0,0,0,"0","cluster0","n"
3024,3023,0.996401,41,0,0.228489,"9750",5,0,1,0,"3","cluster0","n"
3025,3024,0.637834,40,0,1260,"?",9,0,2,0,"0","cluster0","n"
3026,3025,0.929869,46,3,0.580887,"7083",12,1,2,1,"1","cluster0","y"
3027,3026,0.018858,66,0,0.094403,"7700",16,0,0,0,"0","cluster0","n"
3028,3027,0.088614,62,0,0.125719,"4000",11,0,0,0,"0","cluster0","n"
3029,3028,0.056265,47,0,0.260213,"7808",5,0,1,0,"3","cluster0","n"
3030,3029,0.010497,49,0,0.00025,"4000",1,0,0,0,"2","cluster0","n"
3031,3030,0.055731,43,0,0.788177,"2029",24,0,1,0,"1","cluster0","n"
3032,3031,0.250643,40,1,0.49115,"2711",5,0,2,0,"1","cluster0","n"
3033,3032,0,50,0,0.37059,"9125",9,0,2,0,"0","cluster0","n"
3034,3033,0.921459,38,0,0.712747,"2878",8,0,1,0,"0","cluster0","n"
3035,3034,0.433113,54,0,0.619451,"9325",17,0,2,0,"1","cluster0","n"
3036,3035,0.612999,63,0,308,"?",1,0,0,0,"0","cluster0","n"
3037,3036,0.072348,71,0,0.012199,"10000",4,0,0,0,"0","cluster0","n"
3038,3037,0.288318,68,0,0.084604,"2032",8,0,0,0,"0","cluster0","n"
3039,3038,0.289584,59,0,0.545114,"4000",22,0,1,0,"2","cluster0","n"
3040,3039,1,29,0,0.049146,"2400",3,1,0,0,"0","cluster0","y"
3041,3040,0,23,0,0,"0",2,0,0,0,"0","cluster0","n"
3042,3041,0.207266,49,0,0.226238,"4260",5,0,1,0,"1","cluster0","n"
3043,3042,0.009395,61,1,1744,"?",11,0,1,0,"0","cluster0","n"
3044,3043,0.168745,69,1,0.248408,"8795",16,0,2,0,"0","cluster0","n"
3045,3044,1,43,0,0.004163,"1200",0,0,0,0,"0","cluster0","n"
3046,3045,0.027051,78,0,0.075494,"12000",7,0,1,0,"1","cluster0","n"
3047,3046,0,34,1,0.92122,"5800",6,0,4,0,"0","cluster0","n"
3048,3047,0.464399,38,0,0.168366,"5000",3,0,0,0,"0","cluster0","n"
3049,3048,0,72,0,0.056592,"9594",5,0,1,0,"0","cluster0","n"
3050,3049,0.129694,60,0,0.425596,"6000",7,0,1,0,"0","cluster0","n"
3051,3050,0.009608,70,0,0.083436,"4050",9,0,0,0,"1","cluster0","n"
3052,3051,0.123953,54,2,0.969926,"13100",24,0,6,0,"4","cluster0","y"
3053,3052,0.001412,57,0,0.039797,"15000",10,0,0,0,"1","cluster0","n"
3054,3053,0.214399,53,1,0.048359,"11000",10,0,0,0,"0","cluster0","n"
3055,3054,1,40,0,0,"?",4,0,0,0,"0","cluster0","n"
3056,3055,0.114583,34,0,0.568369,"4621",7,0,1,0,"0","cluster0","y"
3057,3056,0.138077,55,0,0.261372,"3890",12,0,0,0,"0","cluster0","n"
3058,3057,0.032092,73,0,2448,"?",11,0,2,0,"0","cluster0","n"
3059,3058,0.056748,32,1,0.856536,"4000",10,1,1,1,"0","cluster0","n"
3060,3059,0.354783,69,0,487,"?",8,0,0,0,"0","cluster0","n"
3061,3060,0.078344,52,0,0.52929,"9695",11,0,3,0,"1","cluster0","n"
3062,3061,1,34,0,1.115169,"3750",2,0,1,0,"0","cluster0","n"
3063,3062,0.587536,44,0,0.435224,"6398",10,0,0,0,"3","cluster0","n"
3064,3063,0.017272,67,0,1776,"?",4,0,1,0,"0","cluster0","n"
3065,3064,0,24,0,0.173375,"3800",8,1,0,0,"0","cluster0","n"
3066,3065,0,62,0,16,"?",13,0,0,0,"0","cluster0","n"
3067,3066,0.429077,47,0,0.455774,"3108",4,0,0,0,"0","cluster0","n"
3068,3067,0.265656,36,0,0.237818,"2400",4,0,0,0,"0","cluster0","n"
3069,3068,0.635565,67,3,0.339445,"10416",11,0,2,2,"0","cluster0","n"
3070,3069,0.119208,38,0,0.29616,"1900",3,0,0,0,"1","cluster0","n"
3071,3070,0.004636,61,1,6,"?",9,0,0,0,"0","cluster0","n"
3072,3071,0.667021,39,0,0.60845,"9916",19,0,2,0,"3","cluster0","n"
3073,3072,0.071471,41,0,0.379172,"6500",5,0,2,0,"3","cluster0","n"
3074,3073,0.080018,63,0,0.285464,"16001",13,0,3,0,"1","cluster0","n"
3075,3074,0.856053,63,1,0.185617,"12875",20,0,1,0,"0","cluster0","n"
3076,3075,0.020921,40,0,0.304664,"5917",4,0,2,0,"0","cluster0","n"
3077,3076,1.013747,43,1,0.16562,"1750",6,0,0,1,"1","cluster0","n"
3078,3077,0.221174,62,0,0.698782,"5500",12,0,1,0,"1","cluster0","n"
3079,3078,1.020757,30,2,0.439538,"3985",10,0,1,0,"2","cluster0","y"
3080,3079,0.043634,49,0,0.221051,"5500",7,0,1,0,"0","cluster0","n"
3081,3080,0.836833,61,0,0.05019,"5000",2,0,0,0,"0","cluster0","n"
3082,3081,0.098231,50,0,0.05917,"7300",6,0,0,0,"0","cluster0","n"
3083,3082,0.025898,72,0,0.006959,"4166",7,0,0,0,"0","cluster0","n"
3084,3083,0,28,0,393,"?",4,0,0,0,"1","cluster0","n"
3085,3084,0.111389,75,0,0.263903,"4800",11,0,1,0,"0","cluster0","n"
3086,3085,0.312915,65,0,1007,"?",6,0,0,0,"1","cluster0","n"
3087,3086,0.422396,59,0,1.362764,"2083",14,0,1,0,"0","cluster0","n"
3088,3087,0,48,0,0.552952,"3200",4,0,1,0,"1","cluster0","n"
3089,3088,1,49,1,0.276735,"1224",6,0,0,0,"0","cluster0","n"
3090,3089,0.01379,30,0,0.016793,"2500",5,0,0,0,"0","cluster0","n"
3091,3090,0,52,0,0.235273,"2800",4,0,0,0,"0","cluster0","n"
3092,3091,0.047839,57,0,201,"?",3,0,0,0,"0","cluster0","n"
3093,3092,0,41,0,925,"?",3,2,2,0,"0","cluster0","y"
3094,3093,0,28,0,0,"5200",2,0,0,0,"0","cluster0","n"
3095,3094,0.455217,33,0,0.907168,"850",5,0,0,0,"1","cluster0","n"
3096,3095,0.446818,37,1,0.258587,"6666",12,0,1,0,"2","cluster0","n"
3097,3096,0.059576,47,0,0.07319,"7500",4,0,0,0,"2","cluster0","n"
3098,3097,0.482822,64,0,0.269057,"7083",7,0,0,0,"0","cluster0","n"
3099,3098,0.042471,66,0,0.005948,"14795",13,0,0,0,"1","cluster0","n"
3100,3099,0.022127,49,0,0.005249,"4000",3,0,0,0,"0","cluster0","n"
3101,3100,0.057138,28,0,0.16901,"3200",6,0,0,0,"0","cluster0","n"
3102,3101,0.148554,69,0,0.625135,"4614",18,0,1,0,"0","cluster0","n"
3103,3102,0.801272,31,0,0.486159,"5454",8,0,1,0,"1","cluster0","y"
3104,3103,0.016394,50,0,0.280295,"6906",6,0,1,0,"0","cluster0","n"
3105,3104,0.463034,28,0,0.269202,"6600",5,0,1,0,"0","cluster0","n"
3106,3105,0.046295,81,0,0.257172,"5890",13,0,2,0,"1","cluster0","n"
3107,3106,0.039967,55,0,0.202114,"10597",10,0,2,0,"2","cluster0","n"
3108,3107,0.027141,80,0,0.003665,"3000",2,0,0,0,"1","cluster0","n"
3109,3108,0.015346,43,0,0.031515,"7900",21,0,0,0,"3","cluster0","y"
3110,3109,0.004093,65,0,18,"?",4,0,0,0,"0","cluster0","n"
3111,3110,1,49,0,0.204984,"13000",2,3,1,2,"1","cluster0","y"
3112,3111,0.099509,58,0,0.512738,"8124",14,0,4,0,"0","cluster0","n"
3113,3112,1,40,0,0.008179,"3300",2,0,0,0,"0","cluster0","n"
3114,3113,0.218159,64,0,2384,"?",8,0,1,0,"0","cluster0","n"
3115,3114,0.980204,39,0,0.320708,"5200",6,0,2,0,"2","cluster0","n"
3116,3115,0,68,0,27,"?",2,0,0,0,"0","cluster0","n"
3117,3116,0.203334,38,0,0.350108,"6000",16,0,1,0,"3","cluster0","n"
3118,3117,0.011211,30,1,0.0779,"4800",6,0,0,0,"0","cluster0","n"
3119,3118,0.049427,41,0,0.187116,"7000",10,0,1,0,"0","cluster0","n"
3120,3119,1,34,0,0.019989,"1800",0,3,0,0,"2","cluster0","n"
3121,3120,0.549342,40,0,0.133621,"7640",6,0,0,0,"2","cluster0","n"
3122,3121,0.021735,57,0,1471,"?",12,0,1,0,"0","cluster0","n"
3123,3122,0.069545,48,0,0.670332,"4000",7,0,1,0,"2","cluster0","n"
3124,3123,0.129497,44,0,0.397307,"14333",21,0,2,0,"1","cluster0","n"
3125,3124,0.207876,48,0,0.106485,"5812",5,0,0,0,"1","cluster0","n"
3126,3125,0.047006,40,0,0.183151,"5388",12,0,0,0,"0","cluster0","n"
3127,3126,0.307222,63,3,888,"0",8,0,1,0,"1","cluster0","n"
3128,3127,0.20785,50,0,0.358345,"11647",4,0,1,0,"4","cluster0","n"
3129,3128,0.000491,75,1,2,"?",3,0,0,0,"0","cluster0","n"
3130,3129,0.013225,80,0,0.003005,"4991",3,0,0,0,"0","cluster0","n"
3131,3130,0.244216,42,0,0.745106,"2400",6,0,1,0,"0","cluster0","n"
3132,3131,0.855222,40,0,0.151539,"3800",6,0,0,0,"0","cluster0","n"
3133,3132,0.506717,68,0,0.640504,"2700",17,0,0,0,"0","cluster0","n"
3134,3133,0.002116,32,0,0.182255,"6874",5,0,1,0,"0","cluster0","n"
3135,3134,0.319181,41,0,1.264123,"6000",11,0,2,0,"3","cluster0","n"
3136,3135,0.102386,42,0,0.514955,"5081",9,0,2,0,"3","cluster0","n"
3137,3136,0.126689,68,0,0.217913,"2500",9,0,0,0,"0","cluster0","n"
3138,3137,0.081697,66,0,3417,"?",6,0,1,0,"0","cluster0","n"
3139,3138,0.105798,29,0,0.244977,"4379",6,0,1,0,"3","cluster0","n"
3140,3139,0.490748,43,0,0.165368,"14500",6,0,1,0,"4","cluster0","n"
3141,3140,0.000222,74,0,0.169517,"5320",6,0,1,0,"0","cluster0","n"
3142,3141,0.159942,62,0,0.348915,"9583",10,0,1,0,"1","cluster0","n"
3143,3142,0.083798,36,0,2168,"?",11,0,2,0,"0","cluster0","n"
3144,3143,1.046367,52,3,0.645127,"4750",7,0,1,0,"2","cluster0","y"
3145,3144,0.304183,35,1,0.307191,"11500",10,0,2,0,"0","cluster0","n"
3146,3145,0.026649,85,0,0.008855,"3500",5,0,0,0,"0","cluster0","n"
3147,3146,0.379208,35,0,0.332946,"4300",7,0,1,0,"1","cluster0","n"
3148,3147,0.038864,78,1,0.010497,"4000",4,0,0,0,"0","cluster0","n"
3149,3148,0.201676,51,0,0.350332,"11000",6,0,2,0,"3","cluster0","n"
3150,3149,0.983202,60,1,0.611755,"2500",7,0,2,1,"0","cluster0","y"
3151,3150,0.02464,56,0,0.267717,"8000",9,0,1,0,"2","cluster0","n"
3152,3151,0.000783,60,0,0.528726,"1200",5,0,1,0,"0","cluster0","n"
3153,3152,0.113344,66,1,0.081545,"58249",8,0,2,0,"2","cluster0","n"
3154,3153,0.044961,81,0,0.011198,"6250",4,0,0,0,"0","cluster0","n"
3155,3154,0.18305,35,0,0.05786,"5737",11,0,0,0,"1","cluster0","n"
3156,3155,1,25,0,0.072936,"2700",1,0,0,0,"0","cluster0","n"
3157,3156,0.86156,59,0,0.116464,"5666",4,0,0,0,"1","cluster0","n"
3158,3157,0.026352,49,0,0.317184,"8833",10,0,2,0,"2","cluster0","n"
3159,3158,0.807249,56,0,1.351378,"1015",7,0,1,0,"0","cluster0","n"
3160,3159,0.169468,61,0,5808,"?",11,0,2,0,"0","cluster0","n"
3161,3160,0.032599,49,0,0.33205,"5715",16,0,2,0,"1","cluster0","n"
3162,3161,0.015912,47,0,0.513282,"3500",5,0,1,0,"2","cluster0","n"
3163,3162,0.000857,72,0,0.041204,"5314",7,0,1,0,"0","cluster0","n"
3164,3163,0.06791,55,0,0.341905,"14582",7,0,1,0,"2","cluster0","n"
3165,3164,0.023745,53,0,0.12902,"10540",5,0,1,0,"1","cluster0","n"
3166,3165,0.029371,36,0,0.005624,"8000",6,0,0,0,"0","cluster0","n"
3167,3166,0.031124,66,0,857,"?",7,0,1,0,"1","cluster0","n"
3168,3167,0.128931,54,0,5174,"?",10,0,2,0,"1","cluster0","n"
3169,3168,0.014499,57,0,0.271027,"8500",10,0,1,0,"3","cluster0","n"
3170,3169,0.062461,62,0,3,"?",3,0,0,0,"0","cluster0","n"
3171,3170,0.682232,52,0,0.536547,"8194",6,0,3,0,"0","cluster0","n"
3172,3171,0.735805,52,0,6720,"?",6,0,3,0,"0","cluster0","n"
3173,3172,0.013318,58,1,0.231096,"12708",12,0,3,0,"2","cluster0","n"
3174,3173,0.597505,51,6,0.057945,"6091",12,0,0,2,"0","cluster0","n"
3175,3174,0.32346,53,0,0.598743,"5250",9,0,2,0,"3","cluster0","n"
3176,3175,0.004962,59,0,0.34387,"14583",22,0,2,0,"1","cluster0","n"
3177,3176,0.140722,61,0,0.103252,"4919",4,0,0,0,"2","cluster0","n"
3178,3177,0.652223,46,0,0.29257,"4750",11,0,0,0,"0","cluster0","n"
3179,3178,0.650035,47,0,0.294943,"5200",9,0,1,0,"2","cluster0","n"
3180,3179,0.248722,42,0,0.854271,"4576",7,0,1,0,"2","cluster0","n"
3181,3180,0.02776,56,0,514,"?",7,0,0,0,"4","cluster0","n"
3182,3181,0.117294,42,0,0.131391,"3500",8,0,1,0,"2","cluster0","n"
3183,3182,0.002786,62,0,0.028664,"10500",14,0,0,0,"0","cluster0","n"
3184,3183,0.021711,60,0,626,"?",12,0,1,0,"?","cluster0","n"
3185,3184,0.95753,30,1,0.217264,"4100",4,1,0,0,"0","cluster0","n"
3186,3185,0.000132,46,1,0.043455,"5683",9,0,0,0,"2","cluster0","n"
3187,3186,0.247496,42,0,0.457789,"9416",11,0,2,0,"2","cluster0","n"
3188,3187,0.30125,61,0,0.146086,"9158",19,0,1,1,"1","cluster0","n"
3189,3188,0.784337,48,0,0.487949,"9500",13,0,2,0,"0","cluster0","n"
3190,3189,0,61,0,56,"?",2,0,0,0,"0","cluster0","n"
3191,3190,0,72,0,0,"50000",7,0,0,0,"0","cluster0","n"
3192,3191,0.066419,62,0,0.733707,"2500",9,0,1,0,"0","cluster0","n"
3193,3192,0.820926,28,0,0.550322,"2950",6,0,0,0,"2","cluster0","n"
3194,3193,0.18024,55,0,0.186574,"14583",6,0,2,0,"0","cluster0","n"
3195,3194,0.002068,65,0,709,"?",4,0,1,0,"0","cluster0","n"
3196,3195,0,54,0,0.100244,"7800",10,0,1,0,"1","cluster0","n"
3197,3196,0.89565,25,0,917,"?",10,0,0,0,"?","cluster0","n"
3198,3197,0.030147,39,0,0.354465,"10000",9,0,2,0,"2","cluster0","n"
3199,3198,0.018232,77,0,0.211748,"5600",8,0,2,0,"1","cluster0","n"
3200,3199,0.016789,74,0,108,"?",3,0,0,0,"0","cluster0","n"
3201,3200,0.014462,70,0,6852,"?",18,0,1,0,"0","cluster0","n"
3202,3201,0.036388,53,0,0.706281,"3247",22,0,1,1,"2","cluster0","y"
3203,3202,0.113671,53,0,0.623366,"9560",9,0,2,0,"0","cluster0","n"
3204,3203,0.009306,34,0,3206,"?",10,0,3,0,"0","cluster0","n"
3205,3204,0.054871,40,1,0.243517,"15000",9,0,1,0,"5","cluster0","n"
3206,3205,0.013563,30,0,0.005176,"5409",8,0,0,0,"0","cluster0","n"
3207,3206,0.748327,32,0,0.177137,"6000",8,0,0,0,"0","cluster0","n"
3208,3207,0.461885,30,0,935,"?",8,0,0,0,"0","cluster0","n"
3209,3208,1,46,0,0.159107,"4166",0,1,0,0,"0","cluster0","n"
3210,3209,0.33099,49,2,0.135818,"13333",10,0,1,0,"4","cluster0","n"
3211,3210,0.096601,46,0,724,"?",4,0,1,0,"2","cluster0","n"
3212,3211,0.112877,31,0,0.096528,"5500",9,0,0,0,"0","cluster0","n"
3213,3212,0.652423,41,0,0.368906,"5209",4,0,1,0,"2","cluster0","n"
3214,3213,0.002447,82,0,0.335749,"12833",10,0,3,0,"1","cluster0","n"
3215,3214,1.019351,45,5,0.504165,"10083",10,0,1,0,"2","cluster0","y"
3216,3215,0.03609,47,0,0.220804,"13083",10,0,1,0,"3","cluster0","n"
3217,3216,1,54,0,799,"?",3,1,1,0,"0","cluster0","n"
3218,3217,0.039654,81,0,0.236588,"3000",7,0,1,0,"0","cluster0","n"
3219,3218,0.015842,85,0,0.002666,"6000",5,0,0,0,"0","cluster0","n"
3220,3219,0,66,0,1,"?",8,0,0,0,"0","cluster0","n"
3221,3220,0.409016,61,0,0.427967,"16533",15,0,3,0,"1","cluster0","n"
3222,3221,0.053836,46,0,0.785405,"3000",10,0,1,0,"1","cluster0","n"
3223,3222,1,45,0,0.206072,"8200",3,0,1,0,"0","cluster0","n"
3224,3223,0.00933,83,0,45,"?",2,0,0,0,"0","cluster0","n"
3225,3224,0.297747,46,0,0.436284,"5500",8,0,2,0,"0","cluster0","y"
3226,3225,0.62197,51,0,0.277517,"9166",4,0,1,0,"1","cluster0","n"
3227,3226,0.318947,33,0,0.151372,"4445",8,0,0,0,"0","cluster0","n"
3228,3227,1,57,0,0.083365,"8000",2,0,2,0,"0","cluster0","n"
3229,3228,0.179754,40,0,0.393755,"2625",6,0,1,0,"2","cluster0","n"
3230,3229,0.997356,25,0,0.27684,"7050",10,0,1,0,"0","cluster0","n"
3231,3230,0,58,0,0,"4501",2,0,0,0,"1","cluster0","n"
3232,3231,0.255128,33,0,0.338933,"7083",11,0,1,0,"0","cluster0","n"
3233,3232,0.033025,65,0,1083,"?",9,0,1,0,"1","cluster0","n"
3234,3233,0.915549,60,2,0.486458,"6719",9,1,1,1,"0","cluster0","n"
3235,3234,0.923947,49,0,0.36469,"4400",5,0,1,0,"4","cluster0","n"
3236,3235,0.00527,63,0,0.077204,"3833",19,0,0,0,"0","cluster0","n"
3237,3236,0.469001,60,0,0.207827,"7000",6,0,0,0,"1","cluster0","n"
3238,3237,0.083508,49,0,0.149906,"12200",8,0,1,0,"2","cluster0","n"
3239,3238,1,46,0,107,"?",5,0,0,0,"0","cluster0","n"
3240,3239,0.359602,59,0,701,"?",5,0,0,0,"0","cluster0","n"
3241,3240,0.031703,37,0,0.146887,"8400",9,0,1,0,"1","cluster0","n"
3242,3241,0.033629,88,0,0.45918,"3000",9,0,1,0,"0","cluster0","n"
3243,3242,0.016544,60,0,1193,"?",15,0,1,0,"?","cluster0","n"
3244,3243,0.971651,50,0,0.053011,"14166",5,0,0,0,"0","cluster0","n"
3245,3244,0.658416,68,0,1.402659,"3384",11,0,1,0,"0","cluster0","n"
3246,3245,0.281272,49,0,1.022279,"3500",25,0,2,0,"0","cluster0","n"
3247,3246,0,43,0,5110,"?",8,0,2,0,"2","cluster0","n"
3248,3247,0.092782,40,0,0.271484,"9867",8,0,1,0,"0","cluster0","n"
3249,3248,0.175914,47,1,0.016325,"3613",4,0,0,0,"3","cluster0","n"
3250,3249,0.040565,71,0,0.291714,"7023",15,0,2,0,"2","cluster0","y"
3251,3250,0.035122,80,0,0.009691,"6500",8,0,0,0,"1","cluster0","n"
3252,3251,0.937063,23,0,0.041983,"5001",4,0,0,0,"0","cluster0","n"
3253,3252,0.726609,45,0,0.471306,"5000",5,0,1,0,"1","cluster0","n"
3254,3253,0.013759,61,0,0.233422,"4900",8,0,1,0,"0","cluster0","n"
3255,3254,0.080466,57,0,0.318059,"5193",13,0,1,0,"0","cluster0","n"
3256,3255,0.016631,67,0,0.168293,"8300",14,0,1,0,"1","cluster0","n"
3257,3256,0.062123,59,0,7327,"?",18,0,15,0,"?","cluster0","n"
3258,3257,0.00125,31,0,0.790044,"4800",5,0,3,0,"0","cluster0","n"
3259,3258,0.482847,38,0,0.414186,"7725",13,0,1,0,"1","cluster0","n"
3260,3259,0.0143,73,0,0.177415,"9970",6,0,1,0,"0","cluster0","n"
3261,3260,0.005412,58,0,0.159442,"20000",14,0,1,0,"1","cluster0","n"
3262,3261,0.075493,40,0,0.055663,"15000",6,0,0,0,"0","cluster0","n"
3263,3262,0.09556,68,0,84,"?",4,0,0,0,"0","cluster0","n"
3264,3263,0.823466,56,0,0.300224,"21000",11,0,1,0,"1","cluster0","n"
3265,3264,0.061205,45,0,1172,"?",9,0,1,0,"5","cluster0","n"
3266,3265,1,48,0,0.41256,"3550",3,0,2,0,"0","cluster0","n"
3267,3266,0.008237,62,0,0.003198,"4377",5,0,0,0,"0","cluster0","n"
3268,3267,0.17244,76,0,0.211879,"10000",5,0,1,0,"0","cluster0","n"
3269,3268,1,55,1,1.520953,"1216",4,0,3,0,"0","cluster0","n"
3270,3269,0.15617,37,0,0.299629,"3500",9,0,2,0,"1","cluster0","n"
3271,3270,0.103415,37,0,0.264564,"5990",10,0,1,0,"3","cluster0","n"
3272,3271,0,64,0,0.248012,"14583",7,0,2,0,"0","cluster0","n"
3273,3272,0.865254,59,0,0.012797,"5000",2,0,0,0,"0","cluster0","n"
3274,3273,0.603127,31,0,0.640737,"3200",11,0,1,0,"1","cluster0","y"
3275,3274,0.008,88,0,4,"?",2,0,0,0,"0","cluster0","n"
3276,3275,0,58,0,0.317068,"10000",12,0,2,0,"4","cluster0","n"
3277,3276,0.731384,63,0,0.993174,"4101",16,0,2,0,"2","cluster0","n"
3278,3277,0,62,0,6,"?",4,0,0,0,"0","cluster0","n"
3279,3278,0.06147,41,0,0.284538,"7042",13,0,1,0,"4","cluster0","n"
3280,3279,0.348853,59,0,403,"0",3,0,0,0,"0","cluster0","n"
3281,3280,0.361327,55,0,0.415719,"6768",7,0,2,0,"0","cluster0","n"
3282,3281,0.780736,49,5,0.411118,"5000",7,0,2,1,"1","cluster0","n"
3283,3282,0.124009,54,0,0.244754,"7100",22,0,1,0,"1","cluster0","n"
3284,3283,0.191116,42,0,1185,"?",5,0,1,0,"0","cluster0","n"
3285,3284,0.201346,64,0,1636,"?",6,0,1,0,"0","cluster0","n"
3286,3285,0.01969,57,1,491,"?",7,0,0,0,"0","cluster0","n"
3287,3286,1,54,0,0.136808,"3683",1,0,0,0,"0","cluster0","n"
3288,3287,0.409143,65,0,5969,"?",19,0,1,0,"1","cluster0","n"
3289,3288,0.281489,71,0,5024,"?",9,0,3,0,"0","cluster0","n"
3290,3289,1.000893,44,0,0.597652,"7751",11,0,3,0,"0","cluster0","n"
3291,3290,0.111061,57,0,1.121152,"2500",7,0,2,0,"2","cluster0","n"
3292,3291,0.629562,47,0,232,"?",7,0,0,0,"?","cluster0","n"
3293,3292,0.04706,63,0,0.728099,"2750",4,0,1,0,"0","cluster0","y"
3294,3293,0.425068,46,0,0.182116,"2750",2,0,0,0,"0","cluster0","n"
3295,3294,0.996088,29,0,0.588118,"4022",10,0,1,0,"0","cluster0","n"
3296,3295,0.237318,35,0,2222,"?",10,0,1,0,"0","cluster0","n"
3297,3296,1,57,0,0.253726,"5300",4,0,1,0,"4","cluster0","n"
3298,3297,0.024569,49,0,0.008234,"5950",7,0,0,0,"0","cluster0","n"
3299,3298,0.0386,47,0,0.308892,"7500",14,0,1,0,"2","cluster0","n"
3300,3299,0.296721,55,0,0.119565,"7083",5,0,0,0,"0","cluster0","n"
3301,3300,0.008088,46,0,0.094123,"4100",18,0,2,0,"0","cluster0","n"
3302,3301,0.757626,44,0,0.250086,"5841",8,0,0,0,"2","cluster0","n"
3303,3302,0.177524,49,1,0.417318,"5242",9,0,2,0,"2","cluster0","n"
3304,3303,0.375767,46,0,0.295956,"8605",11,0,1,0,"2","cluster0","n"
3305,3304,0.001587,58,0,0.209158,"5000",8,0,2,0,"1","cluster0","n"
3306,3305,0.001148,64,0,0.000254,"3937",8,0,0,0,"0","cluster0","n"
3307,3306,0.273745,50,0,0.502382,"5666",12,0,1,0,"0","cluster0","n"
3308,3307,0.441139,46,0,0.103719,"8416",11,0,0,0,"0","cluster0","n"
3309,3308,0.020668,42,0,3634,"?",10,0,2,0,"0","cluster0","n"
3310,3309,0.120582,89,1,0.402833,"4800",8,0,1,1,"0","cluster0","n"
3311,3310,0.067631,66,0,0.172655,"11270",3,0,2,0,"0","cluster0","n"
3312,3311,0.383264,54,0,2.36234,"700",28,0,1,0,"0","cluster0","n"
3313,3312,0.039132,72,0,0.009256,"5833",8,0,0,0,"0","cluster0","n"
3314,3313,0.010301,75,0,0.001941,"6182",5,0,0,0,"0","cluster0","n"
3315,3314,1,53,1,0,"3878",0,0,0,0,"0","cluster0","n"
3316,3315,0,68,0,0.328,"3999",10,0,1,0,"1","cluster0","n"
3317,3316,0.7608,34,0,0.146633,"2761",6,0,0,0,"2","cluster0","n"
3318,3317,1,70,0,0,"2300",1,0,0,0,"0","cluster0","y"
3319,3318,0.803068,41,0,0.311774,"5333",9,0,1,0,"0","cluster0","n"
3320,3319,0.231026,36,0,2.683782,"5900",4,0,1,0,"1","cluster0","n"
3321,3320,0,67,0,0.089372,"5795",7,0,1,0,"0","cluster0","n"
3322,3321,0.890107,46,3,0.986361,"3885",12,0,3,4,"3","cluster0","y"
3323,3322,0.009355,61,0,0.147891,"10500",12,0,1,0,"0","cluster0","n"
3324,3323,0.579785,30,1,0.414662,"4446",12,0,1,0,"0","cluster0","n"
3325,3324,0.466187,52,0,0.580598,"4112",8,0,1,0,"0","cluster0","n"
3326,3325,0.105312,68,0,0.461467,"4333",27,0,2,0,"0","cluster0","n"
3327,3326,0.103126,38,1,0.038128,"7500",8,0,0,0,"0","cluster0","n"
3328,3327,0.020212,47,0,0.786372,"4666",11,0,3,0,"0","cluster0","n"
3329,3328,0.991126,45,0,0.311653,"6564",12,0,0,0,"2","cluster0","n"
3330,3329,0.174039,67,0,0.122027,"5760",10,0,0,0,"0","cluster0","n"
3331,3330,0.112433,44,0,0.75831,"4000",10,0,1,0,"5","cluster0","n"
3332,3331,0.2285,78,0,0.536099,"16800",15,0,3,0,"0","cluster0","n"
3333,3332,0,74,0,2261,"?",7,0,1,0,"0","cluster0","n"
3334,3333,1,42,0,0,"?",0,1,0,0,"0","cluster0","n"
3335,3334,0.259493,54,0,0.953497,"2816",5,0,2,0,"2","cluster0","n"
3336,3335,0.01406,45,0,0.162399,"4100",8,0,0,0,"4","cluster0","n"
3337,3336,0.154332,51,0,0.129224,"7900",9,0,1,0,"2","cluster0","n"
3338,3337,0.168678,76,0,0.137036,"10208",7,0,2,0,"0","cluster0","n"
3339,3338,0.059037,36,0,0.664168,"2000",10,0,1,0,"0","cluster0","n"
3340,3339,0.012899,47,0,0.59984,"3750",7,0,1,0,"4","cluster0","n"
3341,3340,0.426295,64,0,396,"?",2,1,0,0,"?","cluster0","y"
3342,3341,0.027875,46,0,0.729697,"9000",8,0,2,0,"2","cluster0","n"
3343,3342,0.000119,55,0,0.238901,"7500",16,0,2,0,"0","cluster0","n"
3344,3343,0.002182,26,0,2.112139,"864",5,0,1,0,"0","cluster0","n"
3345,3344,0.030782,68,0,0.290008,"16933",12,0,3,0,"0","cluster0","n"
3346,3345,1,27,0,881,"?",3,0,1,0,"0","cluster0","n"
3347,3346,0.380139,50,0,0.410239,"15000",11,0,3,0,"5","cluster0","n"
3348,3347,0.704174,43,0,0.125139,"2700",3,2,0,0,"2","cluster0","n"
3349,3348,0.022199,66,0,11,"?",6,0,0,0,"0","cluster0","n"
3350,3349,0,55,0,0.367691,"9080",10,0,1,0,"2","cluster0","n"
3351,3350,0.157537,44,1,1322,"?",4,0,1,0,"0","cluster0","n"
3352,3351,0.56382,39,3,0.181117,"7000",15,1,0,1,"2","cluster0","y"
