,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
133673,0,0.885852358,40,0,0.097357772,4200.0,3,0,0,0,5.0
99339,0,0.117479589,66,0,0.227781469,19566.0,4,0,2,0,1.0
60283,0,0.010434499,60,0,573.0,,6,0,1,0,1.0
85153,0,0.224978487,52,0,3120.0,,4,0,2,0,0.0
136646,0,0.14908614,63,0,0.249456758,2300.0,7,0,0,0,0.0
145072,0,0.725847925,54,0,1314.0,,5,0,0,0,1.0
147584,0,0.284485776,50,0,0.346033729,1600.0,7,0,0,0,0.0
34549,0,0.111964556,46,0,0.247000185,10833.0,14,0,1,0,0.0
7489,0,0.520785558,52,1,0.744467158,11250.0,21,0,2,0,0.0
120281,0,0.185680943,32,0,0.792226488,4167.0,16,0,2,0,1.0
64710,0,0.026339299,77,0,0.337828412,4300.0,8,0,1,0,0.0
95235,0,0.088714412,37,0,0.674777162,4150.0,6,0,2,0,0.0
17062,0,0.022683017,82,0,0.005197921,2500.0,6,0,0,0,0.0
41646,1,0.604386116,38,1,0.321712381,3900.0,4,1,1,0,2.0
48240,0,0.962006332,36,1,0.477630592,4000.0,8,0,1,0,0.0
61222,0,0.208465133,36,0,0.315691241,7500.0,5,0,2,0,2.0
51130,1,0.9999999,73,2,536.0,,3,2,0,0,0.0
74457,0,0.124567234,46,0,0.43536451,6350.0,9,0,2,0,4.0
124248,0,0.116606668,64,0,0.016691024,13000.0,10,0,0,0,0.0
75274,1,0.9999999,51,0,0.0,,1,0,0,0,5.0
1870,0,0.136793641,92,1,0.235086836,3972.0,11,0,1,0,1.0
7498,0,0.05103721,53,0,0.220477646,12100.0,20,0,2,0,2.0
44701,0,0.090502981,46,0,0.54893168,3790.0,12,0,1,0,0.0
106254,0,0.0,45,0,1373.0,,4,0,1,0,0.0
26523,0,0.170055701,32,0,0.525797936,4166.0,8,0,2,0,1.0
72379,0,0.108329722,55,0,0.637676559,6300.0,6,0,1,0,1.0
59,0,0.541108804,43,0,2477.0,,3,0,1,0,2.0
138932,0,0.0,54,0,2660.0,,6,0,1,0,3.0
46181,0,0.000297718,60,0,1080.0,,9,0,2,0,0.0
144590,0,0.0,35,0,0.18476218,6916.0,6,0,2,0,2.0
88186,0,0.830452792,36,1,0.248677249,1700.0,7,0,0,0,0.0
145714,0,1.023784902,23,0,0.017796441,5000.0,1,0,0,0,2.0
58299,1,0.119985456,60,0,0.225385528,5900.0,9,0,2,0,0.0
125250,0,0.007549943,55,0,0.1886487,10500.0,13,0,1,0,0.0
129572,0,0.133796482,49,1,0.581675326,7890.0,10,0,2,0,4.0
47697,0,0.078592141,48,0,0.209940017,3500.0,3,0,0,0,2.0
146741,0,0.190010973,54,0,0.118268819,7000.0,5,0,0,0,2.0
126701,0,0.217160139,50,0,1379.0,,9,0,1,0,0.0
34614,0,0.562909342,26,0,0.311844078,1333.0,5,0,0,0,0.0
229,0,0.147123525,41,0,0.436025621,6400.0,5,0,1,0,2.0
40126,0,0.929615021,34,0,0.149063435,6352.0,4,0,0,0,0.0
39315,0,0.445582177,57,0,0.82304287,8583.0,6,0,4,0,0.0
70524,0,0.249055019,42,0,0.093668122,9159.0,5,0,0,0,3.0
20295,0,0.688051991,32,0,2588.0,,6,1,2,0,1.0
107236,0,0.15425833,35,0,0.065874603,8500.0,7,0,0,0,0.0
97806,0,0.748808555,61,3,0.439651216,8715.0,15,0,1,0,1.0
35639,0,0.145665068,60,0,0.36231378,8591.0,7,0,3,0,0.0
64498,0,0.9999999,57,1,0.323735253,5000.0,2,0,2,1,1.0
14635,0,0.423483478,30,0,710.5,1.0,8,0,2,0,2.0
110520,0,0.500098036,29,0,0.142648135,4100.0,8,0,0,0,0.0
37401,0,0.852917666,28,2,0.118515784,5416.0,4,0,0,0,2.0
143475,0,0.00991722,81,0,3.0,,4,0,0,0,0.0
66320,0,0.011137923,56,0,0.342001131,24765.0,14,0,4,0,1.0
143392,0,0.005904574,71,0,5.0,,2,0,0,0,0.0
85826,0,0.259123469,77,0,0.89731306,4800.0,10,0,1,0,0.0
120846,1,0.0,52,0,0.591520165,2900.0,7,1,1,0,0.0
116784,0,0.005865517,64,0,0.194464443,12500.0,11,0,1,0,1.0
69867,0,0.723073449,75,0,0.331852424,5176.0,9,0,1,0,1.0
64653,1,0.148131057,44,0,0.293308891,12000.0,7,1,2,1,3.0
77939,0,0.927345521,57,1,0.334555497,21000.0,16,0,1,0,3.0
9014,0,0.051997189,86,0,0.01802962,1552.0,9,0,0,0,0.0
78490,0,0.0,65,0,1997.0,,9,0,2,0,0.0
143032,0,0.00963765,66,0,0.364596021,2462.0,7,0,1,0,0.0
20455,0,0.284322409,47,1,0.485197509,11720.0,18,0,2,0,5.0
73804,0,0.000574063,59,0,1641.0,,9,0,1,0,0.0
75230,0,0.232464644,39,0,0.165434021,5137.0,6,0,0,0,2.0
3720,0,0.010941765,67,0,298.0,,5,0,0,0,
70108,0,0.026666238,56,0,3840.0,,8,0,2,0,2.0
119844,0,1.014394242,39,1,2080.0,,7,0,1,0,5.0
98384,1,0.93510337,46,0,4014.0,,12,0,1,1,1.0
95006,0,0.618846038,43,0,0.166474179,6060.0,2,0,0,0,4.0
93995,0,0.108204796,50,0,0.853154085,2900.0,16,0,1,0,1.0
117237,0,0.020940878,63,0,0.345755694,4346.0,15,0,2,0,0.0
45811,0,0.135917282,53,0,0.190480952,10000.0,3,0,1,0,0.0
128163,0,0.0,37,1,1958.0,,4,0,1,0,0.0
31448,0,0.9999999,43,1,0.190916399,2487.0,1,0,0,0,3.0
137576,0,0.010761033,36,0,0.187635394,6000.0,15,0,1,0,0.0
97828,1,0.9999999,60,98,0.0,,0,98,0,98,0.0
74069,0,0.03496421,46,0,0.120167096,11250.0,9,0,1,0,1.0
55814,0,0.014646772,73,0,0.198146002,5177.0,8,0,1,0,0.0
53456,0,0.162396956,48,0,0.601844735,1300.0,11,0,0,0,0.0
7394,0,0.102126525,65,0,0.110136902,6500.0,5,0,0,0,3.0
149464,0,0.378106859,41,0,0.379946486,7100.0,14,0,2,0,0.0
50067,0,0.060553153,71,0,0.457954205,10000.0,8,0,2,0,0.0
89027,0,0.025953974,59,0,1049.0,,3,0,2,0,0.0
82141,0,0.277437666,48,0,0.916033587,2500.0,26,0,1,0,1.0
109511,0,0.240634582,55,0,54.0,0.0,3,0,0,0,0.0
117400,0,0.07310655,37,0,1909.0,,5,0,1,0,0.0
95414,0,0.085737266,59,0,0.080068729,8729.0,9,0,0,0,0.0
53407,0,0.0,29,0,0.01386297,3750.0,5,0,0,0,0.0
16589,0,0.053353025,63,0,0.122960532,10970.0,10,0,1,0,2.0
101784,0,0.079733342,42,3,0.368059343,9166.0,8,0,1,0,0.0
60460,0,0.121998844,58,0,0.30349058,6846.0,11,0,2,0,0.0
3615,0,0.000464637,50,1,0.172056132,4916.0,4,0,1,0,0.0
7541,0,0.145797081,61,0,0.276492431,3500.0,8,0,1,0,0.0
96234,0,0.0,62,0,4.602649007,301.0,7,0,1,0,0.0
35399,1,0.710742975,59,0,1.56117815,7706.0,11,0,9,0,0.0
57803,0,0.054432416,68,0,0.162174579,6529.0,4,0,1,0,0.0
92997,0,0.013596144,47,0,687.0,,6,0,1,0,0.0
94498,0,0.293089132,61,1,0.115145814,5314.0,5,0,0,0,0.0
45784,0,0.119358122,53,0,0.536629704,5500.0,13,0,2,0,2.0
41817,0,0.9999999,32,0,0.0,8833.0,0,0,0,0,0.0
69281,0,0.299898776,29,0,0.43818596,4828.0,11,1,1,0,1.0
117505,1,0.320545274,51,4,0.530182758,5416.0,18,0,2,0,2.0
139325,0,0.086565844,41,0,0.131912059,1500.0,6,0,0,0,0.0
149289,0,0.108272387,40,0,997.0,1.0,12,1,1,0,1.0
52365,0,0.243422803,58,0,1.174912544,2000.0,14,0,2,0,0.0
139751,0,0.617135699,52,0,1090.0,,9,0,1,0,0.0
134536,0,0.013226213,63,0,736.0,,8,0,1,0,0.0
56451,0,0.828868117,44,0,1.486780331,4046.0,13,0,1,0,0.0
84002,0,0.121980752,62,0,2212.0,,15,0,1,0,0.0
71026,0,0.122289387,57,0,0.410552764,5969.0,15,0,1,0,4.0
44187,0,0.0,40,1,552.0,,6,0,1,0,0.0
803,0,0.0,45,0,0.735816454,10416.0,11,0,4,0,1.0
132767,0,0.693329524,31,0,0.215431051,5300.0,5,0,0,0,0.0
140749,0,0.106707547,60,0,2928.0,,21,0,1,0,0.0
21557,0,0.018165304,23,0,0.0,,1,0,0,0,
114854,0,0.0,68,0,0.548577761,2706.0,8,0,1,0,0.0
109863,1,0.103290843,53,1,0.101199874,6333.0,10,0,1,0,0.0
32886,1,1.868263473,51,2,1571.0,,2,1,1,0,0.0
141636,1,0.999960452,50,0,4017.0,,3,0,2,0,0.0
75772,0,0.46943744,29,0,0.853507815,2750.0,7,0,1,0,0.0
113697,0,0.022652239,43,0,0.527594481,3333.0,13,0,2,0,0.0
39932,0,0.035565536,41,0,0.469720607,7050.0,8,0,1,0,0.0
45906,0,0.00243525,41,0,0.304122253,10600.0,11,0,3,0,0.0
55178,0,0.0,43,0,0.182690462,5210.0,7,0,2,0,0.0
100506,0,0.423035918,68,0,0.139734945,4300.0,6,0,1,0,1.0
87366,0,0.050672057,59,0,0.375299952,6250.0,16,0,1,0,0.0
86715,0,0.213138222,53,0,525.0,,12,0,1,1,0.0
147312,0,0.056617362,67,0,0.329105691,3074.0,9,0,0,0,0.0
62721,0,0.714545786,55,0,0.462635824,15000.0,21,0,2,0,1.0
47801,0,0.005261377,51,0,0.165772024,9500.0,14,0,1,0,1.0
116819,0,0.025333694,54,0,1544.0,,14,0,1,0,2.0
75270,0,0.0,47,0,0.447872838,6416.0,7,0,1,0,4.0
131945,0,0.255045513,64,0,0.405059494,10000.0,14,0,2,0,4.0
132884,0,0.194384122,45,0,0.610770719,3100.0,6,0,2,0,2.0
64798,0,0.0,42,0,0.424743368,7500.0,9,0,2,0,3.0
114286,0,0.0,63,0,1197.0,,3,0,1,0,0.0
34788,0,0.562713811,59,0,0.644733783,4300.0,15,0,1,0,0.0
102461,0,0.9999999,56,0,0.0,7372.0,5,0,0,0,0.0
20234,0,0.017535764,24,0,0.637028015,820.0,5,0,0,0,0.0
138156,0,0.012332306,60,0,0.216178843,8677.0,3,0,1,0,0.0
94348,0,0.140396331,65,0,0.369636103,7666.0,21,0,2,0,0.0
79081,0,0.038299043,43,0,0.211382114,9716.0,5,0,2,0,2.0
75254,0,0.110923834,50,0,0.639222176,4833.0,21,1,1,0,0.0
55209,0,0.030849751,35,0,1308.0,,3,0,1,0,0.0
146420,0,0.0,54,0,0.156987424,7076.0,5,0,1,0,0.0
90739,0,0.046248348,47,0,0.283260594,7102.0,14,0,2,0,0.0
44419,0,0.054767124,44,0,0.363182007,2400.0,5,0,1,0,3.0
72736,0,0.064493864,53,0,0.174486689,12808.0,8,0,1,0,2.0
87906,0,0.089740862,58,0,0.096555192,11930.0,4,0,1,0,0.0
90796,0,0.075175488,64,0,0.105886168,18500.0,10,0,1,0,1.0
1402,0,0.299786422,76,0,0.138246215,3500.0,11,0,0,0,0.0
71623,0,0.289266833,62,0,0.215333787,10290.0,10,0,1,0,0.0
15418,0,0.151491444,31,0,0.25901242,3300.0,9,0,0,0,0.0
35781,0,0.356006086,52,1,4242.0,,23,0,2,0,2.0
109266,0,0.9999999,33,0,0.823431427,1800.0,7,0,1,0,2.0
96463,0,0.151167201,45,0,0.542062911,4100.0,10,0,1,0,0.0
47267,0,0.313240966,60,0,1.471153846,1039.0,4,0,1,0,1.0
121612,0,0.142795354,58,0,0.326753113,15500.0,13,0,3,0,0.0
146283,0,0.667617314,53,0,1.250721722,11430.0,18,0,1,0,0.0
116672,0,0.101735593,62,0,0.047828713,62911.0,21,0,1,0,2.0
12456,0,0.001782877,62,0,0.197465681,10416.0,5,0,1,0,0.0
50574,0,0.069166985,43,0,0.228477152,10000.0,8,0,1,0,2.0
82797,0,0.008589312,82,0,0.002443416,7775.0,7,0,0,0,0.0
65246,0,0.870673851,31,0,3478.0,,4,0,1,0,0.0
94258,0,0.012664978,45,0,0.334122599,3800.0,8,0,0,0,0.0
14116,0,0.246551092,43,0,0.349821961,10390.0,8,0,1,0,3.0
133890,0,0.083393747,67,0,0.389109746,8300.0,6,0,2,0,0.0
77893,0,0.685697681,63,0,0.336443926,6000.0,13,0,0,0,0.0
25103,0,0.9999999,54,0,0.805970149,1875.0,4,0,1,0,1.0
109084,0,0.152662752,35,0,0.195920272,15000.0,7,0,1,0,1.0
12680,0,0.002222176,66,0,0.387045182,2500.0,9,0,1,0,0.0
82019,0,0.271218998,45,0,0.240371846,12800.0,10,0,1,0,2.0
79537,0,0.116788186,35,0,0.142764691,7725.0,14,0,0,0,3.0
81371,0,0.005241018,30,0,397.0,,3,0,0,0,0.0
49720,1,1.672654691,37,0,0.373897707,1700.0,2,2,0,0,1.0
43732,0,0.0,32,0,0.119680091,3500.0,4,0,0,0,0.0
37100,0,0.039125393,72,0,0.148874365,8261.0,5,0,1,0,1.0
56750,0,1.106893107,28,0,0.59086189,962.0,5,0,0,0,0.0
55494,0,0.008628078,95,0,4.0,,2,0,0,0,0.0
114758,0,0.042477494,62,0,0.319951522,6600.0,20,0,1,0,0.0
115762,0,0.0,25,0,0.0,3732.0,6,0,0,0,0.0
2222,0,0.079440102,30,0,13.0,,1,0,0,0,
35554,0,0.0,68,0,215.0,,22,0,0,0,0.0
126148,0,0.084646361,58,0,0.335452069,15417.0,6,0,2,0,0.0
129230,0,0.66262927,46,0,0.306615564,6000.0,7,0,1,0,1.0
144358,0,0.176005656,63,0,1460.0,,4,0,1,0,0.0
35451,0,0.0,73,0,500.0,,5,0,1,0,0.0
20099,0,0.930871275,38,0,0.423528004,8355.0,14,0,2,0,3.0
145613,0,0.19320453,23,0,0.008602151,929.0,2,0,0,0,0.0
130402,0,0.043191362,29,0,0.069968196,2200.0,5,0,0,0,0.0
140248,0,0.046910205,63,0,0.06127451,5303.0,4,0,0,0,0.0
57577,0,0.614044858,62,0,0.881623675,5000.0,15,0,3,0,0.0
78038,0,0.9999999,30,0,0.000285633,3500.0,1,0,0,0,1.0
79505,0,1.661129568,26,0,0.017462165,858.0,0,1,0,0,0.0
120391,0,0.52076602,58,0,2751.0,,7,0,1,0,0.0
46507,0,0.0,56,0,0.029599731,2972.0,5,0,1,0,1.0
102904,0,0.168823954,48,0,0.179656253,9250.0,3,0,1,0,0.0
47684,0,0.004789715,46,0,0.580139953,3000.0,6,0,1,0,0.0
70537,1,0.448900116,52,4,0.413438206,11950.0,14,3,3,1,2.0
127503,0,0.040281878,68,0,0.258295381,4610.0,4,0,1,0,0.0
67471,0,0.239725539,48,0,0.158526135,3500.0,8,0,0,0,0.0
75861,0,0.056150967,39,1,0.233601561,4100.0,13,0,1,0,0.0
56012,0,0.00078734,42,0,2041.0,,5,0,2,0,0.0
37188,1,0.882790896,48,0,153.0,,0,1,0,0,0.0
82200,0,0.323291334,49,1,0.382115563,14000.0,12,0,1,0,3.0
2879,0,0.493506494,24,0,0.004665112,3000.0,2,0,0,0,0.0
44899,0,0.9999999,45,1,0.370062754,10835.0,3,0,2,0,0.0
132418,0,0.107002454,46,1,0.098295085,20000.0,13,0,1,0,0.0
55714,0,0.24132626,53,0,2711.0,,10,0,1,0,1.0
89942,0,0.020547522,63,0,0.266659348,9108.0,18,0,1,0,2.0
98341,0,0.078609227,66,1,0.409214526,6250.0,17,0,1,1,0.0
93544,0,0.284635041,25,0,0.072312084,1050.0,2,0,0,0,0.0
59327,0,0.137175102,45,0,3416.0,,9,0,3,0,0.0
84076,1,0.245751701,39,3,0.313985197,7700.0,12,0,3,0,0.0
91531,0,0.085914882,54,0,0.397460999,15832.0,13,0,2,0,0.0
93973,0,0.178880112,51,0,0.395336513,5660.0,9,0,1,0,2.0
48520,0,0.024996528,35,0,0.542255552,3466.0,6,0,1,0,2.0
133857,0,0.442980533,42,0,0.262594252,9150.0,7,0,2,0,1.0
53928,0,0.0,51,2,0.309040305,9700.0,6,0,2,0,0.0
105923,0,0.91069856,57,0,0.323608987,8500.0,10,0,0,0,2.0
141439,0,0.049644608,67,0,0.65897651,2383.0,11,0,1,0,0.0
4782,0,0.276317455,55,0,0.371958671,9000.0,13,1,1,0,0.0
39477,0,0.095898867,51,0,0.362663734,10000.0,9,0,1,0,3.0
41614,0,0.020021777,69,0,0.079209923,14833.0,9,0,1,0,0.0
32608,0,0.9999999,55,0,0.631881247,13405.0,10,0,2,0,0.0
47147,0,0.663526808,44,0,0.351641347,9412.0,13,0,1,0,3.0
96812,0,0.9999999,42,0,0.465876061,8600.0,4,0,2,0,0.0
62842,0,0.59034279,62,0,0.365862788,18700.0,17,0,1,0,2.0
54264,0,0.021483774,56,0,0.299670969,3950.0,10,0,1,0,0.0
5318,0,0.027703404,57,1,0.480207917,2500.0,10,0,1,0,0.0
88634,0,0.137525825,50,0,0.424210105,7500.0,17,0,1,0,2.0
58179,0,0.498865851,74,0,0.358268643,4250.0,7,0,2,0,0.0
121982,0,0.211788212,27,0,0.038490377,4000.0,5,0,1,0,0.0
146964,0,0.027931668,65,0,2655.0,,19,0,4,0,2.0
119394,0,0.230342628,52,0,0.111591073,4166.0,7,0,0,0,0.0
52888,0,0.436770882,62,0,0.463327745,4771.0,9,0,2,0,0.0
102697,0,0.344161685,71,0,194.0,,5,0,0,0,
126828,0,0.022484138,57,0,0.167961609,4375.0,5,0,1,0,0.0
113661,0,0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0
35047,0,0.041598151,30,0,0.617165443,7083.0,8,0,2,0,0.0
52859,0,0.162628155,36,0,2093.0,,8,0,1,0,0.0
29208,0,0.514383259,55,2,5366.0,,16,0,3,0,1.0
33187,0,0.00146092,59,0,3.0,,6,0,0,0,0.0
138044,0,0.129690091,87,0,0.881398885,1972.0,9,0,1,0,0.0
129491,0,0.10463721,47,0,1215.0,1.0,4,0,1,0,3.0
29609,0,0.073548215,61,0,0.18648668,14000.0,7,0,1,0,2.0
115216,0,0.9999999,30,0,0.250491159,2035.0,2,0,0,0,0.0
148859,0,0.0,57,0,4704.0,,7,0,2,0,0.0
107691,0,0.217763837,54,0,807.0,,7,0,1,0,0.0
24369,0,0.03779811,62,0,1985.0,0.0,8,0,2,0,0.0
96178,0,0.502994012,41,1,4628.0,,6,0,2,0,0.0
32908,0,1.027016912,52,0,1.170960946,6170.0,14,0,4,0,0.0
139777,0,0.9999999,45,0,17.0,,5,0,0,0,0.0
36481,0,0.000155552,50,0,0.36654558,5780.0,11,0,1,0,2.0
100427,0,0.985074627,41,0,9354.0,,11,0,0,0,0.0
8761,0,0.022871837,56,0,0.437804878,4919.0,11,0,2,0,1.0
133684,0,0.092140089,71,0,1.63684842,7500.0,23,0,8,0,0.0
62799,0,0.01323026,76,0,1836.0,,11,0,1,0,0.0
42584,0,0.780339582,54,0,0.150821895,5900.0,5,0,0,0,0.0
77921,0,0.009525669,38,0,0.270163286,8083.0,10,0,1,0,0.0
52534,0,0.021498925,60,0,0.120913098,15200.0,8,0,1,0,1.0
67535,0,0.007349474,93,0,0.225193702,4000.0,5,0,1,0,0.0
20473,0,0.379159656,46,0,0.387646945,10377.0,18,0,2,0,3.0
56919,0,0.152431989,47,0,0.269721346,22500.0,15,0,1,0,5.0
44462,1,0.784431138,36,2,0.520741732,5230.0,3,2,1,0,0.0
80459,0,0.026680849,74,0,0.335466784,4530.0,7,0,1,0,0.0
136808,0,0.425887733,34,1,0.478347973,6488.0,19,0,1,0,2.0
116236,0,0.114980837,32,0,0.006248047,3200.0,1,0,0,0,0.0
131167,0,0.365828791,33,0,0.422298142,12000.0,8,0,2,0,3.0
6907,0,0.053125629,57,0,1167.5,1.0,19,0,1,0,3.0
124033,0,0.003782771,89,0,0.017048795,1700.0,11,0,0,0,0.0
148306,0,0.048418673,51,0,0.356153219,7361.0,12,0,1,0,2.0
78402,0,0.054098648,34,0,0.370148168,11000.0,9,0,2,0,1.0
93696,0,0.059665341,46,0,0.010194625,10789.0,6,0,0,0,3.0
91958,0,0.806225034,47,0,0.5053809,11800.0,16,0,2,0,2.0
34916,0,0.319297856,33,4,0.647781712,4800.0,12,1,1,3,2.0
69395,0,0.105479687,33,0,0.425562299,2800.0,8,0,1,0,1.0
53830,0,0.442368548,40,0,0.144009031,6200.0,4,0,0,0,0.0
142159,0,0.002017355,63,0,0.943432407,7300.0,27,0,5,0,0.0
5460,1,0.9999999,56,0,0.016652789,1200.0,0,1,0,0,0.0
80867,0,0.033957129,57,0,0.179117029,7134.0,13,0,1,0,1.0
79716,0,0.042532216,76,0,0.348392702,2301.0,5,0,1,0,0.0
24081,0,0.0,52,0,0.162482727,8683.0,11,0,1,0,1.0
61840,0,0.019595116,71,0,0.518958687,5300.0,21,0,2,0,0.0
62454,0,0.0,57,0,0.0,,3,0,0,0,0.0
39097,0,0.667503837,39,0,0.146450092,7633.0,5,1,0,0,2.0
34203,0,0.9999999,25,0,0.0,,0,1,0,0,0.0
131793,0,0.351712983,59,0,0.319335487,6500.0,6,0,1,0,0.0
100752,0,0.66190274,64,0,0.272242586,3000.0,3,0,0,0,0.0
57619,0,0.11360799,22,0,2.0,,1,0,0,0,0.0
75629,0,0.007630401,86,0,0.00209979,10000.0,4,0,0,0,0.0
79479,1,0.004255206,76,2,0.165454264,6460.0,12,0,2,1,0.0
62460,0,0.032749181,74,0,0.018714012,2083.0,9,0,0,0,0.0
54063,0,0.001594896,51,0,0.214181358,10266.0,8,0,1,0,3.0
93375,1,0.943839061,43,1,0.33903577,4500.0,8,1,1,1,2.0
70448,0,0.028433506,51,0,0.196032781,10737.0,17,0,1,0,2.0
12303,0,0.000789459,54,0,5013.0,0.0,18,0,5,0,1.0
93867,0,0.361128165,45,1,0.398549916,8964.0,9,0,1,0,3.0
111896,0,0.532416195,82,0,0.452741759,6400.0,8,0,3,0,0.0
40059,0,0.115939679,57,0,0.062737811,11300.0,7,0,0,0,2.0
120380,0,0.049443276,77,0,0.0303269,5077.0,13,0,0,0,0.0
62860,0,0.528188725,28,0,0.195533628,3850.0,3,0,1,0,2.0
117986,0,0.160288078,31,0,0.008560728,9344.0,10,0,0,0,0.0
47509,0,0.692522991,33,0,0.697975709,3704.0,9,0,1,0,0.0
32852,0,0.304926764,28,0,0.017995766,2833.0,4,0,0,0,0.0
69914,0,0.031265972,47,0,3419.0,,8,0,2,0,3.0
10479,0,0.195226191,27,1,0.089254766,5769.0,5,0,0,0,0.0
127746,0,0.028901734,68,0,1422.0,,5,0,1,0,0.0
111088,0,0.042615165,55,0,1861.0,,5,0,1,0,
14413,0,0.396171129,71,0,0.367310012,3315.0,19,0,0,0,0.0
88156,0,0.798378912,45,0,0.678045993,7000.0,11,0,1,0,2.0
145597,0,0.9999999,35,1,0.251704391,3666.0,4,0,1,0,0.0
89566,0,0.14696835,63,0,0.375675951,9800.0,23,0,2,0,0.0
4517,0,0.081614871,49,0,0.172797585,5300.0,5,0,1,0,1.0
7694,0,0.016184175,78,0,0.057388522,5000.0,6,0,1,0,0.0
74625,0,0.0,48,0,0.425334324,2691.0,13,0,0,0,1.0
24219,0,0.016339677,54,0,0.088582284,5000.0,27,0,0,0,1.0
116955,0,0.02946331,54,0,43.0,,8,0,0,0,0.0
136644,0,0.067609922,72,0,0.021263091,3150.0,3,0,0,0,0.0
78003,0,0.008652175,44,0,7065.5,1.0,13,0,3,0,3.0
55278,0,0.301319537,42,0,0.09316257,4840.0,4,0,0,0,3.0
33931,0,0.001515991,37,0,0.335508314,4750.0,13,0,1,0,0.0
23576,0,0.0,49,0,0.0,,1,0,0,0,2.0
19584,0,0.143892233,52,1,0.591492962,13000.0,17,0,5,0,1.0
49243,0,0.383251543,27,0,0.888888889,800.0,15,0,0,0,2.0
34612,0,0.096899659,64,0,0.320382802,7000.0,33,0,1,0,0.0
141411,0,0.0,52,0,0.354823228,6250.0,11,0,2,0,0.0
59956,0,0.383948743,50,0,0.660181057,7400.0,11,0,3,0,0.0
107440,0,0.469348074,48,3,0.432427088,10114.0,6,0,1,0,1.0
7306,0,0.9999999,74,0,0.312912473,15000.0,9,0,2,0,0.0
142733,0,0.629281153,33,1,0.472624466,7250.0,13,0,2,1,3.0
51847,0,0.001027128,39,0,0.192401689,4500.0,6,0,0,0,0.0
115974,0,0.036768001,68,0,0.1739221,4800.0,6,0,1,0,0.0
110686,0,0.072347218,55,0,0.295854155,10805.0,11,0,2,0,3.0
8995,0,0.017861658,75,0,0.00689862,3333.0,7,0,0,0,0.0
93872,0,0.037672101,47,0,0.318266639,9645.0,20,0,1,0,1.0
15039,0,0.808794137,31,0,0.473233405,1400.0,5,0,0,0,0.0
97303,0,0.9999999,43,0,0.0,5333.0,0,0,0,0,2.0
46304,0,0.017862824,46,1,0.341532923,6666.0,7,0,2,0,2.0
77278,0,0.9999999,55,0,68.0,,2,0,0,0,0.0
22849,0,0.159899045,57,0,0.382102067,6916.0,8,0,1,0,0.0
110704,0,0.797424607,56,1,0.164255716,15000.0,8,0,1,0,0.0
117212,0,0.020251925,84,0,0.003999619,10500.0,11,0,0,0,0.0
44023,0,0.007338024,37,0,0.352729454,5000.0,14,0,1,0,0.0
104204,0,0.248985639,52,2,0.053747313,20000.0,14,1,0,0,2.0
125256,0,0.416858969,58,0,0.7496849,3966.0,12,0,1,0,2.0
95200,0,0.088840974,41,0,0.292819114,7700.0,7,0,1,0,3.0
34573,0,0.009327425,81,0,16.0,,5,0,0,0,0.0
68405,0,0.866133866,36,0,0.295901366,3000.0,5,0,0,3,6.0
102471,0,0.9999999,40,0,1.169025812,1200.0,5,0,1,0,2.0
73766,0,0.01039792,44,0,0.27634839,15740.0,10,0,2,0,1.0
124491,0,0.112849704,40,2,4.301499605,3800.0,20,0,1,0,2.0
75978,0,0.352794998,54,1,8151.0,,13,0,3,0,4.0
18403,0,0.476204278,61,0,0.495264819,2850.0,9,0,1,0,0.0
87132,0,0.444213895,65,0,0.052424511,10166.0,3,0,0,0,0.0
5828,0,0.868231983,32,0,1.202265911,3000.0,8,0,1,0,1.0
145745,0,0.92118416,52,3,1334.0,,6,0,0,2,0.0
139239,0,0.083558145,42,1,0.298162977,6368.0,8,0,2,0,0.0
82117,0,0.870225955,47,0,0.656750572,2184.0,5,0,1,0,0.0
82038,0,0.001678511,60,0,0.06809872,8751.0,5,0,0,0,0.0
115094,0,0.487498271,50,1,0.1868022,6000.0,7,0,1,0,0.0
5497,0,0.014940379,86,0,0.00390439,10500.0,10,0,0,0,0.0
73451,0,0.00512484,40,1,0.202891863,6500.0,6,0,1,0,0.0
36741,0,0.796168153,39,0,0.073886773,15225.0,4,0,0,0,3.0
45923,0,0.000390234,50,0,1185.0,,6,0,1,0,1.0
115701,0,0.007351153,64,1,103.0,,12,0,0,0,0.0
129108,0,0.085334696,42,0,0.55039267,4583.0,10,0,2,0,1.0
38082,0,0.024298958,69,0,0.069048254,3750.0,6,0,0,0,0.0
111324,0,0.291304944,63,0,0.594400509,11000.0,11,0,2,0,0.0
17982,0,0.330120942,36,0,0.558271031,15916.0,18,0,6,0,0.0
7021,1,0.577600659,47,0,1.035519639,5320.0,14,0,3,0,1.0
89765,0,0.858880779,25,1,0.067983004,4000.0,4,0,0,0,0.0
11929,0,0.027640351,61,1,0.370022725,10120.0,14,0,2,0,0.0
56938,0,0.0,80,0,0.291470853,10000.0,7,0,1,0,0.0
145058,0,0.433473581,61,1,0.433283358,1333.0,9,0,0,0,0.0
