,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
100431,0,0.522018037,63,0,0.295081967,5916.0,8,0,2,0,2.0
13008,0,0.0,43,0,0.072658547,16666.0,5,0,1,0,0.0
68077,0,0.261705518,51,0,0.25137989,8333.0,6,0,1,0,2.0
105608,0,0.036269727,37,0,0.395136778,6250.0,8,0,2,0,2.0
139754,0,0.208733811,47,0,0.637991508,5416.0,6,0,2,0,1.0
56842,0,0.276653105,37,0,0.59968572,5090.0,9,0,2,0,3.0
27995,0,0.217753437,61,0,0.28043048,16167.0,13,0,2,0,2.0
68999,0,0.887690591,36,5,0.442889278,4000.0,11,0,0,2,0.0
25948,0,0.001585743,70,0,0.111239347,11263.0,13,0,1,0,1.0
74642,0,0.13156584,27,0,0.2818749,6250.0,7,0,2,0,0.0
130009,0,0.396622015,69,2,0.417177914,2770.0,4,0,1,0,1.0
116548,0,0.504269809,31,0,0.618074478,2201.0,7,0,1,0,0.0
58567,0,0.022951822,62,0,0.19266131,12072.0,11,0,1,0,0.0
66545,0,0.038848251,66,0,0.252300475,16626.0,17,0,1,0,0.0
125933,0,0.023530283,58,0,28.0,,3,0,0,0,0.0
79650,0,0.072859679,51,1,0.060911381,4366.0,6,0,0,0,3.0
3237,0,0.469000729,60,0,0.207827453,7000.0,6,0,0,0,1.0
145601,0,0.288179979,37,0,1.866096866,701.0,7,0,0,0,0.0
21530,0,0.002922036,55,0,0.005238345,3817.0,19,0,0,0,1.0
102142,0,0.018280515,91,0,39.0,0.0,7,0,0,0,0.0
52591,0,0.9999999,49,0,0.555463347,3614.0,2,0,2,0,3.0
58510,0,0.870967742,50,0,0.296361399,11377.0,12,0,1,0,0.0
99738,0,0.072116563,50,0,0.423995753,5650.0,25,0,1,0,2.0
147250,0,0.9999999,61,0,0.0,6892.0,0,0,0,0,0.0
135857,0,0.9999999,23,0,0.229808493,1200.0,1,0,0,0,0.0
98308,0,0.089290193,47,0,2.051532652,2250.0,18,0,2,0,3.0
22010,0,0.058172648,52,0,0.129441967,7400.0,6,0,1,0,1.0
144029,0,0.383978708,33,0,1593.0,,9,0,1,0,2.0
51180,0,0.243254774,47,0,2.307455803,1300.0,11,0,2,0,0.0
56725,0,0.489976099,52,0,0.837427423,2238.0,6,0,1,0,0.0
117477,0,0.022879542,59,0,0.165229346,8000.0,8,0,2,0,1.0
87461,0,0.213683759,30,0,0.00992332,4433.0,6,0,0,0,0.0
92748,0,0.113350932,27,0,0.014996251,4000.0,4,0,0,0,0.0
8606,0,0.131929944,52,0,0.430411593,9936.0,14,0,3,0,0.0
18981,0,0.0,41,0,2269.0,,6,0,2,0,3.0
50412,0,0.9999999,30,0,0.145194274,4400.0,4,0,0,0,1.0
101304,1,0.531490869,44,0,0.373803742,7000.0,10,0,2,0,5.0
26734,0,0.208346066,77,0,0.417473809,5058.0,8,0,1,0,2.0
117614,0,0.269272246,59,0,0.620088352,4300.0,12,0,2,0,0.0
148251,0,0.109444596,69,0,363.0,,9,0,0,0,0.0
35007,0,0.938428875,29,0,0.691744509,3960.0,14,0,2,0,2.0
102900,0,0.563487195,67,0,0.236202759,6667.0,9,0,0,0,0.0
13366,0,0.13827913,44,0,0.305761099,3783.0,2,0,1,0,3.0
141843,1,1.039456937,60,3,0.331183441,6666.0,14,1,2,0,1.0
69519,0,0.298077994,48,0,3960.0,,17,0,2,0,0.0
117232,0,0.049372815,54,0,0.5484394,4933.0,18,0,2,0,0.0
50303,0,0.000444432,65,0,0.00709563,6200.0,6,0,0,0,0.0
93892,0,0.354396964,50,2,0.364196685,7300.0,13,1,2,0,2.0
147374,0,0.0,62,0,0.065706753,4930.0,9,0,0,0,0.0
90977,0,0.135076961,70,0,0.380945579,7000.0,11,0,2,0,0.0
73330,0,0.9999999,52,0,791.0,,4,0,0,0,0.0
143838,0,0.013940766,78,0,0.013662113,3000.0,7,0,0,0,0.0
10013,1,0.929071395,47,2,0.378209743,4166.0,8,0,1,0,3.0
11319,0,0.0,26,0,0.0,,5,0,0,0,0.0
118133,0,0.0,63,0,551.0,,4,0,0,0,0.0
40258,1,0.981006331,24,1,0.01223951,25000.0,6,0,0,0,0.0
54455,0,0.0,31,0,0.0537514,6250.0,4,0,0,0,0.0
102268,0,0.03569643,36,0,0.455572944,5750.0,4,0,1,0,0.0
95934,0,0.672425509,47,0,0.525891658,6700.0,9,0,2,0,1.0
126005,0,0.12419586,63,0,0.401473297,3800.0,4,0,1,0,1.0
141879,0,0.008786852,80,0,0.046777361,5600.0,6,0,0,0,0.0
45049,0,0.175641893,58,0,0.152256516,15000.0,14,0,2,0,0.0
135767,0,0.0,53,0,0.057333562,5842.0,6,0,0,0,0.0
15873,0,0.112449771,65,0,0.538602101,19700.0,13,0,3,0,0.0
91983,0,0.020907629,66,0,0.420283806,2395.0,16,0,0,0,0.0
58087,0,0.208992057,65,0,0.922415517,5000.0,7,0,2,0,0.0
75833,0,0.107368097,26,0,752.0,0.0,8,0,0,0,0.0
89147,0,0.287315044,56,0,0.348510099,15000.0,36,0,3,0,1.0
94497,0,0.106979573,68,0,0.235203858,4561.0,5,0,1,0,0.0
148812,0,0.027593501,70,0,0.121374866,1861.0,3,0,0,0,0.0
70738,0,0.711641791,68,0,0.328917771,4000.0,9,2,1,0,1.0
77585,0,0.222637323,59,0,0.625973694,7830.0,11,0,1,0,0.0
4719,0,0.082897878,48,0,1809.0,,6,0,1,0,0.0
112740,0,0.117328445,48,1,4103.0,,7,0,2,0,0.0
91565,0,0.018665016,43,0,0.73157092,5900.0,9,0,1,0,7.0
54398,1,0.309373254,54,1,4369.0,,16,0,2,0,0.0
4706,0,0.9999999,21,98,0.0,2000.0,0,98,0,98,0.0
108294,0,0.303389861,47,1,3.570074394,8333.0,33,0,13,0,0.0
92407,0,0.109551432,48,1,0.247468076,9083.0,24,1,1,0,4.0
2748,0,0.02389662,53,0,0.395405447,6572.0,13,0,1,0,3.0
61778,0,0.0,41,0,0.144525547,3424.0,4,0,0,0,1.0
73855,1,0.026513151,67,0,460.0,,9,0,0,0,
10588,1,0.071503031,65,0,0.410103491,5700.0,9,0,2,0,1.0
118024,0,0.24252178,39,0,0.781867757,4400.0,7,0,2,0,1.0
47173,0,0.129094692,62,0,14136.0,,29,0,17,0,0.0
3875,0,0.499807707,38,0,0.288719785,6701.0,8,0,2,0,2.0
68237,0,0.151178077,68,0,0.120986557,9000.0,12,0,2,0,1.0
97829,0,0.9999999,39,0,3.139088729,1250.0,7,0,2,0,0.0
71943,0,0.02081185,68,0,0.157238585,12833.0,5,0,1,0,1.0
59131,0,0.262054311,38,0,0.347154874,10104.0,7,0,2,0,3.0
38378,0,0.1844727,56,0,0.376834382,1907.0,11,0,0,0,4.0
27448,0,0.9999999,50,1,402.0,,3,0,0,0,4.0
132849,0,0.012171145,30,0,1.150866463,1961.0,8,0,1,0,0.0
53570,0,0.015974542,49,0,0.037468776,1200.0,11,0,0,0,0.0
128624,0,0.172026644,50,6,0.411313281,8078.0,20,0,2,0,3.0
113296,0,0.00257781,92,0,0.001332889,3000.0,6,0,0,0,0.0
51334,0,0.052350095,63,0,0.022036609,5626.0,6,0,0,0,1.0
81251,0,0.276641145,58,0,0.291114058,4523.0,3,0,1,0,0.0
111807,0,0.9999999,39,0,0.048475762,2000.0,1,0,0,0,1.0
60658,0,0.358782095,37,0,0.556424846,4217.0,4,0,1,0,3.0
71678,0,0.052912274,49,0,0.304316286,5513.0,9,0,1,0,2.0
91792,0,0.126158623,31,0,0.101974506,4000.0,11,0,0,0,2.0
20828,0,0.0,38,0,0.390585642,6351.0,8,0,1,0,4.0
28637,0,0.450454651,40,0,0.456613961,7778.0,18,0,2,0,2.0
33781,1,0.90708209,50,7,1.07261247,3800.0,8,2,1,2,4.0
94824,0,0.001530031,74,0,0.598480304,5000.0,18,0,1,0,0.0
108263,0,0.101422958,56,0,0.439550082,15913.0,17,0,1,0,3.0
24248,0,0.045179006,51,0,0.005031933,5166.0,2,0,0,0,0.0
140752,0,0.017885022,45,0,1950.0,,10,0,1,0,0.0
38121,0,0.147318544,49,1,0.484667627,4858.0,8,0,1,0,0.0
67474,0,0.029035719,34,1,0.121687831,10000.0,14,0,0,0,0.0
81593,0,0.027844204,60,0,0.278520135,11000.0,10,0,3,0,0.0
33029,0,0.08810762,71,0,0.06742215,10500.0,16,0,1,0,0.0
62004,0,0.016558337,63,0,0.006397441,2500.0,3,0,0,0,0.0
58713,0,0.9999999,38,0,0.0,,0,0,0,0,0.0
69511,0,0.002661609,45,0,0.54680282,4112.0,11,0,1,0,2.0
79860,0,0.331382505,46,0,0.296703297,8735.0,8,0,2,0,2.0
134315,0,0.405189621,25,0,0.133993148,2626.0,2,0,0,0,0.0
36072,0,0.337808584,63,0,0.497240221,4166.0,13,0,2,0,0.0
97698,0,0.169821229,44,0,0.103965345,3000.0,4,0,0,0,0.0
6506,0,0.9999999,60,0,0.042954265,3235.0,0,2,0,0,2.0
147685,0,0.271586331,48,0,0.183501875,8800.0,8,0,0,0,1.0
57628,0,0.565420723,54,2,0.297542651,19166.0,22,0,2,0,0.0
107755,1,0.785764956,63,1,370.0,,3,0,0,0,0.0
102164,0,6726.0,43,0,2.823035393,1666.0,6,0,2,0,3.0
7123,0,0.034881669,45,0,0.070563739,38900.0,5,0,1,0,2.0
63406,0,0.9999999,76,0,0.332472294,12000.0,3,0,1,0,0.0
31111,0,0.841031794,55,0,0.159525379,3033.0,2,0,0,0,0.0
25891,0,0.130569913,31,1,0.508994004,1500.0,12,0,1,0,0.0
49429,0,0.044850875,56,0,78.0,,9,0,0,0,
24585,0,0.040965301,72,0,0.003740157,10159.0,5,0,0,0,0.0
148148,0,0.000909067,67,0,0.188981102,10000.0,7,0,2,0,0.0
17817,1,0.9999999,70,6,0.606926098,2800.0,6,2,1,0,1.0
107214,0,0.261978058,58,0,0.145967258,35000.0,11,0,2,0,2.0
130272,0,0.015774916,37,0,0.337787474,11000.0,16,0,3,0,2.0
38167,0,0.049442918,84,0,0.00939812,5000.0,4,0,0,0,1.0
12414,0,0.896808255,57,0,0.012212288,50440.0,5,0,0,0,1.0
125966,0,0.073638163,50,0,0.250641805,7400.0,6,0,1,0,0.0
336,0,0.0,55,1,0.388320836,4400.0,4,0,2,0,1.0
72396,0,0.429697574,44,0,0.093202458,10900.0,5,0,0,0,3.0
21846,0,0.010964688,66,0,0.141691883,7600.0,17,1,1,0,0.0
88702,0,0.193367709,72,0,0.37569908,11085.0,13,0,2,0,3.0
89627,0,0.02039898,46,0,0.667525773,2715.0,7,0,1,0,2.0
43688,0,0.257028573,48,0,0.242548077,4159.0,9,0,0,0,3.0
121076,0,0.180170123,62,0,0.232989064,9875.0,12,0,1,0,2.0
63698,0,0.430133232,61,0,3019.0,,9,0,3,0,0.0
16775,0,0.001504648,71,0,0.353529234,3300.0,6,0,1,0,0.0
136209,0,0.021287556,61,0,52.0,,13,0,0,0,0.0
145870,0,0.32966919,54,0,0.114949178,12100.0,11,0,0,0,0.0
112575,0,0.368208032,70,0,0.541865024,3570.0,11,0,1,0,0.0
101075,0,0.9999999,25,0,0.0,4665.0,0,0,0,0,0.0
65423,0,1.435188271,50,1,0.169766047,5000.0,3,3,0,0,0.0
106802,0,0.441101658,30,0,0.157004831,3725.0,8,0,0,0,1.0
116585,0,0.180306423,38,0,3386.0,,6,0,1,0,0.0
97675,0,0.710578842,26,0,0.834355828,651.0,3,0,0,0,0.0
101377,0,0.445263422,43,0,0.194561088,5000.0,12,0,0,0,3.0
144840,1,0.0,34,0,0.358230428,8340.0,11,0,3,0,0.0
103209,0,0.884679862,60,0,0.877853691,6000.0,12,0,2,0,0.0
93662,0,0.055698877,64,0,0.149434091,11750.0,6,0,2,0,0.0
31456,1,0.501868639,47,0,1.686971235,6500.0,16,0,3,0,1.0
68362,0,0.042930471,38,0,0.268964189,5193.0,7,0,1,0,2.0
1679,0,0.903123346,47,0,0.342544069,8395.0,8,0,2,0,0.0
47785,0,0.186159183,43,0,0.047658724,6000.0,10,0,0,0,0.0
42092,0,0.9999999,28,0,0.379666402,1258.0,4,0,0,1,0.0
145837,0,0.063598651,63,0,0.217391304,2000.0,9,0,0,0,1.0
59644,0,0.01574757,84,0,0.056072416,3976.0,5,0,1,0,0.0
69713,0,0.004453261,51,0,3.0,,1,0,0,0,0.0
68495,0,0.307419787,60,0,0.402353379,21500.0,27,0,6,0,0.0
118763,0,1.017964072,38,0,319.0,,2,0,0,1,0.0
96151,0,0.014438039,45,0,0.328773888,20250.0,12,0,3,0,2.0
7411,0,0.9999999,56,0,0.7236404,900.0,2,0,1,0,0.0
42838,0,0.286793612,41,0,0.228554289,5000.0,10,0,1,0,0.0
101317,0,0.586703683,71,3,0.579684063,5000.0,14,0,1,0,0.0
52827,0,0.9999999,37,0,0.004051317,1480.0,1,0,0,0,2.0
71128,0,0.9999999,74,0,0.082229443,4000.0,2,0,1,0,0.0
13195,0,0.578023655,55,2,0.196838396,10500.0,7,0,1,0,0.0
11273,0,0.312585189,41,1,0.368441101,10500.0,11,0,2,0,0.0
35950,1,0.71127406,59,2,0.509535271,5400.0,4,0,1,0,1.0
16636,0,0.099889012,47,0,0.056471764,2000.0,3,0,0,0,3.0
109800,0,0.042808657,72,0,0.21054226,3300.0,13,0,0,0,1.0
56001,0,0.707742773,40,0,0.381984241,5583.0,11,0,1,0,3.0
67488,0,0.04475079,56,0,51.0,,4,0,0,0,0.0
27673,0,0.112303263,54,0,0.400530504,4900.0,10,0,1,0,4.0
39140,0,0.19916856,66,0,0.392980936,2307.0,13,0,0,0,0.0
26110,0,0.631032494,43,1,0.363545485,3000.0,7,0,0,0,0.0
7648,0,0.018410333,33,0,0.004951909,10500.0,13,0,0,0,0.0
52113,0,0.550418324,83,0,0.312797336,4203.0,10,0,0,0,0.0
144002,0,0.441586028,59,0,0.564645492,3116.0,14,0,2,0,1.0
24779,0,0.024144806,37,0,0.280245934,10083.0,11,0,2,0,2.0
63315,0,0.9999999,40,1,0.10302722,3930.0,2,1,0,0,2.0
22222,0,0.015080978,81,0,975.0,,4,0,1,0,0.0
39664,0,0.791540282,63,0,0.477654901,6600.0,10,0,0,0,1.0
5303,0,0.239166965,68,0,0.182084777,3750.0,5,0,0,0,0.0
98642,0,0.355149045,41,1,1.180935875,2884.0,11,0,1,0,2.0
42744,0,0.01626805,45,1,0.084718208,11071.0,9,0,1,0,1.0
51886,0,0.01615029,88,0,35.0,,12,0,0,0,
79099,0,0.052147393,38,0,0.005165806,6000.0,3,0,0,0,0.0
9186,0,0.9999999,46,6,0.451462669,6870.0,6,0,2,0,4.0
564,0,0.622524722,43,0,0.353883732,10234.0,8,0,1,0,0.0
7075,0,0.000481921,67,0,0.546451512,6382.0,10,0,2,0,0.0
21252,0,0.9999999,28,0,0.189873418,1500.0,1,0,0,0,0.0
58627,0,0.210631561,25,0,0.678440926,820.0,5,0,0,0,0.0
59471,0,0.033214461,40,0,0.164604424,5333.0,5,0,0,0,0.0
99118,0,0.471919531,65,0,0.557207327,11300.0,12,0,2,0,1.0
103190,0,0.04304152,33,0,0.118673647,4583.0,9,0,0,0,0.0
98245,0,0.918163673,63,0,0.017362083,3570.0,4,0,0,0,0.0
22634,0,0.9999999,76,4,7263.0,,9,1,3,0,0.0
103362,0,0.013337572,68,0,719.0,,11,0,1,0,0.0
143598,0,0.447042874,43,1,0.550483172,3000.0,4,0,1,0,0.0
126563,0,0.879506694,29,1,0.404840033,2437.0,6,0,0,0,1.0
42231,0,0.050294317,55,0,0.205518554,4203.0,9,0,0,0,0.0
114185,0,0.414405494,61,0,1.161170385,6185.0,20,0,2,0,0.0
22594,0,0.182632695,62,0,4152.0,,4,0,2,0,0.0
45668,0,0.055148173,39,2,0.430975038,7250.0,15,0,5,0,1.0
64406,0,0.797721515,50,0,0.476196215,8296.0,13,0,0,0,5.0
132773,0,0.044043028,61,0,1758.0,,6,0,1,0,2.0
5175,0,0.0,44,0,0.456423929,6000.0,6,0,1,0,0.0
42686,0,0.9999999,50,1,0.16091954,2000.0,1,0,0,1,2.0
14264,0,0.438164404,68,0,0.310140788,4900.0,6,0,1,0,1.0
122534,0,0.173150016,32,0,0.160881175,4493.0,14,0,0,0,0.0
79597,0,0.732394595,54,2,0.443452827,13333.0,10,0,2,0,2.0
73539,0,0.013759843,79,0,0.0069986,5000.0,7,0,0,0,0.0
83407,0,0.9999999,38,0,0.307651293,3750.0,4,0,2,0,0.0
68031,0,0.168460839,45,0,0.191269577,3000.0,9,0,0,0,2.0
63094,0,0.447105788,29,0,0.219356708,3450.0,4,0,0,0,2.0
22054,0,0.557937521,69,0,0.257880202,10500.0,12,0,1,0,0.0
91898,0,0.472590562,68,0,0.324398001,2200.0,5,0,1,0,0.0
37151,0,0.061014015,67,0,0.29512587,5600.0,8,0,1,0,0.0
72928,0,0.157140051,62,0,0.21108469,5466.0,10,0,2,0,0.0
24411,0,0.081616037,67,0,0.442246331,3133.0,11,0,2,0,0.0
5755,0,0.401915785,56,3,0.314114314,6000.0,14,0,1,0,0.0
42421,0,0.028317735,52,0,0.032048442,6770.0,3,0,0,0,1.0
57582,0,0.200250419,47,2,0.647412873,10300.0,12,0,1,0,0.0
116619,0,0.0,88,1,0.0,,5,0,0,0,
73495,1,0.997818578,25,0,2637.0,,10,0,1,0,1.0
112902,0,0.603536329,60,0,3213.0,,11,0,3,0,1.0
102443,0,0.298189556,49,0,0.136580201,17000.0,19,0,0,0,1.0
76771,0,0.0,51,0,0.253889235,3213.0,8,0,1,0,0.0
55532,0,0.122155148,77,0,219.0,,6,0,0,0,0.0
134852,0,0.615746181,33,0,0.191644248,6318.0,8,0,0,1,3.0
10391,0,0.42481418,49,2,1104.0,,10,0,0,0,3.0
41400,0,0.001799949,41,0,659.0,,3,0,0,0,1.0
135295,0,0.171772056,50,1,0.478592375,5114.0,13,0,1,0,2.0
50716,0,0.745149819,33,0,0.593057851,3024.0,7,0,0,0,0.0
1673,0,0.850299401,41,0,1845.0,,3,0,0,0,0.0
79826,1,0.164732976,61,3,0.369371598,8083.0,23,0,1,1,0.0
148980,0,0.0,34,0,0.104792094,5362.0,3,0,0,0,4.0
12488,0,0.005112092,45,0,0.319116444,18334.0,13,1,1,1,2.0
8748,0,0.603284262,49,0,0.525951557,8958.0,18,0,2,0,0.0
134636,0,0.121373594,73,0,0.764606266,1180.0,9,0,1,0,0.0
124567,0,0.08967093,64,0,0.105983695,6500.0,6,0,0,0,0.0
114128,0,0.923173073,66,0,0.644154954,5833.0,9,0,1,0,0.0
64634,0,0.936412246,61,0,0.230235969,7500.0,11,0,2,0,0.0
86336,0,0.026887893,59,0,20.0,,2,0,0,0,0.0
94464,1,0.010352118,60,0,0.17574124,3709.0,6,0,0,0,0.0
136097,0,0.00179994,70,0,1.0,,2,0,0,0,0.0
142264,0,0.371959178,62,0,0.464568298,11500.0,18,0,4,0,1.0
96183,0,0.11305702,51,0,0.180344261,14000.0,12,0,2,0,3.0
79332,0,0.007822095,82,0,0.002333841,9854.0,9,0,0,0,0.0
141769,0,0.030386527,61,0,0.201449638,4000.0,7,0,1,0,0.0
73791,0,0.9999999,27,0,526.5,1.0,2,0,0,0,1.0
90606,0,0.9999999,56,0,0.0,,1,0,0,0,0.0
86344,0,0.007013402,83,1,3.0,,3,0,0,0,0.0
31737,0,0.138438881,51,0,0.118415994,2600.0,4,0,0,0,0.0
127297,0,0.980769847,48,1,0.531312592,7488.0,5,0,2,0,3.0
142252,0,0.9999999,82,1,1.556977209,2500.0,5,0,3,1,0.0
28636,0,0.771045791,29,2,0.308676529,2500.0,6,1,2,0,3.0
70380,0,0.830339321,31,0,0.207136091,3166.0,6,0,0,0,0.0
23560,0,0.996667407,41,0,0.15004122,2425.0,5,0,0,0,0.0
15497,0,0.0030062,32,0,950.0,,8,0,0,0,0.0
32682,0,0.02985629,85,0,0.134484067,5271.0,7,0,1,0,0.0
51245,0,0.379060591,48,0,1.016068559,1866.0,4,1,1,0,0.0
147770,0,0.697413583,63,0,0.175214811,11288.0,12,0,1,0,3.0
18332,0,0.0,75,1,0.143405013,7300.0,5,0,1,0,0.0
26225,0,0.0,55,0,0.947473737,1998.0,7,0,1,0,1.0
41227,0,0.008455844,79,0,0.001142748,10500.0,8,0,0,0,0.0
24072,0,0.391184353,51,0,1782.0,0.0,6,0,1,0,3.0
148287,1,1.14122644,31,1,0.130697674,4299.0,5,0,0,0,0.0
10100,0,0.229208345,48,0,0.344846392,5500.0,5,0,2,0,1.0
140846,0,0.965344885,24,1,0.021494626,4000.0,3,0,0,0,2.0
19463,0,0.025336432,77,1,0.016005122,1561.0,4,0,0,0,0.0
75606,0,0.034660724,50,0,0.258484745,5833.0,7,0,1,0,0.0
9441,0,0.389757711,46,1,0.136920339,9552.0,11,0,0,0,2.0
104218,0,0.265648374,58,0,0.26467187,6917.0,5,0,1,0,2.0
57059,0,0.337986139,48,0,0.330733463,6666.0,13,0,1,0,0.0
104807,0,0.570229656,74,0,2.330223259,3000.0,11,0,0,0,0.0
148772,0,0.059020135,59,0,0.033040785,1936.0,8,0,0,0,0.0
92764,0,0.204847388,36,0,0.898431552,6566.0,6,0,2,0,2.0
78331,0,0.0,42,0,0.000576701,1733.0,7,0,0,0,0.0
99889,0,0.083396986,39,0,451.0,,3,0,0,0,0.0
29200,0,0.060226136,66,0,0.172965407,5000.0,3,0,1,0,0.0
10279,0,0.167629472,27,0,0.784719743,2800.0,11,0,1,0,0.0
36562,0,0.449421706,44,1,0.349107712,6275.0,13,0,1,0,4.0
60402,0,0.040051889,44,0,1.35071708,2300.0,4,0,1,0,2.0
13054,0,0.622430068,54,0,0.483172276,3000.0,8,0,1,0,1.0
60135,0,0.341633004,34,0,0.423384168,1376.0,6,0,0,0,2.0
103026,0,0.376663006,56,1,0.416134797,7833.0,20,0,1,1,0.0
71444,0,0.86080696,39,0,0.161307327,3793.0,6,0,0,0,0.0
91808,0,0.043721123,30,0,19.0,,4,0,0,0,
116812,0,0.402624874,40,0,0.454916123,8583.0,9,0,2,0,1.0
103729,0,0.065550794,62,0,0.097731239,4583.0,5,0,1,0,3.0
29702,0,0.214889256,65,0,0.312365795,15833.0,4,0,3,0,0.0
88990,0,0.8712259,45,1,0.09088874,8933.0,9,0,0,1,1.0
11409,0,0.406665493,39,2,0.463765797,6250.0,11,0,1,0,2.0
34547,0,0.407097272,63,0,0.488627843,4000.0,9,1,2,0,1.0
26322,0,0.618583153,64,0,0.139547803,18000.0,9,0,1,0,1.0
79387,0,0.900420816,40,1,0.131174452,6700.0,6,1,0,0,1.0
21822,0,0.717588238,77,1,434.0,,2,0,0,0,0.0
60916,0,0.00687404,78,0,0.004665112,3000.0,4,0,0,0,0.0
111634,0,0.329519969,67,0,2548.0,,6,0,1,0,0.0
85743,0,0.003066931,65,0,0.305949008,6000.0,8,0,1,0,0.0
17564,0,0.087492647,34,0,0.377998629,2917.0,8,0,1,0,0.0
34804,0,0.094131239,78,0,0.257000903,2213.0,19,0,1,0,0.0
111929,0,0.091339644,51,0,0.113528855,12683.0,15,0,1,0,0.0
145048,0,0.0,34,0,0.169207698,4000.0,6,0,0,0,1.0
5730,0,0.0,80,0,0.826263172,3700.0,13,0,2,0,0.0
15319,0,0.110966493,60,0,0.61978687,7600.0,17,0,2,0,0.0
66233,0,0.487300804,69,0,0.299228944,6743.0,9,0,1,0,3.0
4958,0,0.257241157,69,1,0.288913774,6250.0,11,0,0,0,0.0
54946,0,0.946795647,43,0,0.154379416,7500.0,5,0,0,0,0.0
9956,0,0.132594696,34,0,0.217002031,10833.0,11,0,1,0,2.0
56762,0,0.003469246,105,0,2.0,,4,0,0,0,
71616,0,0.293705222,59,0,1070.0,,8,0,0,0,0.0
90858,0,0.3745326,45,0,0.87115883,2700.0,13,1,3,0,0.0
33821,1,0.024127851,69,0,0.423622413,4300.0,16,0,1,0,2.0
29524,0,0.030807986,36,1,0.278980014,7254.0,7,0,2,0,0.0
96292,0,0.05484873,40,0,0.084323583,4375.0,10,0,0,0,0.0
84996,1,0.9999999,31,0,0.0,,0,0,0,0,
60859,0,0.0,48,0,0.241925777,4984.0,7,0,1,0,1.0
69650,0,0.737262737,23,0,0.20952381,1679.0,4,0,0,0,0.0
119981,0,0.0,37,0,0.766243752,2600.0,7,0,1,0,1.0
16090,0,0.386900375,80,0,3248.0,,10,0,1,0,0.0
91905,0,0.018345448,65,0,0.001624797,8000.0,3,0,0,0,0.0
125715,0,0.9999999,24,0,0.135895033,3200.0,1,0,0,0,0.0
46414,0,0.0,33,0,2308.0,,10,0,3,0,
148313,0,0.066535781,65,0,92.0,,9,0,0,0,0.0
89009,0,0.0,64,0,0.116895484,12600.0,15,0,1,0,0.0
81532,0,0.0,44,1,0.370099761,7116.0,3,0,1,0,2.0
88962,0,0.188098612,33,0,0.282994721,6250.0,12,0,0,0,6.0
68651,0,0.680340478,32,0,0.144463884,4000.0,6,0,0,0,0.0
7326,0,0.242332303,55,0,0.39373481,11108.0,20,0,4,0,0.0
74855,0,0.462076184,39,0,0.22124219,2720.0,5,0,0,0,0.0
70846,0,0.03861162,58,4,1292.0,,10,0,1,0,
135656,0,0.220212908,28,1,0.317569223,4080.0,22,0,0,0,0.0
142467,0,0.02887564,78,0,0.0089982,5000.0,8,0,0,0,1.0
99823,0,0.114199272,55,1,0.685940594,2524.0,11,0,4,0,2.0
39274,0,0.073968362,45,0,0.312977099,9300.0,11,0,2,1,3.0
98582,0,0.093004734,57,0,0.255667946,8600.0,9,0,2,0,1.0
65113,0,0.003076686,40,0,0.000374953,2666.0,1,0,0,0,0.0
68568,0,0.021633364,62,1,0.006218905,5627.0,12,0,0,0,0.0
128888,0,0.0,73,0,0.0,,3,0,0,0,0.0
8717,0,0.185523096,88,0,0.229787234,2819.0,9,0,1,0,0.0
99638,1,0.228121705,39,0,0.572453372,2090.0,6,0,1,0,1.0
40038,1,0.466800284,46,2,3165.0,,13,0,2,0,0.0
81333,0,0.091810685,54,0,0.329445092,6000.0,12,0,1,0,0.0
83205,0,0.0,51,1,0.383154211,4000.0,13,1,2,0,0.0
109221,0,0.577829738,59,0,0.365795918,12249.0,13,0,2,0,0.0
120202,0,0.036266724,60,0,0.165723847,12550.0,8,0,1,0,0.0
71904,0,0.0,31,0,0.332202979,8256.0,9,0,2,0,0.0
32027,0,0.105669964,61,0,665.0,,5,0,0,0,0.0
52375,0,0.139689915,35,1,0.863568216,2000.0,12,0,2,2,3.0
81728,0,0.010363367,77,0,12.0,,3,0,0,0,0.0
107448,0,0.005574532,72,0,0.189115841,7000.0,15,0,2,0,1.0
25735,0,0.068745703,74,0,0.051827034,9550.0,7,0,0,0,1.0
74184,0,0.061839346,42,0,2593.0,,10,0,2,0,3.0
21824,0,0.034487244,58,1,0.727989488,5326.0,11,0,3,0,1.0
130472,0,0.505091179,48,0,0.766170169,4900.0,13,0,1,0,0.0
70069,0,0.225324763,63,0,0.334483276,20000.0,12,0,3,0,1.0
12171,0,0.200490849,84,0,230.0,,2,0,0,0,0.0
36223,0,0.024108172,46,0,0.177164567,5000.0,9,0,1,0,0.0
42979,0,0.823627288,32,0,0.08041958,857.0,4,0,0,0,0.0
11715,0,0.758888116,43,0,0.617377834,7100.0,9,0,1,0,2.0
111243,0,0.0,57,1,0.252606255,2493.0,4,0,0,0,0.0
97705,0,0.817217804,66,0,0.522173802,3900.0,7,0,1,0,0.0
5928,0,0.161572711,55,0,0.26802097,1525.0,5,0,0,0,1.0
