"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
116571,0,0.544439056,51,1,0.471451402,6882,10,0,1,0,3
40224,0,0.181511333,40,0,0.471451266,10700,13,0,4,0,1
101085,0,0.181676605,39,0,0.471444569,6250,11,0,2,0,0
68080,0,0.704591673,63,0,0.47144107,8000,9,0,1,0,0
69677,0,0.562608736,42,0,0.471403813,7500,16,0,2,0,1
93154,0,0.067346808,47,1,0.471398305,5663,11,0,2,0,1
8411,0,0.094164652,67,0,0.471388102,3529,11,0,1,0,0
35298,0,0.601535052,31,0,0.471387131,7583,11,0,2,0,0
121179,0,0.207018902,45,0,0.471383047,7844,6,0,2,0,0
95861,0,0.059611804,43,0,0.47137869,9450,13,0,3,0,0
106166,0,0.732564359,42,0,0.471370968,7439,9,0,1,0,0
140329,0,0.129700666,36,0,0.471338793,5250,9,0,1,0,0
124896,0,0.081838363,66,0,0.471315846,4688,6,0,2,0,0
3253,0,0.726609372,45,0,0.471305739,5000,5,0,1,0,1
83690,0,0,48,0,0.471305739,5000,5,0,1,0,1
66157,0,0.172545686,69,0,0.471293916,3500,10,0,2,0,0
22316,0,0.610799169,51,0,0.471290323,6199,9,1,1,0,4
35011,0,0.094565311,56,0,0.471280969,9000,19,0,2,0,0
141477,0,0.938359152,70,0,0.471273604,7466,19,0,0,0,0
18771,0,0.020621178,58,0,0.471264368,8003,9,0,3,0,1
99754,0,0.246279317,32,0,0.471254791,6000,8,0,1,0,1
61442,0,0.453770639,39,0,0.471254791,6000,11,0,2,0,0
80755,0,0.470391104,57,0,0.471244548,9858,16,0,2,0,0
78300,0,0.417516497,44,1,0.471234224,6100,9,0,2,0,2
29328,0,0.524205982,53,0,0.471228616,4500,10,0,1,0,2
77413,0,0.402199725,29,0,0.471208435,1232,5,0,0,0,0
83094,0,0.131105092,58,0,0.471191792,3800,9,0,2,0,0
131001,0,0.171024247,58,0,0.471174569,7423,10,0,2,0,1
51491,0,0.789012411,34,0,0.471173544,6833,11,0,2,0,1
111129,1,0.023460787,53,0,0.471168831,9624,7,1,3,0,0
121704,0,0.361570624,56,0,0.471149478,2200,5,0,3,0,0
125615,0,0.682850702,65,0,0.471149478,2200,9,0,1,0,1
89111,0,0,71,0,0.471128341,4900,12,0,1,0,0
5945,0,0.9999999,31,0,0.471128341,4900,3,0,2,0,0
148099,0,0.9999999,64,0,0.471122112,3635,5,0,1,0,0
11974,0,0.334505895,36,0,0.471097129,2542,5,0,1,0,1
95728,0,0.097773938,61,0,0.47107438,3024,17,0,1,0,0
145416,0,0.245835236,54,1,0.471013445,6916,16,0,2,0,0
25990,0,0,29,1,0.471008283,3500,8,0,1,0,0
63129,0,0.152906002,53,0,0.471006443,4500,12,0,2,0,2
80346,0,0.366425343,65,0,0.470982892,8942,12,0,1,0,1
20993,1,0.271643215,39,3,0.470962323,8333,13,0,2,0,3
10374,0,0.9999999,36,0,0.47095678,9416,9,0,4,0,3
144092,0,0,61,0,0.470955353,2082,3,0,1,0,0
65314,0,0.004207341,67,0,0.470953796,3700,14,0,3,0,0
137311,0,0.500054221,77,0,0.470922882,4745,9,0,1,0,0
68822,0,0.032965271,73,0,0.470921513,6000,6,0,2,0,0
95827,0,0.011513011,35,0,0.470905819,5000,9,0,1,0,0
190,0,0.714980139,55,0,0.47090194,15000,12,0,2,0,3
139568,0,0.719342828,51,0,0.470899471,1700,11,0,0,0,0
15429,0,0.051433826,46,0,0.470882279,4000,5,0,1,0,3
65945,0,0.076452229,70,0,0.470865418,8700,14,0,2,1,2
88225,1,0.838301114,41,1,0.470856669,4820,6,0,1,0,0
130560,0,0.754163891,70,3,0.470846645,2503,6,0,1,0,0
5655,0,0.062468537,43,0,0.47082525,6700,8,0,3,0,1
120056,0,1.005960551,53,4,0.470822126,8550,8,0,1,0,0
117072,0,0.834636994,66,0,0.470806139,11337,13,0,2,0,0
67217,0,0.364443941,77,0,0.470804671,6250,13,0,3,0,0
49328,0,0.137098402,62,0,0.470750904,4700,13,0,3,0,1
149294,0,0.011409891,56,0,0.470730821,8250,20,0,3,0,0
97344,0,0.168406519,55,0,0.470725389,3859,9,0,1,0,1
69326,0,0.098940457,24,0,0.470623864,1650,5,0,0,0,0
139438,0,0.775096735,51,0,0.470609242,14000,9,0,4,0,1
129027,0,0.10531281,46,0,0.470596571,7056,15,0,2,0,1
84762,0,0.272747504,38,0,0.47056998,9666,9,0,2,0,0
87222,0,0.382649988,45,0,0.470546386,7027,10,0,1,0,1
149332,0,0.057442866,42,0,0.470527404,2900,14,0,1,0,1
8515,1,0.105212043,48,1,0.470512269,4645,10,0,2,0,2
72546,0,0,38,0,0.470505899,5000,5,0,2,0,0
72680,0,0.228197507,49,0,0.470505899,5000,10,0,2,0,2
64464,0,0.866742217,43,1,0.470496491,3846,3,0,1,0,2
94182,0,0.347427883,37,0,0.470481381,3302,8,0,0,0,0
97140,0,0.010967388,72,0,0.470477976,3200,7,0,1,0,0
38951,0,0.109654483,40,1,0.470468432,5400,10,0,2,0,3
56443,0,0.665092409,45,0,0.470468432,5400,9,0,2,0,5
92971,0,0.929860483,56,0,0.470465782,11528,16,0,3,0,1
76053,0,0.084081454,30,0,0.470454545,3079,12,0,1,0,0
138031,0,0.16631667,49,0,0.470452955,10000,13,0,1,0,2
89531,0,5.347652348,31,0,0.4704282,8453,5,0,1,0,0
68010,0,0.242507078,42,0,0.470424882,3600,13,0,2,0,0
144512,0,0.282728757,52,0,0.470407795,11083,13,0,2,0,3
6987,0,0.026143287,46,3,0.470395251,6400,8,0,2,0,3
146957,0,0,63,0,0.470382895,9166,6,0,2,0,0
101231,0,0.044418747,46,0,0.470365461,5280,10,0,1,0,2
92938,0,0.598912087,37,0,0.470364199,4200,10,0,2,0,0
146032,0,0.02899342,35,0,0.470355731,4300,5,0,1,0,2
68766,0,0.247658854,32,0,0.470324317,7800,7,0,2,0,1
28967,0,0.96440356,38,0,0.470323548,4666,9,0,1,0,0
116572,0,0.028001857,49,0,0.470317068,8893,20,0,5,0,2
133970,0,0.072829287,81,0,0.470286885,1951,3,0,0,0,0
6558,0,0.6757618,64,0,0.470278801,1900,7,0,0,0,0
52822,1,0.002992763,39,0,0.470272278,35000,16,0,5,0,1
119334,0,0,28,0,0.470252261,2100,7,0,1,0,1
48269,0,0,55,0,0.470243246,10400,8,0,3,0,0
104229,0,0.058368205,43,0,0.470185058,5835,4,0,2,0,1
47326,0,0.097072573,61,0,0.470184412,7428,9,0,2,0,0
39667,0,0.562988509,49,0,0.470180428,11250,12,0,2,0,0
80256,0,0.967873643,41,0,0.470166286,9200,10,0,2,0,1
50354,0,0.670193811,50,0,0.470156107,9800,22,0,1,0,0
50817,1,0,47,3,0.470153311,9196,10,1,2,1,3
15856,0,0.019234824,63,0,0.470132467,4000,11,0,1,0,0
28010,0,0.656177003,48,0,0.470122574,3915,5,0,1,0,1
76353,0,0.259989773,49,0,0.470113325,13500,15,0,4,0,1
119364,0,0.324750859,41,0,0.470105979,5000,9,0,2,0,1
139943,0,0.136439031,57,0,0.470088581,8240,12,0,2,0,2
82892,0,0.315916937,64,2,0.470068301,7466,10,0,3,0,0
149130,0,0.476277725,57,0,0.470056826,6862,9,0,1,0,2
70170,0,0.9999999,49,1,0.470005999,3333,7,1,1,0,1
53543,0,0.57283995,36,1,0.470005999,6667,10,0,2,0,0
79226,0,0.880127864,49,0,0.470003315,6033,8,0,1,0,0
88704,0,0.818706415,56,0,0.47000279,10750,12,0,2,0,1
32572,0,0.943537098,39,0,0.469977761,4046,4,0,1,0,0
31828,0,0.961259685,45,2,0.469955616,5857,7,2,0,1,3
70119,0,0.066655077,40,0,0.469953005,10000,20,0,1,0,2
114440,1,0.148034162,78,0,0.469932867,7000,12,0,1,0,0
72040,0,0.401584103,63,0,0.469926574,6400,20,0,0,0,2
125409,0,0.188741261,61,0,0.46992168,6000,14,0,2,0,0
18624,0,0,43,0,0.469914561,5500,7,0,2,0,0
70558,0,0.28004047,43,0,0.469906019,5000,7,0,1,0,2
69232,0,0.329181937,36,0,0.469895579,4500,9,0,1,0,0
60073,0,0.07084421,54,0,0.46986515,10900,22,0,1,1,0
123357,0,0.646485815,67,0,0.469858482,10881,10,0,3,0,1
68866,0,0.769644514,54,0,0.469853171,3200,6,0,0,0,1
6824,0,0.486005029,45,0,0.46983347,7325,14,0,1,0,1
125441,0,0.06137966,53,0,0.469829297,10075,10,0,2,0,1
64487,0,0.019879035,67,0,0.469800041,4850,13,0,2,0,1
18248,0,0.518868983,66,0,0.469787771,22192,16,0,2,0,0
106099,0,0.929010141,69,0,0.469765117,2000,7,0,0,0,0
48707,0,0.9999999,64,0,0.46975089,5900,8,0,1,0,1
122961,1,0.727565449,47,0,0.469740027,9500,9,0,2,1,0
123176,0,0.1421606,48,0,0.469733097,13000,9,0,1,1,0
110437,0,0.311228159,62,0,0.469717362,5200,19,0,1,0,0
87346,0,0.30616633,60,1,0.469699405,6220,12,0,2,0,1
1452,0,0.857122203,64,0,0.469695416,9750,8,0,2,0,0
143099,0,0.1693599,50,0,0.469668505,16500,27,0,3,0,1
13815,0,0.054039958,37,0,0.46960281,3700,8,0,1,0,0
70453,0,0.167704207,37,0,0.469598263,1841,8,0,1,0,1
116987,0,0.736488739,34,0,0.469581427,5900,9,0,2,0,0
63633,0,0.136420666,43,0,0.469566304,8000,8,0,1,0,1
113895,1,0.978315875,44,3,0.469540769,6401,24,0,1,0,3
46592,0,0.022494679,52,0,0.4695102,9166,12,0,2,0,1
95151,0,0.530412721,61,0,0.4695102,9166,7,0,2,0,0
73662,0,0.089186229,43,0,0.469510163,3000,10,0,0,0,0
61759,0,0.97692103,42,0,0.469506099,5000,6,0,3,0,1
91906,0,0.077618288,58,0,0.469503546,2114,5,0,1,0,0
96750,0,0.639920002,63,0,0.469499933,7458,7,0,2,0,0
86401,0,0.08551829,38,0,0.469489201,5833,9,0,2,0,2
107240,0,0.12446766,46,0,0.469480717,3292,12,0,2,0,1
62628,0,0.01408216,33,0,0.469469738,3733,7,0,2,0,1
106140,0,0.872383995,65,0,0.469423413,6867,15,0,1,0,1
128501,0,0.421713346,48,0,0.469419556,7700,17,0,1,0,2
1055,0,0.530405318,61,1,0.469418849,13782,22,0,2,0,0
59926,0,0.415510695,40,0,0.469406711,8612,6,0,2,0,0
134623,0,0.411559385,67,0,0.469384154,5666,9,0,1,0,0
18927,0,0.025956895,38,1,0.469369206,5500,7,0,2,0,2
72990,0,0.04013514,63,0,0.469368066,6218,16,0,2,0,1
45169,0,0.388434408,33,0,0.469356546,8500,35,0,2,0,1
49371,0,0.129333661,47,0,0.469350412,1092,7,0,0,0,0
111358,0,0.365814053,47,0,0.469332885,5950,19,0,2,0,0
41423,0,0.60935133,57,0,0.469317923,13150,18,0,4,0,1
104979,1,0.96969112,50,1,0.469316335,8000,8,0,2,0,3
104971,0,0.967086076,35,0,0.469314079,3600,3,0,1,0,0
117623,0,0.21946689,41,0,0.469306139,5000,9,0,2,0,2
73095,0,5994,36,0,0.469271693,5450,6,0,1,0,0
144504,0,0.080648329,60,0,0.469263257,4261,13,0,2,0,0
11678,0,0.410430839,54,1,0.469260065,3675,9,1,1,0,2
148971,0,0.261611773,48,0,0.469255124,6000,10,0,2,0,4
38556,0,0.014788196,41,0,0.469235384,15000,18,0,3,0,1
72192,0,0.204389839,77,0,0.469229443,5800,14,0,1,0,0
107154,0,0.581346717,42,0,0.46922906,4500,8,0,1,0,3
118336,0,0.717856429,44,1,0.469187382,4786,5,0,2,0,0
106063,0,0.9999999,58,0,0.469183787,1800,3,0,1,0,0
24575,0,0.573919565,42,0,0.469155844,4927,7,0,1,0,3
18143,0,0.019491067,61,2,0.469135802,1700,7,0,1,0,0
85275,0,0.38254172,67,0,0.469135802,1700,4,0,1,0,0
68042,0,0.240724172,62,0,0.469110484,3900,10,0,2,0,0
107646,0,0.224445825,39,0,0.469076785,6693,10,0,1,0,2
81005,0,0.168567616,50,0,0.469066367,5333,15,0,1,0,2
48817,0,0.28584895,49,0,0.469048777,12341,16,0,3,0,0
31034,0,0.528942116,28,0,0.469032707,2873,5,0,2,0,0
125851,0,0,64,0,0.469031233,11333,5,0,2,0,0
70122,0,0.080781212,54,0,0.469012395,2500,14,0,1,0,0
101459,0,0.032299024,37,0,0.469006887,4500,11,0,1,0,1
57593,0,0.056503299,54,0,0.469004487,12033,9,0,2,0,0
72569,0,0.899780005,56,3,0.468962644,7200,12,0,2,1,3
59689,0,0,67,0,0.468960707,4300,7,0,1,0,0
71196,0,0.181546348,51,1,0.468881006,3100,6,0,1,0,4
99307,0,0.012466154,58,0,0.468867109,6937,12,0,2,0,0
30658,1,0,29,0,0.468862841,18000,12,0,5,0,0
22354,0,0.091734483,49,0,0.46884273,7750,6,0,3,0,2
28785,1,0.289893874,41,0,0.468839885,7300,6,0,1,0,3
89767,0,0.128348827,45,0,0.468832309,3416,11,0,2,0,1
141350,0,0.925802473,68,1,0.468804231,12100,7,0,2,0,1
83151,1,0.988001263,37,1,0.468790173,7000,11,0,1,1,2
56905,0,0.445255228,37,0,0.468766799,9300,11,0,4,0,2
4048,0,0.9999999,45,0,0.468761157,2800,6,0,1,0,2
77070,0,0.419980639,71,0,0.46875,2047,12,0,1,0,0
17181,0,0.398139438,62,0,0.468723222,3500,18,0,1,0,0
106634,0,0.289618672,46,1,0.468723222,3500,8,0,1,0,2
36777,0,0.513357565,58,0,0.468711381,8900,17,0,1,0,1
141549,0,0.257727642,58,2,0.468698742,7315,13,1,2,0,0
144982,0,0.025785346,59,0,0.468690512,9980,15,0,2,0,0
148952,0,0.188239611,62,0,0.468676891,3846,8,0,1,0,0
16975,0,0.249201764,61,0,0.468672634,5250,15,0,2,0,1
140182,0,0.570795854,31,0,0.468661336,3876,10,0,1,0,0
145565,0,0.171082667,63,0,0.468651923,13700,12,0,2,0,1
138646,0,0.008420792,59,2,0.468645865,3300,13,0,1,1,1
61808,0,1.008099778,44,0,0.468642316,1450,6,0,0,0,0
85765,0,0.097108424,40,0,0.468625177,7760,11,0,3,0,2
18364,0,0.419833214,30,0,0.468623935,4461,8,0,1,0,0
62196,0,0.934508186,41,0,0.468618818,9766,4,0,2,0,0
75702,0,0.881221844,70,1,0.468612555,2500,9,0,0,0,2
105382,0,0.953328965,45,0,0.468609272,3774,11,0,2,0,4
92698,0,0.119887435,49,0,0.468604186,7500,10,0,2,0,2
124492,0,0.920620626,48,0,0.468593489,9583,13,0,2,0,5
110573,0,0.02533532,53,0,0.468560905,3800,7,0,1,0,2
139860,0,0.317052243,53,0,0.468557567,5358,11,0,1,0,1
28104,0,0.63503264,37,0,0.468539907,5800,4,0,1,0,1
51022,0,0.640167094,56,1,0.468536347,7166,12,0,1,0,0
120882,0,0.650304,47,0,0.46852993,4543,8,0,2,0,0
147840,0,0.256686176,44,0,0.468529115,2970,12,0,1,0,0
72221,0,0.405018593,35,1,0.468488517,11233,11,0,2,0,3
109634,0,0.950936604,47,0,0.468473163,7675,6,0,2,0,0
107955,0,0.048162916,43,0,0.468470871,7500,11,0,2,0,2
91836,0,0.284846055,62,0,0.468453546,6640,15,0,1,0,2
27857,0,0.128161889,62,0,0.468453155,10000,14,0,1,0,3
32344,0,0.275872419,65,1,0.46842193,6000,25,0,1,1,0
131869,0,0.9999999,68,0,0.468416735,2437,6,0,0,0,1
120746,0,0,44,0,0.468383443,7416,6,0,1,0,0
20685,0,0.193947624,50,0,0.468380178,5407,11,0,1,0,3
89513,0,0.707093283,47,0,0.46831646,2666,3,0,1,0,0
64221,0,0.000210504,27,0,0.468303826,1750,5,0,1,0,0
8405,0,0.422384241,60,0,0.468291159,3200,7,0,1,0,0
125104,0,0.008235009,58,0,0.468265867,2000,3,0,1,0,1
81976,0,0.013776233,52,0,0.468238793,4706,5,0,1,0,1
44697,0,0.028127218,42,1,0.468236053,3100,9,0,1,0,0
57660,0,0.008015341,78,0,0.468193384,2750,8,0,2,0,0
117442,0,0.277621339,59,0,0.468179196,5200,11,0,2,0,0
91740,0,0.167286139,57,0,0.468175037,4021,10,0,1,0,1
45229,0,0.927820019,37,2,0.468173432,6503,7,0,2,0,2
114446,0,0.087562497,63,0,0.468163642,6501,8,0,3,0,0
29999,0,0.439308476,62,0,0.468150298,6200,9,0,1,0,1
124302,0,0.02603896,44,0,0.46809671,5500,14,0,2,0,2
128186,0,0.026446847,42,0,0.46807757,11292,16,0,4,0,3
102302,0,0.53081258,32,0,0.468073293,1800,3,0,0,0,1
129367,0,0.13164182,49,0,0.468069961,9833,27,0,3,0,2
28847,0,0.454698325,60,0,0.468066492,8000,10,0,2,1,0
41802,0,0.932315958,39,0,0.468055684,10846,9,0,2,0,1
33599,0,0.296641947,33,0,0.468048359,11000,3,0,2,0,0
142342,0,0.273893153,45,0,0.468005488,8016,10,0,2,0,1
3471,0,0.67329217,53,0,0.467996947,9170,11,0,2,0,1
19263,0,0.006721791,26,0,0.467989852,6700,15,0,1,0,0
44104,0,0.937088576,39,3,0.467978757,3200,3,0,1,0,1
113952,0,0.098656362,46,0,0.467976089,9367,11,0,2,0,3
14526,0,0.511378513,53,0,0.467964682,8833,11,0,2,0,2
9851,1,0.448264368,60,2,0.467914439,2617,11,0,1,1,0
54676,0,0.521370387,42,0,0.467913841,13416,10,0,2,0,2
146399,0,0.98763223,40,0,0.467873895,9166,6,0,2,0,3
501,0,0.979521555,55,1,0.467850417,7433,11,0,2,2,0
89382,0,0.208010252,67,3,0.467803903,6506,15,0,2,0,1
64070,0,0.689517997,54,0,0.467803587,3400,6,0,1,0,1
47985,0,0.411750403,64,0,0.467790488,1660,9,0,0,0,0
107012,0,0,30,0,0.467745775,4200,5,0,2,0,0
94546,0,0,51,0,0.467741935,6633,18,0,3,0,1
110872,0,0.28259895,72,0,0.467738611,4850,8,0,2,0,0
41579,0,0.39165363,41,1,0.467733139,5500,10,0,2,0,1
86325,0,0.172296353,57,0,0.467725335,6800,13,0,1,0,0
21566,0,0.893521335,69,0,0.467672414,3247,11,0,0,0,0
32268,0,0.051826773,63,0,0.467663517,10900,11,0,2,0,0
63659,0,0.232798438,68,0,0.467654669,4250,6,0,2,0,0
115152,0,0,47,0,0.467653235,10000,7,0,3,0,1
100949,0,0,55,0,0.467616852,4770,8,0,2,0,0
47127,0,0.058085205,60,0,0.467565682,4300,5,0,1,0,1
77042,0,0.933008946,52,1,0.467559648,21500,12,0,4,0,0
39643,1,0.52710085,50,3,0.467539553,5498,15,1,1,1,1
41810,0,0.786220687,40,0,0.467535602,8285,7,0,2,0,2
48416,0,0.96480352,61,0,0.467523419,12916,6,1,2,0,1
91591,0,0.245190192,50,0,0.467521045,7958,4,0,2,0,0
121369,0,0.967812535,53,1,0.467519685,3047,10,0,1,0,0
43564,0,0.127672666,30,0,0.467512579,4570,5,0,1,0,1
92847,0,0.135232153,51,0,0.467505241,6200,12,0,1,0,0
8068,0,0.712795816,55,1,0.4674987,11537,13,0,3,0,0
23688,0,0.950739435,52,0,0.467460942,8896,9,0,2,0,2
50493,0,0.207079189,29,1,0.467460655,2350,13,0,0,0,1
148070,0,0.053783202,67,0,0.467451677,4500,10,0,3,0,1
35889,0,0.41667772,42,0,0.467435504,15000,10,0,2,0,0
89582,0,0.002999942,59,0,0.467434111,3300,13,0,1,0,0
46635,0,0.9999999,65,0,0.46741573,889,6,0,0,0,0
58634,0,0.319912223,45,0,0.467391304,10763,13,0,1,0,2
34751,0,0.953986398,49,0,0.467375,7999,11,0,1,0,0
61284,0,0.602005485,41,0,0.4673694,6450,12,0,2,0,2
13084,0,0.263203441,54,0,0.467368029,10740,21,0,2,0,1
31192,1,0.9999999,61,1,0.467365028,1240,2,0,0,0,0
82868,0,0.376694315,55,0,0.467356782,8500,12,0,2,0,0
98921,0,0.140929146,65,0,0.467350243,1852,10,0,0,0,1
98120,0,0.07561093,61,0,0.467323187,3350,9,0,2,0,0
25660,0,0.150214281,48,0,0.467322614,12500,8,0,2,0,0
143156,0,0.309042926,45,1,0.467306539,3333,11,0,0,0,0
93732,0,0.412535293,55,0,0.46728972,15300,12,0,4,0,1
129722,0,0.475349371,66,0,0.467285488,4416,8,0,1,0,0
21213,0,0.505690884,61,1,0.467271031,7500,15,0,0,0,0
138360,0,0.333715238,52,0,0.467257319,2595,6,0,1,0,1
108119,0,0.437550799,46,0,0.467253715,10901,11,0,3,0,3
42958,0,0.105185975,44,0,0.467237993,5600,4,0,2,0,0
21785,0,0.079980005,61,0,0.46723581,4333,6,0,1,0,3
103894,1,0.507886005,44,1,0.467230615,37000,33,0,25,0,0
52492,0,0.441401993,71,0,0.467218969,7000,32,0,0,0,0
63607,0,0.838702511,64,0,0.467207995,1600,7,0,0,0,0
15681,0,0.316962636,31,0,0.467207995,1600,11,0,0,0,0
114455,0,0.076959548,42,0,0.467195926,6675,12,0,2,0,2
136766,0,0.010352806,30,0,0.467191601,8000,6,0,1,0,0
49536,0,0.031337293,70,0,0.467177607,3000,12,0,1,0,0
366,0,0.947264856,28,0,0.467171717,1187,4,0,0,0,0
49678,0,0.347017816,33,0,0.467171035,3700,9,0,1,0,0
34093,0,0.151459711,50,0,0.467158899,6500,25,0,1,0,0
104627,0,0.899820036,43,1,0.467135716,5400,5,0,2,0,0
32882,0,0.219412899,53,0,0.4671209,6310,10,0,2,0,1
87836,0,0.012011967,63,0,0.467108978,7083,16,0,2,0,2
82574,0,0.845673954,33,0,0.467104416,7766,12,0,2,0,1
145237,0,0.871521413,46,2,0.467097225,5728,9,0,1,2,2
83202,0,0.160060575,46,1,0.467088819,6000,11,0,2,0,1
68439,0,0.171314741,32,0,0.467083133,2080,6,0,0,0,0
81179,0,0.698206362,32,0,0.467062729,5722,14,0,2,0,2
56094,0,0.040436823,74,0,0.46704155,3200,4,0,1,0,0
8173,0,0.017425429,63,1,0.46704155,3200,8,0,1,0,0
57089,1,0.960914073,40,0,0.467029973,5504,7,0,1,0,0
109375,0,0.187282323,62,0,0.466958675,5250,9,0,2,0,2
56099,0,0.9999999,65,0,0.466952344,7700,3,0,2,0,0
119970,0,0.094588023,66,0,0.466935625,5700,12,0,3,0,0
7674,0,0.208491464,75,0,0.466933295,7000,11,0,1,0,1
63777,0,0.261259118,64,0,0.466915459,6966,13,0,0,0,1
58057,0,0.02054527,36,0,0.466885862,4257,6,0,2,0,1
38465,0,0.613430127,69,1,0.466875326,1916,3,0,1,0,0
101978,0,0.632236508,56,0,0.466862006,21500,25,0,2,0,0
120726,0,0.108887207,49,0,0.466849084,4750,11,0,1,0,3
148786,0,0.605787696,63,1,0.466834171,1989,7,0,1,0,0
35739,0,0.036789605,52,2,0.466833301,5200,17,0,2,0,0
128113,0,0.30228961,59,0,0.46682863,5350,19,0,1,0,0
32814,1,0.054495497,24,1,0.466809422,1400,8,0,0,1,0
125462,0,0.133404732,64,1,0.466796875,3583,11,0,1,0,0
25219,0,0.024321622,75,0,0.466794381,3131,9,0,2,0,0
32222,0,0.090440201,64,0,0.466723793,3500,9,0,1,0,1
134331,0,0.745771726,58,0,0.466712111,4400,7,0,1,0,0
85557,0,0.171961786,57,0,0.466705722,5120,13,0,2,0,1
14441,0,0.9999999,54,0,0.466685488,7083,5,2,2,1,0
22480,0,0.085309411,42,0,0.466651517,8800,9,0,2,0,2
21381,0,0.311662939,46,0,0.466642429,5500,11,0,2,0,2
2181,0,0.02355508,54,0,0.466629119,3550,8,0,2,0,0
39773,0,0.200331412,50,0,0.466615057,5166,18,0,1,0,0
58977,0,0.009999767,36,0,0.466607696,2260,8,0,1,0,0
15775,0,1.009488309,36,1,0.466597618,1930,4,0,0,0,0
115806,1,0.893848177,59,3,0.466596436,11390,11,0,2,1,0
30528,0,0.069919213,48,0,0.466588902,6000,7,0,2,0,2
94940,0,0.202055336,52,0,0.466586672,10833,22,0,2,0,0
4457,0,0.663792026,61,3,0.466569465,4800,10,6,2,4,1
145038,0,0.014581492,46,0,0.466553288,5291,21,0,3,0,2
37746,0,0.155987596,78,0,0.466545455,8249,6,0,1,0,2
63758,0,0.085856897,59,0,0.466543609,6500,10,0,2,0,0
133013,0,0.224029848,55,0,0.466543294,10266,10,0,2,0,2
131848,0,0.003774367,52,0,0.466523835,5600,9,0,1,0,2
53814,0,0.316706906,50,0,0.46652144,8721,9,0,2,0,1
118903,1,1.047439173,48,5,0.466515752,5300,11,0,1,2,3
92991,0,0.953720921,44,0,0.466504785,7000,7,0,1,0,1
134231,0,0.803863299,35,0,0.46644876,5200,7,0,1,0,3
93198,0,0.234233934,74,0,0.466435421,4900,12,0,1,0,1
146479,0,0.002944184,66,0,0.466407551,1800,16,0,1,0,0
28351,0,0.38021563,49,0,0.466396659,7900,11,0,1,0,2
149717,0,0.365221159,46,0,0.466388839,5518,9,0,1,0,0
50727,0,0.823409348,62,0,0.466384181,7079,20,0,1,0,0
115791,0,0.00475981,60,0,0.466379774,3717,6,0,2,0,1
51008,0,0.182182474,53,0,0.466333369,9400,8,0,2,0,1
31613,0,1.082907439,53,0,0.466328167,3741,7,0,2,0,1
114101,0,0.173501274,63,1,0.466290695,3900,10,0,1,0,0
96515,0,0.278036098,50,0,0.466284933,11700,9,0,2,0,0
121101,0,0.52248511,58,0,0.46627566,3750,13,0,0,0,0
131027,0,0.035568427,45,0,0.46622719,10466,12,0,3,0,2
145709,0,0.548022599,71,0,0.466186107,7629,8,0,1,0,0
31685,0,0.129778148,40,0,0.466177941,3000,8,0,1,0,0
97294,0,0.947210558,52,0,0.466177941,3000,3,0,1,0,0
33761,0,0.002475199,52,0,0.466176122,4212,17,0,2,0,1
122501,0,0.001684558,56,0,0.466158011,8125,11,0,2,0,0
101732,0,0.485878092,36,0,0.466153223,7400,10,0,2,0,0
10939,1,0.356971311,44,0,0.466152528,3500,6,0,0,0,2
48733,0,0.000821627,58,0,0.466146789,10899,12,0,4,0,0
124405,0,0.20729309,50,0,0.466139343,9228,12,0,3,0,2
141614,0,0.126467303,57,1,0.466129514,3350,12,0,2,0,3
74298,0,0.08500656,69,0,0.466113416,5060,8,0,1,0,0
68160,0,0.257532402,39,0,0.466104342,3200,12,0,1,0,3
58117,0,0.989006987,62,3,0.466096116,6075,14,0,1,0,1
41115,0,0.258369211,47,0,0.466095857,10160,19,0,1,0,2
87750,0,0.486941103,62,0,0.466087845,9789,11,0,2,0,0
148135,0,0.566762216,57,0,0.466075949,3949,4,0,1,0,0
105097,0,0.045631156,52,1,0.466061022,5833,12,0,2,0,0
17654,0,0.417553954,62,0,0.466055446,4580,11,0,1,0,1
91920,0,0.080116357,34,0,0.466048541,3666,5,0,1,0,0
4146,1,1.017928974,63,1,0.466042155,5550,7,0,1,0,0
39404,0,0.334005333,32,0,0.466010314,6398,8,0,3,1,3
58220,0,0.029127342,54,0,0.465983906,4100,19,0,1,0,0
51643,0,0.5009996,66,1,0.465983906,4100,9,0,2,0,1
88655,0,0.093107398,81,0,0.46598056,1748,8,0,1,0,0
45431,0,0.7235976,62,0,0.465980304,8935,14,0,3,0,1
14462,0,0.182053288,61,0,0.465955208,6652,15,0,2,0,0
64233,0,0.378207264,39,1,0.465945581,5916,9,0,1,0,1
62463,1,0.495001999,59,2,0.465942591,6444,11,4,2,5,3
91805,0,0.695262697,44,0,0.465914915,1950,13,0,0,0,3
73663,0,0.016299185,51,0,0.465906819,5000,9,0,1,0,0
43927,1,0.976892933,51,3,0.465896522,8136,8,0,2,0,0
33865,0,0.325696478,32,0,0.465890183,4206,10,0,2,0,1
35746,0,0.96761663,52,0,0.465866777,7250,16,0,1,0,1
