"id","Instance_number","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Cluster","SeriousDlqin2yrs"
66399,66398,0.041878,63,0,516,"?",7,0,0,0,"0","cluster2","n"
66400,66399,0.015669,60,0,0.128683,"4242",5,0,1,0,"0","cluster2","n"
66401,66400,0.353618,33,0,0.072664,"2600",3,0,0,0,"1","cluster2","n"
66402,66401,0.092573,64,0,0.097075,"12000",4,0,1,0,"1","cluster2","n"
66403,66402,0.232558,35,1,0.060336,"2916",3,1,0,0,"0","cluster2","n"
66404,66403,0.605402,45,0,0.62791,"8333",10,0,2,0,"2","cluster2","n"
66405,66404,0.147313,66,0,0.445777,"2083",5,0,1,0,"1","cluster2","n"
66406,66405,1,25,0,0.365123,"1100",5,0,0,0,"0","cluster2","n"
66407,66406,0.304962,66,0,0.864106,"8800",35,0,2,0,"3","cluster2","n"
66408,66407,0.060374,38,0,0.389044,"14000",14,0,2,0,"2","cluster2","n"
66409,66408,0.004466,47,0,0.273823,"7219",12,0,2,0,"0","cluster2","n"
66410,66409,0.188117,57,0,0.212703,"12500",4,0,2,0,"1","cluster2","n"
66411,66410,0.409442,57,0,0.657613,"7841",14,0,1,0,"2","cluster2","n"
66412,66411,0.811926,62,0,0.222165,"29000",14,0,2,0,"0","cluster2","n"
66413,66412,0.579134,64,0,0.310637,"10500",10,0,1,0,"0","cluster2","n"
66414,66413,0.065523,72,0,0.01072,"7275",4,0,0,0,"1","cluster2","n"
66415,66414,0.316681,52,0,0.390273,"5900",7,0,1,0,"1","cluster2","n"
66416,66415,0,55,0,1230,"?",5,0,1,0,"?","cluster2","n"
66417,66416,0.204811,30,0,0.05554,"3600",6,0,0,0,"0","cluster2","n"
66418,66417,0.006375,61,0,0.236453,"7916",11,0,2,0,"7","cluster2","n"
66419,66418,0.707839,43,0,0.404021,"9350",7,0,1,1,"2","cluster2","n"
66420,66419,0.054747,49,1,0.267343,"12425",16,0,2,0,"2","cluster2","n"
66421,66420,0.013192,39,1,1901,"0",5,0,3,0,"0","cluster2","n"
66422,66421,0.056241,31,0,0.268183,"3780",7,0,0,0,"1","cluster2","n"
66423,66422,0.181562,47,0,0.973013,"2000",18,0,1,0,"1","cluster2","n"
66424,66423,0.212981,42,1,0.357779,"5167",10,0,1,0,"0","cluster2","n"
66425,66424,0.035702,44,0,0.048701,"31600",5,0,0,0,"2","cluster2","n"
66426,66425,0.583386,66,1,0.312398,"6766",14,1,2,1,"1","cluster2","n"
66427,66426,0.029866,61,0,0.232421,"13083",5,0,2,0,"0","cluster2","n"
66428,66427,1.022666,40,0,0.552862,"4000",10,0,0,0,"0","cluster2","n"
66429,66428,0.344069,63,1,0.480631,"5833",16,0,1,0,"1","cluster2","n"
66430,66429,0.486587,53,0,0.394658,"7000",10,0,2,0,"1","cluster2","n"
66431,66430,0,48,0,0.459558,"3300",4,0,2,0,"0","cluster2","n"
66432,66431,0.002931,53,0,0.361237,"3750",21,0,1,0,"0","cluster2","n"
66433,66432,0.066964,30,0,0.429595,"6000",10,0,2,0,"2","cluster2","n"
66434,66433,0.190562,31,0,71,"?",3,0,0,0,"0","cluster2","n"
66435,66434,0,45,1,675,"1",5,0,1,2,"3","cluster2","n"
66436,66435,0.176622,67,1,0.437721,"5370",15,0,2,1,"0","cluster2","n"
66437,66436,0.291581,27,0,0.289862,"2100",5,0,0,0,"0","cluster2","n"
66438,66437,0.024792,63,0,0.159384,"8833",7,0,1,0,"0","cluster2","n"
66439,66438,0.042794,44,0,0.216459,"10583",14,0,1,0,"2","cluster2","n"
66440,66439,0.850858,54,1,1067,"?",7,2,0,1,"0","cluster2","n"
66441,66440,0.024681,50,0,0.165817,"11970",8,0,1,0,"0","cluster2","n"
66442,66441,0.46816,42,2,0.651522,"2200",8,0,0,0,"4","cluster2","n"
66443,66442,0.111297,37,0,0.348983,"5750",7,0,2,0,"2","cluster2","n"
66444,66443,0.291357,56,0,0.202511,"4300",5,0,0,0,"0","cluster2","n"
66445,66444,0.583449,30,0,0.102106,"4416",7,0,0,0,"0","cluster2","n"
66446,66445,0.018949,75,0,0.0025,"6000",3,0,0,0,"0","cluster2","n"
66447,66446,0.066902,65,0,0.10802,"4600",10,0,1,0,"0","cluster2","n"
66448,66447,0.013354,58,4,0.317624,"3500",15,1,1,0,"0","cluster2","n"
66449,66448,0.013473,64,0,0.241074,"4060",12,0,1,0,"0","cluster2","n"
66450,66449,0.365739,56,0,264.5,"1",12,0,2,0,"1","cluster2","n"
66451,66450,0.179129,49,1,0.175882,"10000",6,0,1,0,"4","cluster2","n"
66452,66451,0.029676,71,0,1426,"?",4,0,1,0,"0","cluster2","n"
66453,66452,0.757353,45,0,0.095987,"7250",5,0,0,0,"0","cluster2","n"
66454,66453,0.123225,43,0,0.406691,"7083",24,0,2,0,"3","cluster2","n"
66455,66454,0.333767,41,1,0.313771,"14500",11,0,2,0,"2","cluster2","n"
66456,66455,1,35,0,0.018958,"4166",0,3,0,0,"0","cluster2","n"
66457,66456,0.100691,58,0,0.084244,"5400",12,0,0,0,"1","cluster2","n"
66458,66457,0.046523,61,0,0.008142,"7000",12,0,0,0,"0","cluster2","n"
66459,66458,0.007406,67,0,0.151973,"14166",10,0,2,0,"0","cluster2","n"
66460,66459,0.030596,78,0,725,"?",5,0,1,0,"0","cluster2","n"
66461,66460,0.977558,32,2,0.121919,"11400",7,0,0,0,"0","cluster2","n"
66462,66461,0.03747,31,0,0.005713,"3500",3,0,0,0,"0","cluster2","n"
66463,66462,1,66,0,0,"?",1,0,0,0,"2","cluster2","n"
66464,66463,0.007048,63,0,0.221884,"3947",12,0,0,0,"0","cluster2","n"
66465,66464,0,61,0,0.12402,"5482",5,0,0,0,"3","cluster2","n"
66466,66465,0.029613,62,0,0.619933,"9250",5,0,2,0,"0","cluster2","n"
66467,66466,0,47,0,755.5,"1",7,0,1,0,"2","cluster2","n"
66468,66467,0,46,0,0.276542,"10200",9,0,3,0,"2","cluster2","n"
66469,66468,0.962803,61,2,2433,"?",10,2,2,0,"0","cluster2","n"
66470,66469,0,34,0,0.509797,"8675",7,0,2,0,"2","cluster2","n"
66471,66470,0.020363,76,0,1059,"?",8,0,1,0,"0","cluster2","n"
66472,66471,0.128076,58,0,0.176252,"7250",8,0,1,0,"0","cluster2","n"
66473,66472,0.029285,44,0,0.320413,"3869",8,0,1,0,"3","cluster2","n"
66474,66473,1,48,1,0.230208,"3700",4,1,0,0,"7","cluster2","n"
66475,66474,0.350148,33,0,0.268519,"5615",8,0,0,0,"0","cluster2","n"
66476,66475,0.030336,59,0,1007,"?",9,0,1,0,"0","cluster2","n"
66477,66476,1,35,1,2723,"?",3,0,1,0,"0","cluster2","n"
66478,66477,0.021999,63,0,1.374115,"7200",23,0,9,0,"0","cluster2","n"
66479,66478,0.097445,67,1,0.36018,"9100",13,0,4,0,"0","cluster2","n"
66480,66479,0.019333,36,0,0.453127,"8458",10,0,3,0,"1","cluster2","n"
66481,66480,0.078465,45,1,0.23723,"8750",9,0,2,0,"3","cluster2","n"
66482,66481,0.042066,60,0,0.333444,"6000",5,0,1,0,"0","cluster2","n"
66483,66482,0.122221,24,0,0.741738,"3267",7,0,1,0,"0","cluster2","n"
66484,66483,0.018291,38,0,2.894737,"2070",8,0,1,0,"2","cluster2","n"
66485,66484,0.053198,60,0,0.037712,"4666",16,0,0,0,"0","cluster2","n"
66486,66485,0.105115,49,0,0.458383,"5850",18,0,2,0,"0","cluster2","n"
66487,66486,0,73,0,0,"?",3,0,0,0,"?","cluster2","n"
66488,66487,0.235446,61,0,0.196697,"15500",4,0,1,0,"3","cluster2","n"
66489,66488,0.478799,73,0,0.590116,"5159",11,0,2,0,"0","cluster2","n"
66490,66489,1,62,2,0.144923,"6499",2,2,0,1,"0","cluster2","y"
66491,66490,0.042814,41,0,0.031147,"6388",4,0,0,0,"3","cluster2","n"
66492,66491,0.340267,52,0,0.340267,"4710",13,0,0,0,"0","cluster2","n"
66493,66492,0.056434,80,0,2455,"?",10,0,3,0,"1","cluster2","n"
66494,66493,0.116176,69,0,0.217979,"4660",13,0,1,0,"0","cluster2","n"
66495,66494,0.979199,46,2,0.145864,"3420",7,0,0,1,"3","cluster2","n"
66496,66495,0.692001,45,1,0.12385,"7500",5,0,1,0,"0","cluster2","n"
66497,66496,0.041141,63,0,0.037782,"6166",6,0,0,0,"0","cluster2","n"
66498,66497,0.027998,27,0,0.337395,"3200",7,0,0,0,"1","cluster2","n"
66499,66498,0.270524,40,0,0.39504,"15000",6,0,1,0,"2","cluster2","n"
66500,66499,0.462008,37,0,0.338475,"3500",7,0,0,0,"1","cluster2","n"
66501,66500,0.021679,50,0,0.038792,"5000",3,0,0,0,"0","cluster2","n"
66502,66501,0.197965,42,2,0.363511,"5787",13,0,1,0,"2","cluster2","n"
66503,66502,0.089466,75,1,0.190084,"7764",12,0,1,0,"0","cluster2","n"
66504,66503,0.869654,42,0,0.322913,"9500",8,0,1,0,"0","cluster2","n"
66505,66504,0.071274,67,0,0.328593,"18000",14,0,2,0,"0","cluster2","n"
66506,66505,0.830588,53,0,0.836297,"4666",15,0,2,0,"1","cluster2","n"
66507,66506,0.237621,47,0,0.316683,"10950",13,0,2,0,"2","cluster2","n"
66508,66507,0.940558,30,2,0.102592,"3625",6,0,0,2,"1","cluster2","n"
66509,66508,1.050438,45,3,0.90802,"4500",6,0,1,4,"2","cluster2","y"
66510,66509,0.084924,53,0,0.277737,"6732",8,0,1,0,"2","cluster2","n"
66511,66510,0.022847,44,0,0.18601,"11450",7,0,1,0,"3","cluster2","n"
66512,66511,1.204861,28,0,0.20994,"2333",5,0,0,0,"0","cluster2","n"
66513,66512,0.867379,35,0,0.149591,"3181",5,0,0,0,"0","cluster2","y"
66514,66513,0,47,3,0.001386,"2164",5,1,0,0,"2","cluster2","n"
66515,66514,0.30478,33,0,0.535116,"4000",8,0,2,0,"1","cluster2","n"
66516,66515,0.575713,65,1,1.177662,"10913",33,0,3,0,"0","cluster2","n"
66517,66516,0.681587,43,1,3003,"?",10,0,1,1,"0","cluster2","n"
66518,66517,0.010921,79,0,0.085983,"3616",31,0,1,0,"0","cluster2","n"
66519,66518,0.131847,44,0,0.027318,"9480",8,0,0,0,"0","cluster2","n"
66520,66519,0.529388,43,0,0.430856,"3000",7,0,1,0,"3","cluster2","n"
66521,66520,0.001254,88,0,0.074636,"10155",11,0,1,0,"0","cluster2","n"
66522,66521,0.120427,78,0,0.573034,"2580",31,0,1,0,"0","cluster2","n"
66523,66522,0.060707,59,0,0.888347,"4101",11,0,1,0,"3","cluster2","n"
66524,66523,0.268289,31,0,0.481672,"3300",9,0,2,0,"0","cluster2","n"
66525,66524,0.394452,41,0,2693,"?",6,0,1,0,"0","cluster2","n"
66526,66525,0.036845,64,0,0.012189,"10500",9,0,0,0,"0","cluster2","n"
66527,66526,0.047537,76,0,0.020663,"6000",9,0,0,0,"0","cluster2","n"
66528,66527,0.055117,58,0,1876,"?",5,0,1,0,"0","cluster2","n"
66529,66528,0.511096,51,0,68,"?",3,0,0,0,"0","cluster2","y"
66530,66529,1,82,0,0.027477,"1200",3,0,0,0,"0","cluster2","n"
66531,66530,0.069044,49,0,1.71551,"2333",13,0,7,0,"0","cluster2","n"
66532,66531,0.173386,43,0,0.305898,"10800",12,0,2,0,"1","cluster2","n"
66533,66532,0.548357,47,0,0.491073,"15233",16,0,3,0,"1","cluster2","n"
66534,66533,0.994012,30,2,0.009996,"2800",3,0,0,1,"0","cluster2","n"
66535,66534,0.474202,45,0,0.837832,"5000",14,0,2,0,"3","cluster2","n"
66536,66535,0.088684,73,0,0.522822,"5301",11,0,2,0,"0","cluster2","n"
66537,66536,0,24,0,0,"?",1,0,0,0,"0","cluster2","n"
66538,66537,0.317578,56,3,0.100387,"7500",9,0,0,0,"0","cluster2","n"
66539,66538,0,48,0,401.5,"1",23,0,1,0,"1","cluster2","n"
66540,66539,0.184363,27,0,0.011995,"2250",2,0,0,0,"0","cluster2","n"
66541,66540,1.01532,57,1,0.304489,"16975",11,0,2,0,"0","cluster2","y"
66542,66541,0.015485,63,0,97,"?",11,0,0,0,"0","cluster2","n"
66543,66542,0.072247,62,0,0.634244,"1500",14,0,1,0,"0","cluster2","n"
66544,66543,0.000194,49,0,0.213019,"10322",7,0,2,0,"1","cluster2","n"
66545,66544,0.038848,66,0,0.2523,"16626",17,0,1,0,"0","cluster2","n"
66546,66545,0.111529,42,0,0.593945,"9116",12,0,2,0,"0","cluster2","n"
66547,66546,0.151985,61,0,0.186348,"12583",8,0,2,0,"2","cluster2","n"
66548,66547,0.079372,27,0,356,"?",3,0,0,0,"?","cluster2","n"
66549,66548,0.906295,62,0,0.701714,"7874",4,0,3,1,"2","cluster2","n"
66550,66549,0.147655,44,0,0.240461,"12500",12,0,1,0,"3","cluster2","n"
66551,66550,0,49,0,2137,"?",5,0,1,0,"0","cluster2","n"
66552,66551,0.033483,62,0,0.23029,"6417",9,0,1,0,"0","cluster2","n"
66553,66552,0.176276,52,0,0.233308,"9330",8,0,2,0,"0","cluster2","n"
66554,66553,0.940234,48,0,1.226443,"4000",9,0,1,0,"0","cluster2","n"
66555,66554,0,51,0,0.000689,"2900",3,0,0,0,"0","cluster2","n"
66556,66555,0,63,0,889,"?",8,0,1,0,"0","cluster2","n"
66557,66556,0.104386,23,0,0.54828,"900",4,0,0,0,"0","cluster2","n"
66558,66557,0.068868,44,0,4202,"?",16,0,3,0,"?","cluster2","n"
66559,66558,0.212773,26,0,0.322964,"2860",8,0,0,0,"0","cluster2","n"
66560,66559,0.071919,81,0,0.008456,"8750",5,0,0,0,"0","cluster2","n"
66561,66560,0.049105,81,0,0.044174,"5500",4,0,0,0,"0","cluster2","n"
66562,66561,0.030994,80,0,4,"?",1,0,0,0,"0","cluster2","n"
66563,66562,1,33,0,0.122219,"4000",1,1,0,0,"1","cluster2","n"
66564,66563,0.522817,58,0,0.431098,"7575",9,0,1,0,"1","cluster2","n"
66565,66564,0.324161,52,0,0.43801,"6250",10,0,2,0,"0","cluster2","n"
66566,66565,0.107831,36,1,0.249438,"4000",5,0,2,0,"2","cluster2","n"
66567,66566,0.028718,54,0,2711,"?",10,0,1,0,"3","cluster2","n"
66568,66567,0.858116,40,2,0.385241,"15000",10,0,3,1,"2","cluster2","n"
66569,66568,0.019965,54,0,34,"?",3,0,0,0,"0","cluster2","n"
66570,66569,0.0673,72,0,0.027189,"2500",4,0,0,0,"0","cluster2","n"
66571,66570,0,41,0,1284,"?",5,0,1,0,"0","cluster2","n"
66572,66571,0.040748,58,0,0.180246,"15500",7,0,2,0,"0","cluster2","n"
66573,66572,0.456876,45,0,0.319365,"10833",6,0,2,0,"0","cluster2","n"
66574,66573,0.015304,38,0,0.003022,"11250",5,0,0,0,"1","cluster2","n"
66575,66574,0.141136,53,0,0.140694,"15650",2,0,1,0,"0","cluster2","n"
66576,66575,0.471462,65,0,3560,"?",8,0,1,0,"0","cluster2","n"
66577,66576,0.030078,80,1,7.362732,"20000",10,0,0,0,"1","cluster2","n"
66578,66577,0.198131,40,0,0.126887,"10000",5,0,0,0,"1","cluster2","n"
66579,66578,0.053946,51,0,227,"?",4,0,0,0,"0","cluster2","n"
66580,66579,0.037105,38,0,0.360728,"5000",12,0,1,1,"0","cluster2","n"
66581,66580,0.041869,52,0,0.193679,"9618",9,0,2,0,"2","cluster2","n"
66582,66581,0.20195,54,0,0.005428,"10500",2,0,0,0,"1","cluster2","n"
66583,66582,0.0015,44,0,1854,"?",16,0,2,0,"2","cluster2","n"
66584,66583,0.000328,57,0,0.176848,"2651",5,0,0,0,"0","cluster2","n"
66585,66584,0.009708,44,0,0.406018,"5250",19,0,1,0,"0","cluster2","n"
66586,66585,0,50,0,1524,"?",9,0,1,0,"3","cluster2","n"
66587,66586,0.218911,29,0,0.12849,"4583",3,0,0,0,"0","cluster2","n"
66588,66587,0.810083,40,0,0.490963,"7800",13,0,1,0,"3","cluster2","n"
66589,66588,0.231236,51,1,0.322917,"5375",8,0,1,0,"1","cluster2","n"
66590,66589,0.166594,42,0,0.266359,"16916",12,0,3,0,"2","cluster2","y"
66591,66590,0.05057,65,0,78,"?",4,0,0,0,"0","cluster2","n"
66592,66591,0.04224,51,0,0.362404,"9000",6,0,1,0,"0","cluster2","n"
66593,66592,0.039832,33,0,0.641123,"2100",10,0,1,0,"0","cluster2","n"
66594,66593,0.035661,65,0,1181,"?",3,0,1,0,"0","cluster2","n"
66595,66594,0.112054,61,0,0.146024,"12223",7,0,1,0,"4","cluster2","n"
66596,66595,0.024757,73,0,1174,"?",17,0,1,0,"1","cluster2","n"
66597,66596,0.444172,43,0,0.445426,"6000",9,0,1,1,"3","cluster2","n"
66598,66597,0.105509,51,0,2368,"?",9,0,3,0,"1","cluster2","n"
66599,66598,0.071196,56,0,1925,"?",4,0,1,0,"?","cluster2","n"
66600,66599,0.131683,49,1,0.316547,"8200",13,0,2,0,"1","cluster2","n"
66601,66600,0.581719,62,0,0.414304,"5326",7,0,1,0,"0","cluster2","n"
66602,66601,0.304009,53,0,0.559299,"6500",8,0,2,0,"3","cluster2","n"
66603,66602,0.328389,47,0,4458,"?",13,0,2,0,"0","cluster2","n"
66604,66603,0.351754,46,0,0.005576,"10400",3,1,0,0,"4","cluster2","n"
66605,66604,0.158499,63,0,0.012759,"5250",4,0,0,0,"0","cluster2","n"
66606,66605,0.055037,60,0,0.346101,"6500",8,0,2,0,"1","cluster2","n"
66607,66606,0.00968,59,0,0.304879,"9160",9,0,1,0,"1","cluster2","n"
66608,66607,0.050447,37,0,0.562313,"11000",11,0,3,0,"1","cluster2","n"
66609,66608,0.190777,39,0,0.352772,"4166",7,0,0,0,"1","cluster2","n"
66610,66609,0.003375,61,0,0.243128,"5165",4,0,1,0,"0","cluster2","n"
66611,66610,0.980204,60,6,2128,"?",11,1,1,0,"0","cluster2","y"
66612,66611,0.956547,55,0,0.279115,"15000",15,0,2,0,"0","cluster2","n"
66613,66612,0.708463,62,1,0.287199,"7600",14,0,0,0,"0","cluster2","y"
66614,66613,0.020831,68,0,0.166387,"12500",9,0,2,0,"0","cluster2","n"
66615,66614,1,29,0,721,"?",5,0,0,1,"0","cluster2","y"
66616,66615,0.96793,36,1,0.966724,"3485",7,0,2,0,"0","cluster2","n"
66617,66616,1,25,0,0.335415,"1120",4,0,0,0,"0","cluster2","n"
66618,66617,0.007984,50,1,0.488446,"4067",10,2,1,4,"1","cluster2","y"
66619,66618,0.053589,42,0,0.262748,"7059",6,0,1,0,"3","cluster2","n"
66620,66619,0.066552,53,2,0.586612,"4600",5,1,1,0,"3","cluster2","y"
66621,66620,0,40,0,0.353765,"10000",5,0,1,0,"0","cluster2","n"
66622,66621,1.070634,67,1,0.212507,"1886",1,0,0,0,"1","cluster2","n"
66623,66622,0,62,0,1544,"?",6,0,1,0,"1","cluster2","n"
66624,66623,0.047113,74,0,1014,"?",5,0,1,0,"?","cluster2","n"
66625,66624,0.970015,51,2,1096,"?",11,1,1,4,"0","cluster2","n"
66626,66625,0.043015,36,0,0.003809,"10500",9,0,0,0,"0","cluster2","n"
66627,66626,0.111148,46,0,0.098567,"8166",4,0,1,1,"0","cluster2","n"
66628,66627,0.046756,50,1,316,"1",23,0,1,0,"2","cluster2","n"
66629,66628,0.253334,42,0,0.251615,"10833",9,0,2,0,"4","cluster2","n"
66630,66629,0.303829,48,0,0.02156,"7652",5,0,0,0,"0","cluster2","n"
66631,66630,0.108283,48,0,0.01985,"6800",5,0,0,0,"2","cluster2","n"
66632,66631,0.781797,35,3,0.4995,"3000",9,2,1,3,"0","cluster2","y"
66633,66632,0.691774,31,0,0.557748,"3800",14,0,1,0,"0","cluster2","n"
66634,66633,0.867516,60,0,0.37691,"5300",7,1,0,0,"0","cluster2","n"
66635,66634,0.048348,62,0,29,"?",3,0,0,0,"0","cluster2","n"
66636,66635,0.136391,35,0,0.556089,"3333",16,0,1,0,"1","cluster2","n"
66637,66636,0.114625,79,0,0.265718,"5900",6,0,1,0,"2","cluster2","n"
66638,66637,0.128552,83,1,0.345729,"5700",17,0,1,0,"0","cluster2","n"
66639,66638,0.366096,52,2,0.353369,"7835",13,1,1,0,"3","cluster2","n"
66640,66639,0.404588,52,1,0.606156,"3800",13,0,2,0,"0","cluster2","n"
66641,66640,0.00175,75,0,1.175231,"758",7,0,1,0,"0","cluster2","n"
66642,66641,0.013518,63,0,0.619595,"3653",6,0,1,0,"0","cluster2","n"
66643,66642,0.570403,34,0,0.109386,"4250",4,0,0,0,"0","cluster2","n"
66644,66643,0.372443,76,0,0.455387,"2700",5,0,0,0,"0","cluster2","n"
66645,66644,0.010886,60,0,0.642979,"1167",6,0,1,0,"0","cluster2","n"
66646,66645,0.034559,80,0,0.016281,"3500",8,0,0,0,"0","cluster2","n"
66647,66646,0.852131,44,0,0.670844,"7500",14,0,1,0,"4","cluster2","n"
66648,66647,1,40,0,0.237976,"1600",3,0,0,0,"1","cluster2","n"
66649,66648,0.527941,27,0,0.973009,"3000",12,0,2,0,"1","cluster2","n"
66650,66649,0.045911,76,0,152,"?",7,0,0,0,"0","cluster2","n"
66651,66650,0.055711,97,0,25,"?",6,0,0,1,"0","cluster2","n"
66652,66651,0,65,0,0.134997,"5088",3,0,1,0,"1","cluster2","n"
66653,66652,0.994244,40,2,1587,"?",5,0,1,0,"0","cluster2","n"
66654,66653,0.030525,59,0,0.283929,"20800",18,0,3,0,"0","cluster2","n"
66655,66654,0.754959,49,1,2982,"?",14,0,2,0,"2","cluster2","n"
66656,66655,0.064998,57,0,0.357199,"3784",7,0,1,0,"1","cluster2","n"
66657,66656,0.67769,64,0,0.55416,"5335",9,0,1,0,"1","cluster2","n"
66658,66657,0.129487,42,0,4652,"?",13,0,2,0,"3","cluster2","n"
66659,66658,0.515616,52,0,0.527809,"16666",15,0,5,0,"1","cluster2","n"
66660,66659,0.062826,57,0,2.361233,"680",10,0,1,0,"1","cluster2","n"
66661,66660,0.284614,57,0,0.647747,"6500",17,0,2,0,"4","cluster2","n"
66662,66661,0,68,0,338,"?",4,0,1,0,"1","cluster2","n"
66663,66662,0.020643,65,0,0.201485,"5250",8,0,1,0,"0","cluster2","n"
66664,66663,0.759869,33,1,0.907043,"3151",9,0,2,0,"1","cluster2","n"
66665,66664,0.698977,35,0,0.589326,"6145",11,0,1,0,"2","cluster2","n"
66666,66665,0.404514,35,0,0.301978,"3741",12,0,1,0,"0","cluster2","n"
66667,66666,0.034666,56,0,107,"?",9,0,0,0,"0","cluster2","n"
66668,66667,0.43346,49,0,0.637768,"6666",12,0,2,0,"3","cluster2","n"
66669,66668,0.553785,55,0,1261,"?",4,0,1,2,"0","cluster2","y"
66670,66669,1,52,1,138,"?",2,2,0,1,"0","cluster2","y"
66671,66670,0.395378,47,0,0.169519,"4264",10,0,1,0,"1","cluster2","y"
66672,66671,0.487451,34,0,0.36896,"4200",5,0,0,0,"2","cluster2","n"
66673,66672,0.412067,44,0,0.384226,"12450",13,0,2,0,"3","cluster2","n"
66674,66673,0.99899,44,0,0.319659,"5045",9,0,1,0,"4","cluster2","n"
66675,66674,0.319166,47,0,0.335506,"6750",11,0,2,0,"1","cluster2","n"
66676,66675,0.877457,29,0,2759,"?",9,0,1,0,"0","cluster2","n"
66677,66676,0.023857,59,0,23,"?",11,0,0,0,"0","cluster2","n"
66678,66677,1.008596,37,0,0.570993,"21001",8,0,3,0,"2","cluster2","n"
66679,66678,0.018239,71,1,0.067291,"9183",6,0,1,0,"0","cluster2","n"
66680,66679,0.770171,57,1,0.110593,"1500",8,0,0,0,"0","cluster2","n"
66681,66680,0.070858,49,0,0.325599,"7800",15,0,2,0,"2","cluster2","n"
66682,66681,0,62,0,0.069682,"4333",7,0,1,0,"0","cluster2","n"
66683,66682,0,75,0,0,"?",5,0,0,0,"1","cluster2","n"
66684,66683,0.113443,23,0,0.001522,"3942",2,0,0,0,"0","cluster2","n"
66685,66684,1.691869,32,2,0.120536,"3583",4,1,0,0,"0","cluster2","n"
66686,66685,0.108113,74,0,1422,"?",13,0,1,0,"0","cluster2","n"
66687,66686,0.000321,47,0,0.304733,"10500",10,0,2,0,"0","cluster2","n"
66688,66687,0.009392,51,0,0.621876,"5000",12,0,2,0,"0","cluster2","n"
66689,66688,0.950038,45,2,0.013346,"5169",3,1,0,0,"0","cluster2","n"
66690,66689,0.252252,26,0,0.189771,"2834",6,0,0,0,"0","cluster2","n"
66691,66690,0.269218,56,0,0.563445,"3900",17,0,1,0,"2","cluster2","n"
66692,66691,0.568119,55,0,0.517622,"1900",9,0,2,0,"0","cluster2","n"
66693,66692,0.01526,56,0,0.460311,"7583",5,0,2,0,"3","cluster2","n"
66694,66693,0.459154,67,0,0.654724,"6000",17,0,1,0,"0","cluster2","n"
66695,66694,0.059094,77,0,0.018947,"4063",5,0,0,0,"0","cluster2","n"
66696,66695,0.092923,62,0,2280,"?",9,0,1,0,"0","cluster2","n"
66697,66696,0.067797,79,0,0.012497,"4000",2,0,0,0,"1","cluster2","n"
66698,66697,0.001665,53,0,0.000544,"7350",7,0,0,0,"1","cluster2","n"
66699,66698,0.0917,64,0,2796,"?",12,0,1,0,"0","cluster2","n"
66700,66699,1,33,0,3125,"?",3,0,1,0,"0","cluster2","n"
66701,66700,0.025383,63,0,46,"?",5,0,0,0,"0","cluster2","n"
66702,66701,0.000267,39,0,0.171199,"5221",4,0,0,0,"3","cluster2","n"
66703,66702,0.065805,76,0,0.012887,"6595",5,0,0,0,"0","cluster2","n"
66704,66703,0.218445,63,0,3583,"?",9,0,2,0,"0","cluster2","n"
66705,66704,0.201853,75,0,0.34965,"1000",6,0,1,0,"0","cluster2","n"
66706,66705,0.82952,66,1,0.949025,"2000",12,0,1,0,"0","cluster2","n"
66707,66706,0.089484,40,0,0.004368,"7096",3,0,0,0,"3","cluster2","n"
66708,66707,0.727875,43,0,0.630543,"3810",7,0,1,0,"2","cluster2","n"
66709,66708,1,70,0,0.045078,"3016",1,0,0,0,"0","cluster2","n"
66710,66709,0.028166,70,0,0.254032,"6447",9,0,1,0,"1","cluster2","n"
66711,66710,0.343833,33,0,0.88033,"2790",6,0,0,0,"0","cluster2","n"
66712,66711,1.004304,43,5,1.255689,"2987",13,0,1,0,"2","cluster2","n"
66713,66712,0.738823,45,0,0.448791,"10583",9,0,4,0,"2","cluster2","n"
66714,66713,0.072233,60,1,0.29472,"10358",10,0,2,0,"0","cluster2","n"
66715,66714,0.405555,55,0,0.650337,"4000",12,0,1,0,"0","cluster2","n"
66716,66715,0.295213,54,1,0.423914,"9784",4,0,2,0,"2","cluster2","n"
66717,66716,0.050291,43,0,66,"?",2,0,0,0,"0","cluster2","n"
66718,66717,0.422577,22,0,0.003635,"3300",2,0,0,0,"0","cluster2","n"
66719,66718,0.187893,50,0,0.427447,"8000",12,0,2,0,"1","cluster2","n"
66720,66719,0.0947,31,0,0.037981,"2000",7,0,0,0,"0","cluster2","n"
66721,66720,0.213975,41,0,3.493506,"1000",10,0,1,0,"3","cluster2","n"
66722,66721,0.097826,86,0,0.013597,"5000",2,0,0,0,"0","cluster2","n"
66723,66722,0.609101,41,0,480,"?",3,0,0,0,"0","cluster2","n"
66724,66723,0.150286,51,0,0.24084,"14000",7,0,2,0,"2","cluster2","n"
66725,66724,0.174594,39,0,0.270698,"8333",9,0,2,0,"2","cluster2","n"
66726,66725,0.04838,53,0,0.070965,"2000",3,0,0,0,"1","cluster2","n"
66727,66726,0.037069,71,0,397,"?",3,0,1,0,"0","cluster2","n"
