"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","click_bool","gross_bookings_usd"
62923,37692,5,219,272,2444,"219",138983,3,8,1,1.79,8727,0,20,110,0,18783,3,337,2,0,1,1,40326,155459,0,0,28740
62928,37139,5,219,272,2444,"219",107794,3,9,1,2.56,425,0,30,139,0,25479,2,15,2,0,1,1,75413,21633,0,0,28740
62951,9503,5,219,272,2444,"219",37555,4,9,1,3.87,2045,0,4,287,1,7434,2,2,2,0,1,1,75413,24995,0,0,28740
62983,43068,5,219,272,2444,"219",128152,3,8,1,2.77,2837,0,19,200,0,20820,1,27,4,0,2,1,27684,241706,0,0,28740
63001,21613,14,100,272,2444,"100",48625,4,10,0,3.04,1126,0,9,332.71,0,18139,3,20,1,0,1,0,75413,60846,0,0,28740
63007,15500,32,220,272,2444,"55",130089,3,8,1,4.03,556,0,3,209.88,0,5983,5,75,4,0,1,0,75413,289504,1,0,28740
63010,10406,5,219,272,2444,"219",29778,2,8,1,3.26,484,0,28,70,0,8993,1,15,2,2,1,1,75413,31941,0,0,28740
63023,43473,5,219,272,2444,"219",13902,4,9,1,1.39,8727,0,9,120,0,5003,1,20,1,0,1,1,75413,289504,0,0,28740
63038,5006,5,219,272,2444,"219",41481,3,8,1,2.2,428,0,32,116,0,21344,7,1,4,0,2,0,75413,262201,0,0,28740
63056,26108,5,219,272,2444,"219",5122,3,8,1,1.1,750,0,8,153,0,18185,1,75,2,0,1,0,75413,67933,0,0,28740
63140,57630,24,216,272,2444,"216",6159,4,9,1,1.95,311,0,16,225.94,1,28340,1,39,2,2,1,1,75413,289504,1,0,28740
63149,57463,5,219,272,2444,"219",62955,4,9,1,1.79,747,0,1,299,0,12736,2,17,2,0,1,0,75413,148781,0,0,28740
63158,39141,32,220,272,2444,"219",7880,4,9,1,5.88,6652,0,35,323.74,1,24700,6,44,2,0,1,0,75413,283837,1,0,28740
63160,1773,5,55,272,2444,"219",32548,4,8,1,0,560,5.67,9,289,0,8740,1,21,2,0,1,0,75413,289504,0,0,28740
63176,22277,5,219,272,2444,"219",135700,3,8,1,1.1,1646,0,12,108,0,12002,2,49,2,0,1,0,75413,217750,0,0,28740
63192,57611,9,216,272,2444,"123",112629,3,9,1,3,194,0,9,508.32,0,4452,1,41,1,0,1,1,63056,289504,0,0,28740
63214,36637,5,219,272,2444,"219",110243,3,8,1,0.69,3,0,30,148,0,23904,3,8,1,0,1,1,75413,80713,1,0,28740
63222,26457,5,155,272,2444,"132",128637,4,9,0,5.66,284,0,2,321,0,1815,4,24,2,2,1,0,75413,289504,0,0,28740
63234,13966,5,219,272,2444,"219",28050,3,9,1,2.08,8727,0,26,169,0,22413,1,12,2,1,1,1,75413,289504,0,0,28740
63239,39162,7,100,272,2444,"100",101358,2,7,1,2.2,452,0,16,131.9,0,10403,3,36,1,0,1,1,75413,289504,0,0,28740
63242,42301,5,219,272,2444,"219",107709,0,7,0,1.61,373,0,3,65,0,11011,1,37,2,3,1,0,75413,136334,0,0,28740
63249,55310,5,219,272,2444,"219",91460,3,10,1,1.95,3263,0,14,139,0,12739,1,0,2,0,1,1,75413,153470,0,0,28740
63257,53278,14,100,272,2444,"100",53883,4,8,1,4.03,1293,0,32,182.3,0,21871,2,1,1,0,1,1,75413,206686,1,0,28740
63263,53876,14,100,272,2444,"100",56697,5,10,1,4.03,1110,0,16,520.19,0,21871,5,10,2,0,1,0,75413,172398,1,0,28740
63265,27310,5,219,272,2444,"219",101864,4,8,1,3.26,1166,0,22,199,0,16355,10,85,4,0,1,0,75413,115588,1,0,28740
63269,47395,5,219,272,2444,"219",55698,0,7,0,0,8727,0,20,186,0,13478,2,32,2,2,1,1,54880,40783,1,0,28740
63276,8764,32,220,220,1829,"219",57945,5,9,1,5.72,8727,0,14,264.31,1,8746,6,69,2,1,1,0,75413,288522,0,0,28740
63288,39707,15,55,272,2444,"219",48280,4,9,0,3,222,0,2,89.95,1,16570,4,18,2,0,1,0,75413,289504,0,0,28740
63290,57059,14,100,272,2444,"100",88307,2,6,1,4.98,8727,0,6,94.12,0,17456,1,1,2,1,1,0,75413,127494,1,0,28740
63295,13742,5,219,272,2444,"100",3273,4,9,0,3.66,4702,0,15,220,0,20799,1,28,2,0,1,1,75413,137299,0,0,28740
63299,47204,14,100,272,2444,"219",18602,4,9,0,2.48,101,0,19,291.4,0,20268,9,38,2,1,1,0,75413,289504,0,0,28740
63307,20653,16,31,272,2444,"129",87441,4,7,0,1.79,140,0,3,50.6,0,12451,2,1,3,0,3,0,75413,241244,0,0,28740
63325,47338,5,219,272,2444,"219",21555,3,8,1,2.77,2127,0,25,189,0,20820,1,7,2,0,1,0,75413,12974,0,0,28740
63327,4939,23,181,272,2444,"55",129141,3,7,0,0.69,3,0,7,54.59,0,10979,5,9,2,0,1,0,75413,289504,1,0,28740
63329,4789,15,55,272,2444,"55",29751,0,1,1,1.1,8727,0,16,99.59,0,23594,1,5,1,0,1,1,75413,289504,0,0,28740
63338,53428,5,219,272,2444,"219",19718,3,8,1,2.64,1011,0,8,161,0,8156,1,10,1,0,1,0,75413,50141,0,0,28740
63341,25822,5,219,272,2444,"129",64033,0,1,0,0,8727,0,3,79,0,16856,1,1,2,0,1,1,16986,145131,0,0,28740
63352,15943,24,216,272,2444,"219",18859,4,8,0,4.49,8727,0,15,193.01,1,4447,5,13,2,1,1,0,75413,289504,0,1,1522
63365,930,5,11,198,574,"41",100815,5,1,1,0,8727,5.26,15,168,0,27854,1,22,2,0,1,0,75413,289504,0,0,28740
63373,42760,14,100,272,2444,"26",84647,4,3,1,3.43,2329,0,28,95.63,0,26824,3,109,2,0,1,0,75413,206189,0,0,28740
63377,20371,5,219,272,2444,"219",43594,3,7,1,0.69,83,0,37,80,1,13539,1,20,2,0,1,0,75413,283683,0,0,28740
63389,20687,5,219,272,2444,"219",134057,4,8,1,3.14,1148,0,27,229,0,16858,1,11,2,0,1,1,75413,145878,0,1,16286
63395,923,5,219,272,2444,"219",98239,3,8,0,5.29,1487,5.71,8,203,1,15495,2,33,2,0,1,1,75413,186619,0,0,28740
63398,47160,5,123,272,2444,"123",7622,3,9,0,4.03,5548,0,6,105,0,25329,1,27,2,0,1,0,75413,289504,0,0,28740
63400,4875,5,219,272,2444,"219",46942,2,5,1,3.09,687,0,35,70,0,9011,2,1,2,0,1,0,75413,219054,0,0,28740
63402,54447,5,219,272,2444,"219",84159,3,9,1,1.1,29,0,27,76,0,21232,2,0,2,0,1,1,75413,200122,0,0,28740
63408,46947,5,219,272,2444,"219",133504,3,10,1,0,8727,0,22,109,1,14053,2,32,2,0,1,1,75413,76452,0,0,28740
63409,1735,14,100,272,2444,"100",978,2,8,1,4.34,955,4.46,32,48.19,0,6948,1,25,2,0,1,1,75413,129499,0,0,28740
63411,13057,16,31,272,2444,"109",72891,3,1,0,1.61,8727,0,4,93.84,0,5541,7,60,2,0,1,0,75413,179862,1,0,28740
63412,37307,5,219,272,2444,"219",21157,4,8,1,3.53,8727,0,18,111,0,16672,4,10,2,2,1,1,75413,93908,0,0,28740
63414,38258,5,219,272,2444,"219",81938,0,10,1,2.3,8727,0,22,62,0,5828,1,2,2,0,1,1,75413,214901,0,0,28740
63427,2845,14,219,272,2444,"219",42002,2,7,1,1.1,8727,4.62,7,100.24,0,21688,1,28,4,4,2,0,75413,285866,0,0,28740
63430,23285,5,219,272,2444,"219",139582,4,9,0,1.61,371,0,6,169,0,25436,1,12,2,1,1,0,75413,277465,0,0,28740
63432,822,5,219,272,2444,"219",31236,3,8,1,2.2,367,4.87,9,109,0,5442,1,42,1,0,1,1,75413,284678,0,0,28740
63433,23824,16,31,272,2444,"145",31308,4,6,0,4.33,2751,0,15,72.23,0,15313,5,102,2,0,1,0,75413,18286,1,0,28740
63442,6582,5,219,272,2444,"219",24942,3,1,1,2.48,8727,0,10,84,0,22087,2,38,2,0,1,1,75413,175530,0,0,28740
63448,36729,5,219,272,2444,"219",40202,3,8,1,3.47,3174,0,8,246,0,16810,2,24,3,1,1,1,75413,63567,1,1,28740
63452,57143,5,205,176,1520,"219",112101,4,9,1,3.99,8727,0,25,224,1,2045,3,5,2,0,1,1,75413,289504,0,0,28740
63467,30500,5,219,272,2444,"219",57125,2,7,0,4.32,1833,0,4,109,0,9899,3,2,2,0,1,0,16369,266151,0,0,28740
63473,49114,5,219,272,2444,"219",10571,3,9,1,2.2,8727,0,29,97,0,203,2,136,4,0,2,1,63797,289504,0,0,28740
63479,53810,14,100,272,2444,"109",88473,3,9,0,3.22,31,0,10,208.07,0,12420,7,21,4,0,1,0,75413,227794,1,0,28740
63483,41851,18,216,272,2444,"216",14467,4,8,0,0,256,0,8,253.25,0,28340,9,37,2,0,1,0,75413,289504,1,0,28740
63508,1553,5,219,272,2444,"219",7237,3,9,1,1.39,65,5.03,6,159,0,22918,1,6,2,2,1,1,75413,260305,0,0,28740
63535,55809,14,100,272,2444,"219",10162,3,10,1,2.2,505,0,27,109.33,0,24994,1,50,2,2,1,1,69421,289504,0,0,28740
63548,55158,5,219,272,2444,"219",104853,3,1,1,5.82,8727,0,31,152,0,26892,3,76,2,0,1,1,67327,82677,1,0,28740
63552,40608,5,219,272,2444,"219",80230,3,8,1,2.4,656,0,21,154,0,4748,2,1,2,0,1,1,75413,251714,0,0,28740
63576,48838,5,219,272,2444,"59",125147,5,9,1,3,716,0,7,500,1,22835,4,40,2,0,1,0,70041,48312,1,0,28740
63586,27635,5,219,272,2444,"219",46081,4,9,1,2.89,8727,0,35,259,0,10165,1,85,2,0,1,0,75413,94603,0,0,28740
63618,32158,15,55,198,1685,"55",125958,3,5,1,0.69,763,0,10,254.68,0,23779,2,9,1,0,1,0,75413,289504,0,0,28740
63623,20776,5,219,13,2002,"219",30880,3,8,0,2.56,1728,0,3,134,1,23027,2,0,2,0,1,0,75413,99125,0,0,28740
63657,15353,5,219,272,2444,"219",60305,0,8,1,1.61,6344,0,2,89,0,14250,1,0,2,1,1,0,75413,289504,1,0,28740
63663,32043,11,103,272,2444,"103",27678,4,1,0,0,8727,0,9,95.13,1,5417,1,5,2,0,1,1,75413,289504,1,0,28740
63677,45842,5,219,272,2444,"219",84069,4,10,0,3.61,1057,0,13,227,1,21061,3,16,1,0,1,0,75413,196178,1,0,28740
63693,31891,5,219,272,2444,"219",60833,5,9,0,4.13,1203,0,8,203,1,25479,1,5,1,0,1,1,75413,11611,1,0,28740
63694,12276,5,219,272,2444,"219",39578,2,1,0,0,8727,0,7,158,0,24728,2,0,2,2,1,1,75413,125127,1,0,28740
63713,15223,14,100,272,2444,"202",96028,5,9,0,3,2538,0,8,124.55,0,3339,16,97,1,0,5,0,75413,266616,1,0,28740
63736,54758,5,219,272,2444,"216",54310,3,8,1,2.77,633,0,15,108,1,28172,9,20,2,0,1,0,75413,184616,0,0,28740
63759,12008,5,219,272,2444,"219",136281,2,7,1,0,219,0,19,65,0,18204,1,2,2,0,1,0,75413,191005,0,0,28740
63766,56429,5,219,272,2444,"219",23649,2,8,1,1.95,5073,0,4,108,1,21776,1,0,2,0,1,1,75413,151411,0,0,28740
63781,10124,5,219,272,2444,"219",128535,4,9,0,2.08,459,0,3,199,0,6819,2,36,1,0,1,1,75413,184237,0,0,28740
63789,9652,5,219,272,2444,"219",8633,2,4,0,3.66,2731,0,35,75,0,19901,1,4,2,0,1,0,75413,25858,0,0,28740
63806,38652,14,100,272,2444,"100",33160,0,7,1,2.77,8727,0,24,84.72,0,6080,1,3,2,0,1,0,75413,251375,0,0,28740
63823,52223,9,59,272,2444,"59",26192,5,10,1,1.79,8727,0,3,444.02,0,19176,4,4,2,0,1,0,75413,289504,0,0,28740
63835,48762,5,59,272,2444,"219",103598,3,5,0,1.79,1461,0,2,139,0,15613,2,38,2,0,1,1,75413,65051,0,1,14199
63853,54937,5,219,272,2444,"219",107389,4,8,1,2.56,2896,0,4,116,0,15566,1,42,2,2,1,1,75413,271401,0,0,28740
63889,52301,12,99,272,2444,"215",75868,4,9,1,6.29,886,0,2,162.97,1,2303,1,2,2,0,1,1,75413,289504,0,0,28740
63891,58675,18,129,272,2444,"129",21717,5,9,1,3.97,400,0,20,204.24,0,11507,4,15,2,0,1,0,75413,289504,0,0,28740
63894,56988,14,100,272,2444,"100",83340,2,6,0,3.71,1512,0,27,208.19,0,20438,2,25,3,1,1,0,75413,67622,0,0,28740
63901,39093,14,100,272,2444,"100",80686,3,9,0,1.1,8727,0,4,620.97,0,2536,2,17,2,0,1,0,75413,26692,0,0,28740
63904,9306,5,219,272,2444,"219",86177,3,6,0,2.4,8719,0,1,88,1,23904,1,10,2,0,1,1,75413,24031,1,0,28740
63906,25679,18,129,272,2444,"99",674,0,7,1,5.02,182,0,34,312.29,0,13292,2,0,2,0,1,1,75413,120935,0,0,28740
63908,6652,5,219,111,200,"219",59839,3,8,1,2.08,1759,0,1,109,0,23447,1,2,1,0,1,1,75413,264967,0,0,28740
63912,27944,5,212,272,2444,"219",107136,3,8,1,1.61,183,0,19,125,0,21494,5,11,2,0,1,0,75413,289504,1,0,28740
63959,51048,29,132,272,2444,"215",28375,4,9,0,0,8727,0,3,101.5,0,25564,5,1,2,0,1,0,75413,289504,1,0,28740
63967,29727,5,219,272,2444,"219",78004,2,5,1,1.1,8727,0,30,57,0,1671,4,17,2,0,1,0,75413,11536,1,0,28740
63974,54546,16,31,272,2444,"31",105785,3,1,0,3.89,8727,0,26,156.11,0,7311,3,29,1,1,2,1,75413,242428,1,0,28740
63981,9215,5,219,272,2444,"219",74272,0,10,0,0.69,529,0,26,208,0,23027,2,51,2,0,1,1,13824,163063,0,0,28740
63983,10759,24,216,272,2444,"98",90667,3,8,0,3.74,75,0,9,22.7,1,24731,1,6,1,0,1,0,75413,289504,0,0,28740
63996,56869,5,219,272,2444,"99",83707,2,1,1,0,8727,0,14,76,0,20686,5,52,3,1,1,0,75413,219136,1,0,28740
64000,26990,5,219,272,2444,"215",53188,4,9,0,6.25,1321,0,13,1092,0,2303,2,85,2,0,1,1,75413,216288,1,0,28740
64038,26352,5,219,74,2161,"219",116251,3,9,1,1.95,58,0,26,98,1,10559,1,12,2,1,1,0,46297,107374,0,0,28740
64040,53405,11,103,272,2444,"31",104313,4,8,0,4.2,7609,0,2,188.61,1,8683,4,90,2,1,1,0,75413,289504,0,0,28740
64052,51326,5,219,272,2444,"219",89365,2,6,1,1.79,8727,0,31,85,0,836,2,45,2,0,1,1,75413,289504,0,0,28740
64054,17032,14,219,272,2444,"100",42207,3,9,1,4.33,8727,0,16,202.08,0,3132,1,5,2,2,1,1,75413,86615,1,0,28740
64063,35248,32,220,272,2444,"220",5666,4,10,0,3.85,1893,0,27,264.63,0,6171,3,37,2,2,1,1,75413,235235,0,0,28740
64076,16442,5,219,272,2444,"219",50188,3,9,1,2.77,128,0,29,93,0,24232,3,25,2,1,1,1,75413,289504,0,0,28740
64080,19276,5,219,272,2444,"219",127377,2,7,0,2.2,1433,0,4,79,0,331,1,0,2,0,1,0,75413,213421,0,1,27355
64090,33969,5,33,272,2444,"15",132830,5,9,0,0.69,19,0,27,1342,1,8660,4,15,2,4,1,0,75413,289504,1,0,28740
64117,18296,5,219,74,1350,"219",22503,2,7,0,0,91,0,6,50,1,7258,1,1,2,0,1,0,75413,242354,0,0,28740
64126,53970,5,219,272,2444,"219",70125,4,8,0,3.33,313,0,1,139,0,9265,1,41,2,0,1,0,75413,39503,0,0,28740
64130,17389,5,219,98,259,"219",82319,2,4,1,1.1,8727,0,21,55,0,5968,2,0,1,0,1,0,75413,83188,1,0,28740
64177,32665,14,100,272,2444,"219",121375,2,5,0,1.1,8727,0,26,54,0,11598,1,15,4,0,2,0,75413,25004,0,0,28740
64187,25966,5,219,272,2444,"219",7011,2,4,1,2.94,8727,0,3,120,0,2789,2,19,2,0,1,0,15644,289504,1,1,28740
64191,12131,5,219,272,2444,"219",12828,2,5,1,2.08,198,0,26,55,0,5144,1,5,4,0,2,0,75413,289504,0,0,28740
64196,15913,5,219,272,2444,"219",92259,2,5,1,2.64,310,0,4,70,0,22056,1,6,2,0,1,1,75413,69346,0,0,28740
64198,44014,5,219,272,2444,"219",22471,3,8,1,2.08,8727,0,25,196,0,6203,2,11,2,2,1,1,75413,227483,0,0,28740
64203,3083,24,216,272,2444,"98",41123,3,11,0,0.69,8727,3.57,12,29.88,0,21617,1,68,2,0,1,1,75413,289504,1,0,28740
64208,46807,5,219,272,2444,"100",115994,2,7,1,4.25,1747,0,24,228,0,6948,1,5,2,0,1,1,75413,172815,0,0,28740
64215,19541,15,55,272,2444,"100",22700,5,10,1,4.43,2155,0,20,337.98,1,12454,2,21,1,0,1,0,75413,289504,0,0,28740
64219,47947,14,100,272,2444,"219",120806,2,8,1,1.95,775,0,15,117.93,0,28341,1,7,2,1,1,0,75413,185062,0,0,28740
64244,35614,5,219,272,2444,"219",83755,4,9,1,0,62,0,9,123,0,4828,3,133,8,0,2,0,75413,187307,0,0,28740
64250,38337,5,219,272,2444,"32",23304,5,9,1,4.36,8727,0,15,533,0,987,1,20,3,1,2,0,71387,219661,0,0,28740
64257,9953,14,100,272,2444,"219",47661,3,9,1,1.1,670,0,12,115.94,0,14194,1,16,4,0,2,1,75413,284613,0,0,28740
64260,771,5,219,272,2444,"219",134417,4,8,0,3.47,4275,5.43,25,204,0,4041,2,18,1,0,1,0,75413,97619,1,0,28740
64274,28633,32,220,272,2444,"220",80738,4,6,1,2.2,2,0,3,86.12,0,20905,1,1,2,0,1,0,75413,14511,1,0,28740
64303,55628,9,219,272,2444,"59",115511,4,8,1,2.56,8727,0,27,64.03,0,20232,3,11,2,0,1,0,75413,58837,1,0,28740
64304,9159,5,219,272,2444,"219",130729,4,8,0,0.69,8727,0,16,209,1,12588,2,2,1,0,1,1,75413,139259,0,0,28740
64334,50340,5,219,272,2444,"219",13596,3,7,1,1.1,309,0,24,79,1,24573,3,0,2,0,1,0,75413,15014,0,0,28740
64355,37509,5,219,272,2444,"219",131599,3,9,0,3.37,2895,0,15,89,0,11073,3,6,1,0,1,0,75413,272016,1,0,28740
64364,20581,19,158,272,2444,"158",32954,3,4,0,3.33,1889,0,16,14.54,1,5502,1,11,2,0,1,1,75413,289504,0,0,28740
64366,16812,5,219,272,2444,"219",66063,2,8,1,3.18,211,0,18,159,0,9265,2,12,2,0,1,1,75413,116447,0,0,28740
64378,21182,24,216,272,2444,"205",35328,4,8,1,4.44,814,0,22,233.13,1,28317,2,58,1,0,1,1,75413,289504,0,0,28740
64381,58113,15,55,272,2444,"219",15994,4,7,0,5.68,8727,0,6,199.27,1,18297,1,179,2,0,1,1,75413,289504,1,0,28740
64392,32597,24,216,272,2444,"216",101348,3,1,0,3.93,473,0,12,256.5,0,28340,4,28,2,0,1,0,75413,289504,1,0,28740
64400,9177,5,219,272,2444,"219",96518,4,8,1,2.2,3183,0,3,155,0,14398,2,2,2,1,1,1,75413,126107,0,0,28740
64401,24881,15,55,272,2444,"55",50457,4,1,1,4.09,373,0,20,105.33,0,7869,1,108,2,0,1,0,75413,289504,0,0,28740
64406,54147,5,219,272,2444,"219",111107,3,8,1,2.08,8727,0,31,105,0,15534,2,6,1,0,1,0,75413,17320,0,0,28740
64412,31231,5,219,272,2444,"219",23500,4,9,1,4.22,94,0,15,165,0,5143,11,49,2,0,1,0,75413,207069,1,0,28740
64413,34762,5,219,272,2444,"99",18103,3,8,1,5.37,97,0,18,232,1,13292,4,161,2,0,1,0,75413,191358,1,0,28740
64417,9070,11,103,272,2444,"103",70818,4,7,0,4.08,498,0,8,93.26,0,23245,3,1,2,0,1,1,75413,289504,1,0,28740
64461,41117,32,220,169,1302,"39",81654,5,9,1,4.29,1520,0,22,584.49,0,15122,4,152,3,0,1,0,75413,144876,1,0,28740
64466,17324,19,158,272,2444,"158",28022,3,4,0,3.22,1683,0,15,24.24,0,13713,1,7,2,0,1,0,75413,200695,0,0,28740
64480,37970,32,220,216,991,"220",16489,0,6,1,1.1,8727,0,34,87.37,0,5289,1,3,1,0,1,0,75413,190153,0,0,28740
64500,31866,5,219,272,2444,"219",3067,2,8,1,2.4,8727,0,2,61,1,17100,3,0,1,0,1,0,75413,136604,0,0,28740
64530,38191,5,219,272,2444,"219",70273,4,9,1,2.2,431,0,9,179,0,1721,1,0,1,0,1,1,75413,43529,0,0,28740
64539,39738,16,31,272,2444,"31",28214,3,9,0,0,433,0,31,182.39,0,3030,2,45,1,0,1,0,75413,25788,0,0,28740
64542,10975,5,219,272,2444,"219",33410,2,8,1,3,8727,0,22,99,0,25379,1,5,1,0,1,0,75413,280552,0,0,28740
64606,13481,5,219,272,2444,"219",35008,3,9,1,3.4,8727,0,15,170,0,6314,2,89,1,0,1,0,75413,108694,0,0,28740
64607,37894,5,219,272,2444,"219",13297,4,7,1,3.95,1467,0,1,129,0,27236,1,9,2,0,1,1,75413,116237,0,0,28740
64614,18731,5,219,272,2444,"219",3579,3,7,1,3.33,2470,0,9,90,1,16794,3,24,2,0,1,1,75413,100548,0,1,14518
64643,49191,5,219,272,2444,"219",40279,5,9,1,4.29,1233,0,29,236,0,22567,3,7,1,1,1,0,75413,268530,0,0,28740
64671,28997,5,219,272,2444,"219",18956,2,6,1,2.08,2699,0,1,72,0,10479,2,56,2,2,1,0,75413,63955,1,0,28740
64678,2959,15,215,272,2444,"31",131374,3,1,0,0.69,394,5.08,20,129.2,0,21152,7,15,2,0,1,0,75413,289504,1,0,28740
64682,18221,5,219,272,2444,"219",23378,3,7,1,0.69,186,0,11,82,1,1314,2,39,4,0,2,1,12061,22147,1,0,28740
64692,52631,5,219,272,2444,"219",53137,3,9,1,1.39,8727,0,36,149,0,22542,1,10,2,2,1,0,75413,187771,1,0,28740
64695,52055,14,100,272,2444,"55",12793,4,9,0,5.3,386,0,7,318.05,0,10979,5,55,2,1,1,0,75413,137528,1,0,28740
64710,51323,5,219,272,2444,"219",70808,2,7,1,2.4,6877,0,6,190,0,21792,1,19,3,0,1,0,75413,90837,0,0,28740
64722,12588,5,219,272,2444,"219",63307,3,11,1,0.69,8727,0,2,105,0,6903,5,5,2,0,1,0,75413,65560,0,0,28740
64746,33537,5,219,272,2444,"219",33859,2,5,1,0.69,466,0,3,80,0,15566,1,1,1,0,1,0,75413,14782,1,0,28740
64758,34068,5,137,272,2444,"219",81817,4,9,1,2.2,8727,0,13,279,0,28315,2,29,1,0,1,0,75413,289504,0,0,28740
64762,18702,5,219,272,2444,"219",67724,3,7,0,1.1,14,0,38,109,1,26067,1,6,2,0,1,0,36385,226444,0,0,28740
64780,44440,5,219,272,2444,"219",114024,3,8,0,1.79,689,0,2,299,0,27608,4,32,2,0,1,1,75413,171530,1,0,28740
64792,4343,5,219,272,2444,"99",40136,0,7,0,3.3,2415,0,15,91,0,16126,3,13,1,1,1,0,75413,168259,0,0,28740
64798,7163,5,219,272,2444,"219",96686,4,9,1,2.64,1756,0,9,180,0,26392,2,27,1,5,1,0,75413,249475,0,0,28740
64817,35148,15,55,272,2444,"55",58633,3,4,0,1.39,8727,0,7,107.93,0,5577,1,18,2,2,1,1,75413,289504,0,0,28740
64830,29992,5,212,272,2444,"2",104877,3,6,0,4.14,2338,0,26,68,1,4026,6,4,2,2,1,0,75413,289504,0,0,28740
64842,38721,30,85,272,2444,"219",87618,2,8,1,2.94,761,0,21,94.01,1,23695,3,3,2,0,1,0,75413,289504,1,0,28740
64844,51219,5,219,272,2444,"219",21592,3,7,0,2.3,1660,0,1,118,1,20226,3,4,2,0,1,0,75413,227118,0,0,28740
64851,46648,5,219,272,2444,"219",41752,4,9,1,1.39,1680,0,1,134,0,517,1,51,2,1,1,0,75413,102819,1,0,28740
64855,52293,5,219,272,2444,"31",73844,4,9,0,5.05,2087,0,16,304,0,27966,3,15,2,0,1,1,75413,231505,0,0,28740
64860,47105,5,219,272,2444,"219",100838,0,5,0,2.89,1815,0,3,115,0,27891,3,2,3,0,1,0,75413,187307,0,0,28740
64872,15869,5,219,272,2444,"219",139973,2,8,1,1.39,739,0,2,55,0,25685,1,1,2,0,1,0,75413,136913,0,0,28740
64897,31142,14,100,272,2444,"31",63560,0,8,0,6.44,6506,0,12,126.64,0,15974,2,2,2,0,1,0,75413,151289,0,0,28740
64899,34655,5,219,272,2444,"219",27427,2,9,0,3.09,5035,0,6,174,0,9950,1,35,2,0,1,0,75413,83614,0,0,28740
64909,30626,14,100,272,2444,"100",43213,3,8,0,2.89,316,0,14,166.18,0,18139,1,4,4,0,1,1,75413,162378,0,0,28740
64918,38431,18,129,272,2444,"99",86668,3,7,1,2.3,53,0,2,196.99,0,13292,2,15,3,0,2,1,75413,100511,1,0,28740
64920,6628,5,219,272,2444,"219",123907,0,6,0,1.95,8727,0,24,49,0,7777,3,17,2,0,1,1,75413,96433,0,0,28740
64930,38740,23,181,272,2444,"55",109085,4,9,1,5.24,2225,0,30,224.16,0,27397,5,40,2,0,1,0,75413,289504,0,0,28740
64931,47137,5,219,98,842,"219",116251,3,9,1,1.95,46,0,33,87,1,13539,2,31,2,0,1,1,75413,289504,0,0,28740
64945,52026,5,219,272,2444,"219",94060,3,8,1,1.39,8727,0,29,98,0,6346,1,1,1,0,1,1,75413,289504,0,0,28740
64949,42399,15,55,272,2444,"219",76544,4,9,1,1.95,360,0,4,109.47,0,24521,12,25,2,1,1,0,75413,289504,0,0,28740
64965,49417,5,219,272,2444,"219",26961,2,7,1,1.1,5445,0,3,100,0,21939,3,8,2,2,1,0,75413,289504,1,0,28740
64966,1788,5,219,272,2444,"219",16202,2,7,1,2.56,667,4.25,32,65,0,22918,2,4,1,0,1,1,75413,152572,0,0,28740
64975,34603,12,219,272,2444,"99",135528,4,8,1,2.89,1604,0,1,337.53,0,8706,1,4,2,2,1,1,75413,205638,0,1,15463
64982,2921,5,219,272,2444,"129",6392,3,9,0,0,56,4.66,10,128,0,22417,2,79,2,1,1,0,75413,214039,0,0,28740
65005,8578,5,219,272,2444,"219",29314,3,8,1,0.69,1997,0,1,77,1,3123,3,53,2,0,1,0,75413,289504,0,0,28740
65009,2195,5,70,272,2444,"70",139095,4,9,1,4.26,817,4.86,21,98,1,3116,1,43,4,0,2,0,75413,289504,1,0,28740
65028,3647,14,100,272,2444,"100",121590,4,1,1,4.61,1980,0,30,284.1,0,27906,1,0,2,0,1,0,75413,133322,0,0,28740
65034,9147,5,219,272,2444,"219",110555,3,7,1,1.79,1594,0,3,102,0,19045,1,17,2,0,1,1,75413,256122,0,0,28740
65035,41766,9,59,272,2444,"59",43479,3,7,0,3.61,8727,0,24,46.45,1,11796,2,25,2,1,1,0,75413,23990,1,1,28740
65040,14228,14,100,272,2444,"100",69845,3,6,1,2.3,666,0,3,91.2,0,7683,2,13,1,0,1,1,75413,267735,0,0,28740
65052,8243,31,219,272,2444,"219",104517,4,8,1,4.16,2526,0,18,79,1,8192,4,96,2,0,1,0,75413,241564,0,0,28740
65057,20043,26,39,272,2444,"92",133013,5,8,1,4.08,1985,0,2,222.43,0,4813,3,1,1,0,1,0,75413,289504,0,0,28740
65060,46112,5,219,272,2444,"219",116203,2,7,1,0.69,8727,0,8,85,0,16940,2,18,2,0,1,1,75413,289504,0,0,28740
65062,42761,5,14,272,2444,"219",108064,2,7,1,1.79,8727,0,8,99,0,10949,1,0,2,1,1,1,75413,289504,0,0,28740
65081,37857,5,219,272,2444,"219",44737,3,9,1,4.52,4436,0,27,289,0,4072,1,32,1,0,1,0,75413,79887,0,0,28740
